ID	group	gene	old_locus_tag	percent_ident	alignment_length	E-score
AEPIPJ_01378	group_4495	BB_RS04455	BB_E20	68.71	473	5.88e-39
AEPIPJ_01379	group_1128	BB_RS04290	BB_G06	75.789	285	4.62e-50
AEPIPJ_01380	group_260	BB_RS05450	BB_C05	78.887	521	3.98e-120
AEPIPJ_01381	group_1667	BB_RS05980	BB_P28	86.42	405	2.53e-137
AEPIPJ_01537	group_612	BB_RS04485	BB_E31	80.0	80	1.09e-13
AEPIPJ_01559	group_693	BB_RS04820	BB_F32	72.892	166	8.220000000000001e-21
AEPIPJ_01570	group_3069	BB_RS06030	BB_P38	86.957	69	5.62e-17
AEPIPJ_01573	group_3207	BB_RS05855	BB_P03	99.642	558	0.0
AEPIPJ_01574	group_529	BB_RS05855	BB_P03	66.988	518	2.37e-31
AEPIPJ_01575	group_1003	BB_RS06040	BB_P40	66.237	465	2.0200000000000003e-31
AEPIPJ_01576	group_3070	BB_RS04520	BB_G06	79.505	444	4.67e-109
AEPIPJ_01577	group_105	BB_RS05475	BB_C12	74.923	650	7.2000000000000005e-121
AEPIPJ_01578	group_895	BB_RS05910	BB_P14	95.359	237	3.94e-106
AEPIPJ_01582	group_870	BB_RS04985	BB_K53	100.0	213	2.36e-108
AEPIPJ_01583	group_869	BB_RS04985	BB_K53	95.833	216	6.02e-97
AEPIPJ_01584	group_1442	BB_RS05965	BB_P25	91.803	183	1.64e-71
AGEDGC_00951	group_1144	BB_RS04335	BB_H09	75.661	189	6.36e-33
AGEDGC_00996	group_725	BB_RS05875	BB_P07	99.561	456	0.0
AGEDGC_01024	group_564	BB_RS05950	BB_P22	100.0	816	0.0
AGEDGC_01050	group_3453	BB_RS05855	BB_P03	66.988	518	2.37e-31
AGEDGC_01051	group_3902	BB_RS05860	BB_P04	95.425	765	0.0
AGEDGC_01054	group_232	BB_RS05260	BB_A38	72.903	310	5.88e-43
AGEDGC_01059	group_2757	BB_RS06030	BB_P38	87.5	64	4.54e-16
AGEDGC_01069	group_2756	BB_RS05980	BB_P28	77.551	441	1.24e-96
AGEDGC_01114	group_4441	BB_RS05905	BB_P13	99.561	456	0.0
AGEDGC_01158	group_3455	BB_RS05855	BB_P03	66.988	518	2.37e-31
AGEDGC_01163	group_4063	BB_RS05890	BB_P10	98.765	567	0.0
AGEDGC_01245	group_3883	BB_RS05860	BB_P04	95.686	765	0.0
AGEDGC_01249	group_4034	BB_RS05235	BB_A31	67.138	566	7.909999999999999e-42
AGEDGC_01265	group_3846	BB_RS05965	BB_P25	95.536	336	2.77e-154
AGEDGC_01267	group_3777	BB_RS05955	BB_P23	100.0	204	1.73e-103
AGEDGC_01295	group_889	BB_RS05910	BB_P14	94.937	237	4.8e-105
AGEDGC_01304	group_3456	BB_RS05855	BB_P03	67.181	518	1.9400000000000002e-32
AGEDGC_01309	group_4032	BB_RS05235	BB_A31	66.961	566	3.3599999999999998e-40
AGEDGC_01313	group_2866	BB_RS05470	BB_C11	81.575	635	3.67e-176
AGEDGC_01329	group_3735	BB_RS05945	BB_P21	100.0	606	0.0
AGEDGC_01468	group_211	BB_RS05260	BB_A38	70.662	317	3.48e-33
AGEDGC_01493	group_1743	BB_RS04445	BB_E18	69.031	423	1.67e-39
AGEDGC_01494	group_1396	BB_RS04455	BB_E20	68.777	458	3.1999999999999996e-42
AGEDGC_01497	BBC11	BB_RS05470	BB_C11	100.0	798	0.0
AGEDGC_01504	group_2870	BB_RS04540	BB_G10	81.046	153	1.31e-35
AGEDGC_01511	group_464	BB_RS04515	BB_G05	92.361	144	7.05e-56
AGEDGC_01514	group_863	BB_RS04985	BB_K53	94.038	369	2.2e-162
AGEDGC_01515	group_862	BB_RS04985	BB_K53	95.935	369	4.49e-171
AIHKLI_01067	group_1254	BB_RS04820	BB_F32	100.0	219	1.35e-111
AIHKLI_01372	group_423	BB_RS05870	BB_P06	100.0	960	0.0
AIHKLI_01476	group_1409	BB_RS04305	BB_H02	98.101	474	0.0
AIIKEN_00715	group_1729	BB_RS04220	BB_0833	99.457	3129	0.0
AIIKEN_00719	group_2620	BB_RS04240	BB_0837	100.0	339	1.5399999999999999e-176
AIIKEN_00839	group_1703	BB_RS02110	BB_0421	98.095	840	0.0
AIIKEN_00843	group_1349	BB_RS04990	BB_I43	98.765	162	6.95e-78
AIIKEN_00847	group_472	BB_RS04515	BB_G05	96.528	144	5.07e-64
AIIKEN_00870	group_1858	BB_RS04310	BB_H04	84.874	119	6.64e-32
AIIKEN_00955	group_2094	BB_RS04415	BB_H41	70.423	355	1.75e-38
AIIKEN_00957	group_3889	BB_RS05860	BB_P04	96.078	765	0.0
AIIKEN_00959	group_492	BB_RS05850	BB_P02	97.691	693	0.0
AIIKEN_00961	group_452	BB_RS05235	BB_A31	66.817	666	1.53e-44
AIIKEN_00964	group_1552	BB_RS05455	BB_C06	75.047	529	5.25e-96
AIIKEN_00967	group_4197	BB_RS06020	BB_P36	95.305	426	0.0
AIIKEN_00968	group_93	BB_RS05475	BB_C12	76.727	275	6.21e-54
AIIKEN_00976	group_2621	BB_RS05980	BB_P28	88.705	363	1.5800000000000001e-133
AIIKEN_00977	group_702	BB_RS04345	BB_H13	77.381	420	1.26e-91
AIIKEN_00980	group_3862	BB_RS05965	BB_P25	95.536	336	2.77e-154
AIIKEN_00982	group_1176	BB_RS05955	BB_P23	95.588	204	5.29e-91
AIIKEN_00986	group_324	BB_RS05940	BB_P20	94.635	876	0.0
AIIKEN_00988	group_1514	BB_RS05930	BB_P18	88.278	546	0.0
AIIKEN_00993	group_642	BB_RS05905	BB_P13	94.956	456	0.0
AIIKEN_00998	group_3986	BB_RS05880	BB_P08	93.75	384	2.4499999999999997e-168
AIIKEN_00999	group_3395	BB_RS05875	BB_P07	97.368	456	0.0
AIIKEN_01001	group_226	BB_RS05260	BB_A38	73.548	310	5.99e-46
AIIKEN_01002	group_503	BB_RS05850	BB_P02	94.228	693	0.0
AIIKEN_01004	group_3882	BB_RS05860	BB_P04	95.817	765	0.0
AIIKEN_01015	group_36	BB_RS05915	BB_P15	84.309	752	0.0
AIIKEN_01017	group_778	BB_RS05925	BB_P17	80.357	616	8.21e-158
AIIKEN_01021	group_3742	BB_RS05945	BB_P21	99.835	606	0.0
AIIKEN_01037	group_3346	BB_RS05470	BB_C11	79.741	617	4.4700000000000003e-156
AIIKEN_01046	group_893	BB_RS05910	BB_P14	92.373	236	2.65e-96
AIIKEN_01065	group_74	BB_RS05475	BB_C12	83.083	1200	0.0
AIIKEN_01070	group_2570	BB_RS04990	BB_I43	78.68	197	9.99e-40
AIIKEN_01076	group_3890	BB_RS05860	BB_P04	95.556	765	0.0
AIIKEN_01077	group_544	BB_RS05855	BB_P03	67.375	518	4.57e-34
AIIKEN_01078	group_3631	BB_RS05870	BB_P06	95.729	960	0.0
AIIKEN_01082	group_583	BB_RS05890	BB_P10	94.912	570	0.0
AIIKEN_01083	group_1577	BB_RS05930	BB_P18	90.288	556	0.0
AIIKEN_01085	group_389	BB_RS05920	BB_P16	91.9	642	0.0
AIIKEN_01089	group_3930	BB_RS05900	BB_P12	97.203	429	0.0
AIIKEN_01116	group_840	BB_RS05960	BB_P24	98.563	348	2.3599999999999998e-174
AIIKEN_01117	group_3746	BB_RS05955	BB_P23	96.059	203	4.34e-92
AIIKEN_01118	group_1534	BB_RS05950	BB_P22	81.468	831	0.0
AIIKEN_01128	group_1287	BB_RS04335	BB_H09	80.797	276	5.179999999999999e-68
AIIKEN_01129	group_1077	BB_RS04335	BB_H09	75.619	525	2.4400000000000003e-100
AIIKEN_01161	Mammal-specific outer surface protein C	BB_RS05565	BB_B19	80.975	636	6.529999999999999e-172
AIIKEN_01184	group_2640	BB_RS05820	BB_F32	83.607	61	1.55e-11
AIIKEN_01185	group_2641	BB_RS05820	BB_F32	69.091	275	1.05e-20
AIIKEN_01186	group_2642	BB_RS05820	BB_F32	67.568	259	4.12e-17
AIIKEN_01187	vlsE	BB_RS05825	BB_F32	87.273	55	1.45e-12
AIIKEN_01222	group_1294	BB_RS04875	BB_K17	94.521	219	4.7e-92
AIIKEN_01237	group_2643	BB_RS05825	BB_F32	73.661	224	5.86e-33
APMGPK_00044	group_1673	BB_RS00210	BB_0043	99.8	499	0.0
APMGPK_00210	tetratricopeptide repeat protein	BB_RS01035	BB_0210	99.914	1158	0.0
APMGPK_00212	group_1622	BB_RS01040	BB_0211	100.0	321	8.61e-167
APMGPK_00372	group_1700	BB_RS01840	BB_0374	100.0	486	0.0
APMGPK_00871	group_1416	BB_RS04305	BB_H02	98.101	474	0.0
APMGPK_00923	group_2122	BB_RS05720	BB_F08	100.0	168	4.85e-84
APMGPK_00928	group_233	BB_RS05260	BB_A38	70.886	316	2.02e-36
APMGPK_00973	group_3269	BB_RS05850	BB_P02	99.711	693	0.0
APMGPK_00974	group_3193	BB_RS05855	BB_P03	99.642	558	0.0
APMGPK_00975	group_3894	BB_RS05860	BB_P04	95.556	765	0.0
APMGPK_00977	group_3625	BB_RS05870	BB_P06	100.0	960	0.0
APMGPK_00978	group_731	BB_RS05875	BB_P07	99.145	117	1.04e-54
APMGPK_00979	group_7	BB_RS05915	BB_P15	91.593	678	0.0
APMGPK_00990	group_4305	BB_RS05970	BB_P26	92.938	354	1.85e-150
APMGPK_01001	group_820	BB_RS06020	BB_P36	95.54	426	0.0
APMGPK_01006	group_158	BB_RS06045	BB_P41	92.945	567	0.0
APMGPK_01007	group_4035	BB_RS05235	BB_A31	67.314	566	6.500000000000001e-43
APMGPK_01008	group_274	BB_RS05895	BB_P11	99.245	265	1.11e-132
APMGPK_01010	group_673	BB_RS05900	BB_P12	99.375	160	5.19e-77
APMGPK_01014	group_12	BB_RS05915	BB_P15	99.888	892	0.0
APMGPK_01015	group_22	BB_RS05915	BB_P15	100.0	360	0.0
APMGPK_01016	group_394	BB_RS05920	BB_P16	100.0	684	0.0
APMGPK_01017	group_4159	BB_RS05925	BB_P17	100.0	951	0.0
APMGPK_01018	group_962	BB_RS05930	BB_P18	100.0	546	0.0
APMGPK_01019	group_3485	BB_RS05935	BB_P19	99.099	333	6.03e-169
APMGPK_01023	group_3764	BB_RS05955	BB_P23	100.0	204	1.73e-103
APMGPK_01024	group_3236	BB_RS05960	BB_P24	100.0	348	0.0
APMGPK_01025	group_2147	BB_RS05965	BB_P25	99.702	336	2.7600000000000002e-173
APMGPK_01026	group_901	BB_RS05175	BB_A14	70.303	165	6.07e-11
APMGPK_01027	group_2291	BB_RS05975	BB_P27	100.0	483	0.0
APMGPK_01028	group_2659	BB_RS05980	BB_P28	100.0	447	0.0
APMGPK_01030	group_341	BB_RS04290	BB_G06	74.908	271	1.0099999999999999e-45
APMGPK_01031	group_4491	BB_RS04525	BB_G07	71.429	497	1.48e-65
APMGPK_01035	group_61	BB_RS05475	BB_C12	79.502	1205	0.0
APMGPK_01036	group_3807	BB_RS06020	BB_P36	95.305	426	0.0
APMGPK_01038	group_2649	BB_RS06030	BB_P38	100.0	522	0.0
APMGPK_01041	group_144	BB_RS06045	BB_P41	100.0	567	0.0
APMGPK_01053	group_4350	BB_RS05300	BB_A46	68.196	327	8.46e-28
APMGPK_01055	group_4433	BB_RS05905	BB_P13	100.0	456	0.0
APMGPK_01064	group_563	BB_RS05950	BB_P22	100.0	816	0.0
APMGPK_01066	group_3239	BB_RS05960	BB_P24	100.0	348	0.0
APMGPK_01068	group_898	BB_RS05175	BB_A14	70.303	165	6.07e-11
APMGPK_01069	group_698	BB_RS04345	BB_H13	72.511	462	2.38e-69
APMGPK_01071	group_252	BB_RS05450	BB_C05	77.654	537	1.69e-118
APMGPK_01072	group_832	BB_RS04290	BB_G06	75.277	271	8.36e-47
APMGPK_01077	group_75	BB_RS05475	BB_C12	84.333	1200	0.0
APMGPK_01078	group_807	BB_RS06020	BB_P36	98.122	426	0.0
APMGPK_01084	group_110	BB_RS06045	BB_P41	100.0	567	0.0
APMGPK_01090	group_515	BB_RS05850	BB_P02	94.839	465	0.0
APMGPK_01093	group_523	BB_RS05855	BB_P03	69.876	322	8.31e-31
APMGPK_01098	group_3328	BB_RS05885	BB_P09	99.231	390	0.0
APMGPK_01135	group_439	BB_RS05235	BB_A31	66.608	566	1.74e-37
APMGPK_01136	group_222	BB_RS05260	BB_A38	70.662	317	3.48e-33
APMGPK_01138	group_4467	BB_RS05855	BB_P03	82.342	555	6.25e-159
APMGPK_01139	group_653	BB_RS05860	BB_P04	86.458	768	0.0
APMGPK_01140	group_521	BB_RS05855	BB_P03	69.876	322	8.31e-31
APMGPK_01141	group_408	BB_RS05870	BB_P06	89.648	512	0.0
APMGPK_01144	group_3961	BB_RS05880	BB_P08	98.177	384	0.0
APMGPK_01179	group_442	BB_RS05235	BB_A31	67.019	567	1.43e-38
APMGPK_01180	group_209	BB_RS05260	BB_A38	71.293	317	6.660000000000001e-36
APMGPK_01186	group_1132	BB_RS04845	BB_K07	100.0	753	0.0
APMGPK_01217	group_859	BB_RS04985	BB_K53	99.459	555	0.0
APMGPK_01282	group_1348	BB_RS04990	BB_I43	98.148	162	2.96e-76
APMGPK_01283	group_1402	BB_RS04985	BB_K53	93.05	518	0.0
APMGPK_01285	group_2664	BB_RS04430	BB_E09	96.33	109	1.6499999999999999e-46
APMGPK_01295	group_3956	BB_RS05880	BB_P08	98.438	384	0.0
APMGPK_01296	group_927	BB_RS05885	BB_P09	99.49	196	1.57e-97
APMGPK_01297	group_929	BB_RS05885	BB_P09	99.471	189	9.38e-94
APMGPK_01300	group_4121	BB_RS05900	BB_P12	97.669	429	0.0
APMGPK_01302	group_3704	BB_RS05910	BB_P14	98.312	237	6.66e-116
APMGPK_01318	group_347	BB_RS04290	BB_G06	76.087	276	4.61e-50
APMGPK_01323	group_48	BB_RS05475	BB_C12	83.75	1200	0.0
APMGPK_01344	group_1300	BB_RS04490	BB_D04	83.0	200	2.2799999999999998e-54
APMGPK_01345	group_1417	BB_RS04305	BB_H02	98.312	474	0.0
BFHFJM_00812	group_1478	BB_RS04065	BB_0801	88.944	606	0.0
BFHFJM_00858	group_1204	BB_RS04300	BB_0852	100.0	34	9.09e-11
BFHFJM_00860	group_2793	BB_RS04315	BB_H04	77.833	203	2.7299999999999998e-40
BFHFJM_00879	group_2794	BB_RS05565	BB_B19	81.649	643	4.77e-180
BFHFJM_00891	group_3903	BB_RS05860	BB_P04	95.556	765	0.0
BFHFJM_00906	group_771	BB_RS05925	BB_P17	79.937	947	0.0
BFHFJM_00931	yjhX	BB_RS06045	BB_P41	94.0	50	6.83e-16
BFHFJM_00937	group_3896	BB_RS05860	BB_P04	95.817	765	0.0
BFHFJM_00940	group_3797	BB_RS05875	BB_P07	93.846	455	0.0
BFHFJM_00943	group_590	BB_RS05890	BB_P10	95.614	570	0.0
BFHFJM_00974	group_996	BB_RS06470	BB_R43	96.537	231	3.14e-107
BFHFJM_00982	group_414	BB_RS05870	BB_P06	89.375	960	0.0
BFHFJM_00983	group_3798	BB_RS05875	BB_P07	94.066	455	0.0
BFHFJM_00989	group_640	BB_RS05905	BB_P13	95.175	456	0.0
BFHFJM_00999	group_573	BB_RS05950	BB_P22	74.888	223	7.71e-36
BFHFJM_01000	group_3774	BB_RS05955	BB_P23	95.098	204	6.4499999999999995e-90
BFHFJM_01005	group_2796	BB_RS05980	BB_P28	90.85	153	4.04e-54
BFHFJM_01007	group_828	BB_RS04290	BB_G06	75.188	266	1.02e-45
BFHFJM_01037	group_966	BB_RS05930	BB_P18	96.52	546	0.0
BFHFJM_01061	group_4414	BB_RS05235	BB_A31	66.961	566	3.3599999999999998e-40
BFHFJM_01063	group_3286	BB_RS05850	BB_P02	99.711	693	0.0
BFHFJM_01064	group_3413	BB_RS05855	BB_P03	82.523	555	1.78e-159
BFHFJM_01081	group_3486	BB_RS05935	BB_P19	98.198	333	3.8099999999999997e-165
BFHFJM_01082	group_334	BB_RS05940	BB_P20	95.61	205	1.8499999999999999e-90
BFHFJM_01105	group_4415	BB_RS05235	BB_A31	66.431	566	2.12e-36
BFHFJM_01106	group_213	BB_RS05260	BB_A38	69.399	183	3.05e-13
BFHFJM_01114	group_3785	BB_RS05875	BB_P07	93.626	455	0.0
BFHFJM_01117	group_4068	BB_RS05890	BB_P10	98.589	567	0.0
BFHFJM_01121	group_4075	BB_RS05910	BB_P14	96.624	237	1.7900000000000002e-110
BFHFJM_01237	group_1352	BB_RS04990	BB_I43	98.765	162	6.95e-78
BFHFJM_01285	group_2802	BB_RS04820	BB_F32	70.833	144	8.23e-12
BFHFJM_01286	group_2803	BB_RS05820	BB_F32	67.005	394	1.8399999999999998e-23
BFHFJM_01287	group_2804	BB_RS05820	BB_F32	83.333	60	4.21e-11
BFHFJM_01288	group_2805	BB_RS05820	BB_F32	77.381	84	1.69e-11
BFHFJM_01343	group_788	BB_RS04290	BB_G06	75.1	249	6.459999999999999e-42
BHFKJP_00995	group_860	BB_RS04985	BB_K53	100.0	300	2.01e-155
BHFKJP_01176	group_527	BB_RS05855	BB_P03	69.876	322	6.42e-31
BHFKJP_01223	group_152	BB_RS06045	BB_P41	91.182	567	0.0
BHFKJP_01389	group_1828	BB_RS04425	BB_J41	83.168	101	1.3899999999999998e-23
BHFKJP_01476	group_88	BB_RS05475	BB_C12	83.5	1200	0.0
BHFKJP_01482	group_1398	BB_RS04455	BB_E20	70.235	383	3.05e-41
BHFKJP_01489	group_3886	BB_RS05860	BB_P04	95.686	765	0.0
BHFKJP_01493	DUF1463 domain-containing protein	BB_RS05900	BB_P12	96.061	330	9.47e-154
BHFKJP_01496	group_427	BB_RS05870	BB_P06	99.231	390	0.0
BKJAFL_00890	group_947	BB_RS05885	BB_P09	98.974	390	0.0
BKJAFL_00902	group_755	BB_RS05945	BB_P21	98.788	330	3.7699999999999996e-165
BKJAFL_00903	group_754	BB_RS05945	BB_P21	98.693	306	3.71e-152
BKJAFL_00930	group_3045	BB_RS05860	BB_P04	90.719	765	0.0
BKJAFL_00933	group_718	BB_RS05875	BB_P07	98.684	456	0.0
BKJAFL_00934	group_3958	BB_RS05880	BB_P08	98.438	384	0.0
BKJAFL_00935	group_948	BB_RS05885	BB_P09	98.974	390	0.0
BKJAFL_00936	group_591	BB_RS05890	BB_P10	98.06	567	0.0
BKJAFL_00938	group_3932	BB_RS05900	BB_P12	98.834	429	0.0
BKJAFL_00940	group_3703	BB_RS05910	BB_P14	97.468	237	3.45e-113
BKJAFL_00950	group_847	BB_RS05960	BB_P24	91.379	348	1.1e-140
BKJAFL_00962	group_4202	BB_RS06020	BB_P36	95.54	426	0.0
BKJAFL_00963	group_1436	BB_RS05470	BB_C11	78.801	717	3.5199999999999995e-170
BKJAFL_00966	group_66	BB_RS05475	BB_C12	80.383	836	0.0
BKJAFL_01046	group_4196	BB_RS06020	BB_P36	93.897	426	0.0
BKJAFL_01047	group_4186	BB_RS05470	BB_C11	76.845	786	4.18e-169
BKJAFL_01048	group_2208	BB_RS06030	BB_P38	82.117	548	2.5900000000000003e-163
BKJAFL_01049	group_1661	BB_RS06035	BB_P39	95.965	1140	0.0
BKJAFL_01147	group_865	BB_RS04985	BB_K53	95.707	559	0.0
BKJAFL_01199	group_3055	BB_RS04830	BB_F32	83.607	61	1.68e-11
BNDKBC_00931	group_980	BB_RS05930	BB_P18	95.971	546	0.0
BNDKBC_00933	group_3135	BB_RS05940	BB_P20	99.772	876	0.0
BNDKBC_00934	group_3580	BB_RS05945	BB_P21	97.851	605	0.0
BNDKBC_00954	group_138	BB_RS06045	BB_P41	97.884	567	0.0
BNDKBC_00956	group_3506	BB_RS05260	BB_A38	71.609	317	1.5800000000000002e-37
BNDKBC_00964	group_938	BB_RS05885	BB_P09	95.897	390	0.0
BNDKBC_00994	group_348	BB_RS04290	BB_G06	76.056	284	1.08e-51
BNDKBC_00998	group_4311	BB_RS05175	BB_A14	70.303	165	6.07e-11
BNDKBC_00999	group_3870	BB_RS05965	BB_P25	95.833	336	6.51e-156
BNDKBC_01001	group_3770	BB_RS05955	BB_P23	97.549	204	1.97e-96
BNDKBC_01003	group_4454	BB_RS05945	BB_P21	92.066	605	0.0
BNDKBC_01004	group_307	BB_RS05940	BB_P20	97.032	876	0.0
BNDKBC_01005	group_1055	BB_RS05935	BB_P19	96.997	333	1.02e-159
BNDKBC_01049	group_594	BB_RS05890	BB_P10	97.826	138	1.66e-63
BNDKBC_01054	group_28	BB_RS05915	BB_P15	85.037	675	0.0
BNDKBC_01058	group_1044	BB_RS05935	BB_P19	97.297	333	8.38e-161
BNDKBC_01063	group_3242	BB_RS05960	BB_P24	98.851	348	5.54e-176
BNDKBC_01082	group_3501	BB_RS05260	BB_A38	71.609	317	1.5800000000000002e-37
BNDKBC_01086	group_534	BB_RS05855	BB_P03	69.47	321	1.0100000000000001e-29
BNDKBC_01087	group_3545	BB_RS05870	BB_P06	90.104	960	0.0
BNDKBC_01088	group_3792	BB_RS05875	BB_P07	93.407	455	0.0
BNDKBC_01138	group_487	BB_RS04285	BB_0848a	82.727	220	9.82e-59
BNDKBC_01140	group_1278	BB_RS04665	BB_G34	96.97	264	6.100000000000001e-124
BNDKBC_01193	group_2877	BB_RS05605	BB_B29	100.0	222	3.21e-113
BNDKBC_01194	group_2878	BB_RS05605	BB_B29	100.0	216	5.63e-110
BNDKBC_01262	group_3227	BB_RS05960	BB_P24	99.713	348	8.78e-180
BNDKBC_01276	group_297	BB_RS05940	BB_P20	96.689	876	0.0
BNDKBC_01279	group_923	BB_RS05925	BB_P17	98.843	951	0.0
BNDKBC_01310	group_1209	BB_RS04300	BB_0852	99.747	1185	0.0
BNDKBC_01338	group_267	BB_RS05300	BB_A46	70.74	311	5.0000000000000005e-37
BNDKBC_01340	group_1328	BB_RS07220	BB_N22	72.609	230	1.94e-28
BNDKBC_01341	group_3751	BB_RS05955	BB_P23	97.549	204	1.97e-96
BNDKBC_01342	group_3248	BB_RS05960	BB_P24	98.851	348	5.54e-176
BNDKBC_01343	group_3871	BB_RS05965	BB_P25	95.833	336	6.51e-156
BNDKBC_01348	group_1418	BB_RS04305	BB_H02	99.063	427	0.0
BNDKBC_01351	group_1167	BB_RS05855	BB_P03	80.576	278	1.3499999999999999e-68
BNDKBC_01352	group_547	BB_RS05855	BB_P03	69.47	321	1.0100000000000001e-29
BNDKBC_01354	group_3984	BB_RS05880	BB_P08	93.49	384	1.0400000000000001e-166
BNDKBC_01357	group_658	BB_RS05860	BB_P04	87.917	240	8.8e-83
CBDIHB_01332	group_481	BB_RS04515	BB_G05	100.0	759	0.0
CBDIHB_01432	group_3415	BB_RS05855	BB_P03	83.243	555	1.9099999999999999e-165
CBDIHB_01441	group_3445	BB_RS05855	BB_P03	67.181	518	1.9400000000000002e-32
CBDIHB_01445	group_4445	BB_RS05905	BB_P13	94.737	456	0.0
CBDIHB_01446	group_4082	BB_RS05910	BB_P14	93.671	237	1.06e-100
CBDIHB_01452	group_406	BB_RS05870	BB_P06	97.297	444	0.0
CBDIHB_01454	group_3322	BB_RS05885	BB_P09	99.744	390	0.0
CBDIHB_01455	group_2924	BB_RS05940	BB_P20	93.897	213	1.94e-90
CBDIHB_01457	group_285	BB_RS05300	BB_A46	71.257	167	7.49e-18
CBDIHB_01461	group_781	BB_RS05925	BB_P17	88.889	90	2.23e-28
CBONDI_00855	group_2819	BB_RS04335	BB_H09	83.333	204	8.54e-57
CBONDI_00860	group_2823	BB_RS04390	BB_H34	100.0	195	1.26e-98
CBONDI_00875	group_1407	BB_RS04305	BB_H02	97.292	480	0.0
CBONDI_00921	group_1343	BB_RS04985	BB_K53	93.023	258	3.06e-108
CBONDI_01004	group_1273	BB_RS04665	BB_G34	95.052	768	0.0
CBONDI_01044	group_3510	BB_RS05260	BB_A38	71.779	326	1.2899999999999999e-38
CBONDI_01045	group_3275	BB_RS05850	BB_P02	99.711	693	0.0
CBONDI_01048	group_543	BB_RS05855	BB_P03	69.876	322	8.31e-31
CBONDI_01062	group_1039	BB_RS05935	BB_P19	97.297	333	8.38e-161
CBONDI_01070	group_699	BB_RS04345	BB_H13	72.727	462	1.95e-70
CBONDI_01093	Erp26 protein	BB_RS06035	BB_P39	71.406	633	1.28e-88
CBONDI_01094	group_1435	BB_RS05470	BB_C11	78.843	709	6.630000000000001e-173
CBONDI_01097	Peptidoglycan hydrolase CwlO-like protein	BB_RS04345	BB_H13	70.155	258	6.94e-25
CBONDI_01098	group_2785	BB_RS04375	BB_H29	70.954	241	3.92e-22
CBONDI_01099	group_2784	BB_RS04370	BB_H28	67.852	759	8.53e-64
CBONDI_01121	group_604	BB_RS05890	BB_P10	92.632	570	0.0
CBONDI_01127	group_660	BB_RS05860	BB_P04	86.198	768	0.0
CBONDI_01128	group_3414	BB_RS05855	BB_P03	82.523	555	1.78e-159
CBONDI_01129	group_3281	BB_RS05850	BB_P02	99.711	693	0.0
CBONDI_01147	site-specific integrase	BB_RS05470	BB_C11	77.635	778	0.0
CBONDI_01216	group_2895	BB_RS04820	BB_F32	71.429	140	4.89e-12
CBONDI_01217	group_2896	BB_RS05820	BB_F32	68.826	247	8.01e-20
CBONDI_01218	group_2897	BB_RS05820	BB_F32	68.182	352	3.4400000000000003e-29
CBONDI_01219	group_2898	BB_RS05820	BB_F32	71.739	138	3.68e-13
CBONDI_01220	group_2899	BB_RS04820	BB_F32	86.538	52	4.83e-11
CBONDI_01221	group_2900	BB_RS05820	BB_F32	72.0	125	6.97e-12
CBONDI_01222	group_2901	BB_RS05820	BB_F32	70.201	349	4.7e-35
