assembly_id	contig_id	contig_len	old_call	new_call	category	resolved_call
B500P	contig_16 [gcode=11] [topology=linear]	30208	lp36	lp36	exact_match	lp36
B500P	contig_17 [gcode=11] [topology=linear]	38930	lp38	lp38	exact_match	lp38
B500P	contig_18 [gcode=11] [topology=linear]	53758	lp54	lp54	exact_match	lp54
B500P	contig_19 [gcode=11] [topology=linear]	27715	lp56	lp56	exact_match	lp56
B500P	contig_2 [gcode=11] [topology=linear]	26512	cp26	cp26	exact_match	cp26
B500P	contig_3 [gcode=11] [topology=linear]	30189	cp32-10	cp32-10	exact_match	cp32-10
B500P	contig_4 [gcode=11] [topology=linear]	30176	cp32-11	cp32-11	exact_match	cp32-11
B500P	contig_5 [gcode=11] [topology=linear]	29890	cp32-8	cp32-8	exact_match	cp32-8
B500P	contig_6 [gcode=11] [topology=linear]	30617	cp32-4	cp32-4	exact_match	cp32-4
B500P	contig_7 [gcode=11] [topology=linear]	18340	cp32-5	cp32-5	exact_match	cp32-5
B500P	contig_8 [gcode=11] [topology=linear]	30008	cp32-6	cp32-6	exact_match	cp32-6
B500P	contig_9 [gcode=11] [topology=linear]	30054	cp32-7	cp32-7	exact_match	cp32-7
ESI26H	contig_1 [gcode=11] [topology=linear]	910396	chromosome	chromosome	exact_match	chromosome
ESI26H	contig_10 [gcode=11] [topology=linear]	24163	lp17	lp17	exact_match	lp17
ESI26H	contig_11 [gcode=11] [topology=linear]	18933	cp32-9	cp32-9	exact_match	cp32-9
ESI26H	contig_12 [gcode=11] [topology=linear]	11699	cp32-1	cp32-1	exact_match	cp32-1
ESI26H	contig_13 [gcode=11] [topology=linear]	3042	lp54	lp54	exact_match	lp54
ESI26H	contig_14 [gcode=11] [topology=linear]	2402	cp32-5	cp32-5	exact_match	cp32-5
ESI26H	contig_15 [gcode=11] [topology=linear]	1297	cp32-9-4	cp32-9-4	exact_match	cp32-9-4
ESI26H	contig_16 [gcode=11] [topology=linear]	1254	cp32-9	cp32-9	exact_match	cp32-9
ESI26H	contig_17 [gcode=11] [topology=linear]	1083	cp32-5	cp32-5	exact_match	cp32-5
ESI26H	contig_18 [gcode=11] [topology=linear]	1081	cp32-3	cp32-3	exact_match	cp32-3
ESI26H	contig_19 [gcode=11] [topology=linear]	1044	cp32-9	cp32-9	exact_match	cp32-9
ESI26H	contig_2 [gcode=11] [topology=linear]	61321	cp32-1+5	cp32-1+5:::cp32-12	manual_override	cp32-1+5
ESI26H	contig_20 [gcode=11] [topology=linear]	850		cp32-9	new_only	cp32-9
ESI26H	contig_21 [gcode=11] [topology=linear]	800		cp32-1	new_only	cp32-1
ESI26H	contig_22 [gcode=11] [topology=linear]	644		cp32-5	new_only	cp32-5
ESI26H	contig_23 [gcode=11] [topology=linear]	627		cp32-1	new_only	cp32-1
ESI26H	contig_24 [gcode=11] [topology=linear]	613		cp32-12	new_only	cp32-12
ESI26H	contig_25 [gcode=11] [topology=linear]	573		cp32-9	new_only	cp32-9
ESI26H	contig_26 [gcode=11] [topology=linear]	508		cp32-1	new_only	cp32-1
ESI26H	contig_27 [gcode=11] [topology=linear]	495		cp32-3	new_only	cp32-3
ESI26H	contig_28 [gcode=11] [topology=linear]	455		cp32-9	new_only	cp32-9
ESI26H	contig_29 [gcode=11] [topology=linear]	455		cp32-5	new_only	cp32-5
ESI26H	contig_3 [gcode=11] [topology=linear]	51152	lp28-9	lp28-9:::lp28-7	extra_annotation	lp28-9
ESI26H	contig_30 [gcode=11] [topology=linear]	445		cp32-1	new_only	cp32-1
ESI26H	contig_31 [gcode=11] [topology=linear]	444		cp32-4	new_only	cp32-4
ESI26H	contig_32 [gcode=11] [topology=linear]	424		cp32-9	new_only	cp32-9
ESI26H	contig_33 [gcode=11] [topology=linear]	399		cp32-9	new_only	cp32-9
ESI26H	contig_34 [gcode=11] [topology=linear]	393		unclassified	new_only	unclassified
ESI26H	contig_35 [gcode=11] [topology=linear]	376		cp32-4	new_only	cp32-4
ESI26H	contig_36 [gcode=11] [topology=linear]	376		unclassified	new_only	unclassified
ESI26H	contig_37 [gcode=11] [topology=linear]	340		lp56	new_only	lp56
ESI26H	contig_38 [gcode=11] [topology=linear]	308		cp32-5	new_only	cp32-5
ESI26H	contig_39 [gcode=11] [topology=linear]	300		cp32-11	new_only	cp32-11
ESI26H	contig_4 [gcode=11] [topology=linear]	34728	lp36	lp36	exact_match	lp36
ESI26H	contig_40 [gcode=11] [topology=linear]	297		cp32-9	new_only	cp32-9
ESI26H	contig_41 [gcode=11] [topology=linear]	297		cp32-9	new_only	cp32-9
ESI26H	contig_42 [gcode=11] [topology=linear]	296		cp32-12	new_only	cp32-12
ESI26H	contig_43 [gcode=11] [topology=linear]	262		cp32-5	new_only	cp32-5
ESI26H	contig_44 [gcode=11] [topology=linear]	260		cp32-9	new_only	cp32-9
ESI26H	contig_45 [gcode=11] [topology=linear]	258		cp32-9	new_only	cp32-9
ESI26H	contig_46 [gcode=11] [topology=linear]	253		cp32-3+10	new_only	cp32-3+10
ESI26H	contig_47 [gcode=11] [topology=linear]	242		cp32-8	new_only	cp32-8
ESI26H	contig_48 [gcode=11] [topology=linear]	235		cp32-9	new_only	cp32-9
ESI26H	contig_49 [gcode=11] [topology=linear]	230		cp32-5	new_only	cp32-5
ESI26H	contig_5 [gcode=11] [topology=linear]	30286	cp32-6	cp32-6	exact_match	cp32-6
ESI26H	contig_50 [gcode=11] [topology=linear]	227		cp32-4	new_only	cp32-4
ESI26H	contig_51 [gcode=11] [topology=linear]	210		cp32-4	new_only	cp32-4
ESI26H	contig_52 [gcode=11] [topology=linear]	169		unclassified	new_only	unclassified
ESI26H	contig_53 [gcode=11] [topology=linear]	165		unclassified	new_only	unclassified
ESI26H	contig_54 [gcode=11] [topology=linear]	155		unclassified	new_only	unclassified
ESI26H	contig_55 [gcode=11] [topology=linear]	152		unclassified	new_only	unclassified
ESI26H	contig_56 [gcode=11] [topology=linear]	145		unclassified	new_only	unclassified
ESI26H	contig_57 [gcode=11] [topology=linear]	144		unclassified	new_only	unclassified
ESI26H	contig_58 [gcode=11] [topology=linear]	144		unclassified	new_only	unclassified
ESI26H	contig_59 [gcode=11] [topology=linear]	136		unclassified	new_only	unclassified
ESI26H	contig_6 [gcode=11] [topology=linear]	27753	cp32-3+10	cp32-3+10	exact_match	cp32-3+10
ESI26H	contig_60 [gcode=11] [topology=linear]	118		unclassified	new_only	unclassified
ESI26H	contig_61 [gcode=11] [topology=linear]	115		unclassified	new_only	unclassified
ESI26H	contig_62 [gcode=11] [topology=linear]	114		unclassified	new_only	unclassified
ESI26H	contig_63 [gcode=11] [topology=linear]	111		unclassified	new_only	unclassified
ESI26H	contig_64 [gcode=11] [topology=linear]	109		unclassified	new_only	unclassified
ESI26H	contig_7 [gcode=11] [topology=linear]	26979	lp28-3	lp28-3	exact_match	lp28-3
ESI26H	contig_8 [gcode=11] [topology=linear]	26691	lp28-4	lp28-4	exact_match	lp28-4
ESI26H	contig_9 [gcode=11] [topology=linear]	26508	cp26	cp26	exact_match	cp26
ESI361H	contig_1 [gcode=11] [topology=linear]	909934	chromosome	chromosome	exact_match	chromosome
ESI361H	contig_10 [gcode=11] [topology=linear]	3866	cp32-7	cp32-7	exact_match	cp32-7
ESI361H	contig_11 [gcode=11] [topology=linear]	3395	cp32-4	cp32-4	exact_match	cp32-4
ESI361H	contig_2 [gcode=11] [topology=linear]	56559	lp36	lp36:::lp28-4	extra_annotation	lp36
ESI361H	contig_3 [gcode=11] [topology=linear]	52615	lp54	lp54	exact_match	lp54
ESI361H	contig_4 [gcode=11] [topology=linear]	29589	lp56	lp56	exact_match	lp56
ESI361H	contig_5 [gcode=11] [topology=linear]	28638	cp32-1+5	cp32-1+5	exact_match	cp32-1+5
ESI361H	contig_6 [gcode=11] [topology=linear]	28079	cp32-11	cp32-11	exact_match	cp32-11
ESI361H	contig_7 [gcode=11] [topology=linear]	26516	cp26	cp26	exact_match	cp26
ESI361H	contig_8 [gcode=11] [topology=linear]	24840	lp25	lp25	exact_match	lp25
ESI361H	contig_9 [gcode=11] [topology=linear]	18047	lp17	lp17	exact_match	lp17
ESI403H	contig_1 [gcode=11] [topology=linear]	910442	chromosome	chromosome	exact_match	chromosome
ESI403H	contig_10 [gcode=11] [topology=linear]	29808	lp28-2	lp28-2	exact_match	lp28-2
ESI403H	contig_11 [gcode=11] [topology=linear]	26514	cp26	cp26	exact_match	cp26
ESI403H	contig_12 [gcode=11] [topology=linear]	25492	lp28-4	lp28-4	exact_match	lp28-4
ESI403H	contig_13 [gcode=11] [topology=linear]	24417	lp25	lp25	exact_match	lp25
ESI403H	contig_14 [gcode=11] [topology=linear]	23639	cp32-7	cp32-7	exact_match	cp32-7
ESI403H	contig_15 [gcode=11] [topology=linear]	11798	lp28-1	lp28-1	exact_match	lp28-1
ESI403H	contig_16 [gcode=11] [topology=linear]	9095	cp9	cp9	exact_match	cp9
ESI403H	contig_17 [gcode=11] [topology=linear]	3518	lp28-1	lp28-1	exact_match	lp28-1
ESI403H	contig_18 [gcode=11] [topology=linear]	3457	lp28-1	lp28-1	exact_match	lp28-1
ESI403H	contig_19 [gcode=11] [topology=linear]	2179	cp32-11	cp32-8	same_family_tiebreak	cp32-11
ESI403H	contig_2 [gcode=11] [topology=linear]	53787	lp54	lp54	exact_match	lp54
ESI403H	contig_20 [gcode=11] [topology=linear]	1194	cp32-3	cp32-3	exact_match	cp32-3
ESI403H	contig_21 [gcode=11] [topology=linear]	690		cp32-6	new_only	cp32-6
ESI403H	contig_22 [gcode=11] [topology=linear]	613		cp32-8	new_only	cp32-8
ESI403H	contig_23 [gcode=11] [topology=linear]	538		cp32-12	new_only	cp32-12
ESI403H	contig_24 [gcode=11] [topology=linear]	465		cp32-12	new_only	cp32-12
ESI403H	contig_25 [gcode=11] [topology=linear]	455		cp32-4	new_only	cp32-4
ESI403H	contig_26 [gcode=11] [topology=linear]	293		cp32-5	new_only	cp32-5
ESI403H	contig_27 [gcode=11] [topology=linear]	203		cp32-1	new_only	cp32-1
ESI403H	contig_28 [gcode=11] [topology=linear]	162		unclassified	new_only	unclassified
ESI403H	contig_29 [gcode=11] [topology=linear]	155		unclassified	new_only	unclassified
ESI403H	contig_3 [gcode=11] [topology=linear]	50015	lp17	lp17:::lp28-3	extra_annotation	lp17
ESI403H	contig_30 [gcode=11] [topology=linear]	148		unclassified	new_only	unclassified
ESI403H	contig_31 [gcode=11] [topology=linear]	131		unclassified	new_only	unclassified
ESI403H	contig_32 [gcode=11] [topology=linear]	123		unclassified	new_only	unclassified
ESI403H	contig_33 [gcode=11] [topology=linear]	109		unclassified	new_only	unclassified
ESI403H	contig_34 [gcode=11] [topology=linear]	108		unclassified	new_only	unclassified
ESI403H	contig_4 [gcode=11] [topology=linear]	33222	lp36	lp36	exact_match	lp36
ESI403H	contig_5 [gcode=11] [topology=linear]	30699	cp32-1+5	cp32-1+5	exact_match	cp32-1+5
ESI403H	contig_6 [gcode=11] [topology=linear]	30474	cp32-9	cp32-9	exact_match	cp32-9
ESI403H	contig_7 [gcode=11] [topology=linear]	30313	cp32-1	cp32-1	exact_match	cp32-1
ESI403H	contig_8 [gcode=11] [topology=linear]	30286	cp32-6	cp32-6	exact_match	cp32-6
ESI403H	contig_9 [gcode=11] [topology=linear]	30271	cp32-12	cp32-12	exact_match	cp32-12
ESI425H	contig_1 [gcode=11] [topology=linear]	434789	chromosome	chromosome	exact_match	chromosome
ESI425H	contig_10 [gcode=11] [topology=linear]	27761	lp28-5	lp28-5	exact_match	lp28-5
ESI425H	contig_11 [gcode=11] [topology=linear]	26516	cp26	cp26	exact_match	cp26
ESI425H	contig_12 [gcode=11] [topology=linear]	26135	lp28-8	lp28-8	exact_match	lp28-8
ESI425H	contig_13 [gcode=11] [topology=linear]	24817	lp25	lp25	exact_match	lp25
ESI425H	contig_14 [gcode=11] [topology=linear]	17472	chromosome	chromosome	exact_match	chromosome
ESI425H	contig_15 [gcode=11] [topology=linear]	14457	lp17	lp17	exact_match	lp17
ESI425H	contig_16 [gcode=11] [topology=linear]	3636	lp17	lp17	exact_match	lp17
ESI425H	contig_17 [gcode=11] [topology=linear]	3119	chromosome	chromosome	exact_match	chromosome
ESI425H	contig_18 [gcode=11] [topology=linear]	828		lp28-8	new_only	lp28-8
ESI425H	contig_19 [gcode=11] [topology=linear]	422		lp28-8	new_only	lp28-8
ESI425H	contig_2 [gcode=11] [topology=linear]	342816	chromosome	chromosome	exact_match	chromosome
ESI425H	contig_20 [gcode=11] [topology=linear]	354		lp28-8	new_only	lp28-8
ESI425H	contig_21 [gcode=11] [topology=linear]	128		unclassified	new_only	unclassified
ESI425H	contig_3 [gcode=11] [topology=linear]	108461	chromosome	chromosome	exact_match	chromosome
ESI425H	contig_4 [gcode=11] [topology=linear]	56468	lp36	lp36:::lp28-4	extra_annotation	lp36
ESI425H	contig_5 [gcode=11] [topology=linear]	52616	lp54	lp54	exact_match	lp54
ESI425H	contig_6 [gcode=11] [topology=linear]	30871	cp32-9	cp32-9	exact_match	cp32-9
ESI425H	contig_7 [gcode=11] [topology=linear]	30428	cp32-7	cp32-7	exact_match	cp32-7
ESI425H	contig_8 [gcode=11] [topology=linear]	29638	lp56	lp56	exact_match	lp56
ESI425H	contig_9 [gcode=11] [topology=linear]	28483	cp32-1+5	cp32-1+5	exact_match	cp32-1+5
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019844.1 Borreliella burgdorferi strain PAli chromosome, complete genome	909921	chromosome	chromosome	exact_match	chromosome
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019845.1 Borreliella burgdorferi isolate yes plasmid cp26, complete sequence	26498	cp26	cp26	exact_match	cp26
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019846.1 Borreliella burgdorferi isolate yes plasmid cp32-1, complete sequence	30726	cp32-1	cp32-1	exact_match	cp32-1
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019847.1 Borreliella burgdorferi isolate yes plasmid cp32-3, complete sequence	30418	cp32-3	cp32-3	exact_match	cp32-3
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019848.1 Borreliella burgdorferi isolate yes plasmid cp32-4, complete sequence	30299	cp32-4	cp32-4	exact_match	cp32-4
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019849.1 Borreliella burgdorferi isolate yes plasmid cp32-5, complete sequence	30674	cp32-1+5	cp32-1+5	exact_match	cp32-1+5
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019850.1 Borreliella burgdorferi isolate yes plasmid cp32-9, complete sequence	30580	cp32-9	cp32-9	exact_match	cp32-9
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019851.1 Borreliella burgdorferi isolate yes plasmid lp17, complete sequence	16820	lp17	lp17	exact_match	lp17
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019852.1 Borreliella burgdorferi isolate yes plasmid lp36, complete sequence	36714	lp36	lp36	exact_match	lp36
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019853.1 Borreliella burgdorferi isolate yes plasmid lp38, complete sequence	38841	lp38	lp38	exact_match	lp38
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019854.1 Borreliella burgdorferi isolate yes plasmid lp54, complete sequence	53650	lp54	lp54	exact_match	lp54
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019855.1 Borreliella burgdorferi isolate yes plasmid lp56, complete sequence	52971	lp56	lp56	exact_match	lp56
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019916.1 Borreliella burgdorferi strain PAbe chromosome, complete genome	910728	chromosome	chromosome	exact_match	chromosome
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019917.1 Borreliella burgdorferi strain PAbe plasmid p_cp26, complete sequence	26498	cp26	cp26	exact_match	cp26
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019918.1 Borreliella burgdorferi strain PAbe plasmid p_cp32-5-1, complete sequence	56632	cp32-1+5	cp32-1+5:::cp32-1	extra_annotation	cp32-1+5
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019919.1 Borreliella burgdorferi strain PAbe plasmid p_cp32-2, complete sequence	31245	cp32-7	cp32-7	exact_match	cp32-7
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019920.1 Borreliella burgdorferi strain PAbe plasmid p_cp32-3, complete sequence	25789	cp32-3	cp32-3	exact_match	cp32-3
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019921.1 Borreliella burgdorferi strain PAbe plasmid p_cp32-9-4, complete sequence	62238	cp32-4	cp32-9:::cp32-4	extra_annotation	cp32-4
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019922.1 Borreliella burgdorferi strain PAbe plasmid p_lp17, complete sequence	16800	lp17	lp17	exact_match	lp17
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019923.1 Borreliella burgdorferi strain PAbe plasmid p_lp28-1, complete sequence	28157	lp28-1	lp28-1*	annotation_suffix	lp28-1
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019924.1 Borreliella burgdorferi strain PAbe plasmid p_lp36, complete sequence	36846	lp36	lp36	exact_match	lp36
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019925.1 Borreliella burgdorferi strain PAbe plasmid p_lp54, complete sequence	53650	lp54	lp54	exact_match	lp54
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019926.1 Borreliella burgdorferi strain PAbe plasmid p_lp56, complete sequence	52971	lp56	lp56	exact_match	lp56
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019755.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp26, complete sequence	26498	cp26	cp26	exact_match	cp26
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019756.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-1_1, complete sequence	61418	cp32-1+5	cp32-1+5:::cp32-1	manual_override	cp32-1+5
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019757.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-2, complete sequence	31245	cp32-7	cp32-7	exact_match	cp32-7
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019758.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-3, complete sequence	30222	cp32-3	cp32-3	exact_match	cp32-3
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019759.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-4, complete sequence	30300	cp32-4	cp32-4	exact_match	cp32-4
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019760.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-9, complete sequence	30651	cp32-9	cp32-9	exact_match	cp32-9
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019761.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp17, complete sequence	16821	lp17	lp17	exact_match	lp17
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019762.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp28-1	21891	lp28-1	lp28-1*	annotation_suffix	lp28-1
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019763.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp36, complete sequence	36780	lp36	lp36	exact_match	lp36
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019764.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp38, complete sequence	38834	lp38	lp38	exact_match	lp38
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019765.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp54, complete sequence	53650	lp54	lp54	exact_match	lp54
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019766.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp56, complete sequence	52951	lp56	lp56	exact_match	lp56
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019767.1 Borreliella burgdorferi strain B31_NRZ isolate B31 chromosome, complete genome	909921	chromosome	chromosome	exact_match	chromosome
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031397.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp54, complete sequence	53798	lp54	lp54	exact_match	lp54
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031398.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp26, complete sequence	26507	cp26	cp26	exact_match	cp26
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031399.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp9, complete sequence	11401	cp9	cp9	exact_match	cp9
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031400.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp17, complete sequence	14437	lp17	lp17	exact_match	lp17
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031401.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp25, complete sequence	24154	lp25	lp25	exact_match	lp25
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031402.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp28-3, complete sequence	26768	lp28-3	lp28-3	exact_match	lp28-3
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031403.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp28-4, complete sequence	27467	lp28-4	lp28-4	exact_match	lp28-4
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031404.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp36, complete sequence	27951	lp36	lp36	exact_match	lp36
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031405.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-6, complete sequence	19997	cp32-6	cp32-6	exact_match	cp32-6
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031406.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-9, complete sequence	30606	cp32-9	cp32-9	exact_match	cp32-9
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031407.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-7, complete sequence	14018	cp32-7	cp32-7	exact_match	cp32-7
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031408.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-1, complete sequence	30883	cp32-1	cp32-1	exact_match	cp32-1
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031409.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp28-8, complete sequence	28515	lp28-8	lp28-8	exact_match	lp28-8
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031410.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-4, complete sequence	13328	cp32-4	cp32-4	exact_match	cp32-4
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031411.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-5, complete sequence	21898	cp32-1+5	cp32-1+5	exact_match	cp32-1+5
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031412.1 Borreliella burgdorferi strain MM1 chromosome main, complete sequence	908512	chromosome	chromosome	exact_match	chromosome
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077727.1 Borreliella burgdorferi strain B-17/2013 chromosome, complete genome	909995	chromosome	chromosome	exact_match	chromosome
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077728.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_cp26, complete sequence	26516	cp26	cp26	exact_match	cp26
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077729.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_cp30-1, complete sequence	31004	cp32-7	cp32-7	exact_match	cp32-7
