assembly_id	contig_id	contig_len	old_call	new_call	plasmid_name_pf32	plasmid_name_wp	resolved_call	override_call	category	action	overall_percent_identity_pf32	query_coverage_percent_pf32	query_covered_length_pf32	overall_percent_identity_wp	query_coverage_percent_wp	ref_length_wp	ref_covered_length_wp	wp_ref_cov_pct
GCF_019134655.1_ASM1913465v1_genomic	"NZ_CP077731.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_cp30-3, complete sequence"	29645	lp56	lp56	lp56	cp32-1	lp56		exact_match	REVIEW - lp56/cp32 conflict	99.60159363	2.5366840951256537	752	93.97116644823068	86.61831674818687	30883	26595	86.1
ESI425H	contig_8 [gcode=11] [topology=linear]	29638	lp56	lp56	lp56	cp32-1	lp56		exact_match	REVIEW - lp56/cp32 conflict	99.60159363	2.537283217491059	752	94.24327185	85.84587354072475	30883	26353	85.3
ESI361H	contig_4 [gcode=11] [topology=linear]	29589	lp56	lp56	lp56	cp32-11	lp56		exact_match	REVIEW - lp56/cp32 conflict	99.60159363	2.541485011321775	752	95.18331276621154	84.56858967859677	30648	25053	81.7
URI101H	contig_16 [gcode=11] [topology=linear]	29020	chromosome	chromosome	chromosome	lp21-cp9	chromosome	lp21-cp9	exact_match	OVERRIDE - chromosome paralog bug	100	2.705031013094417	785	96.49512785024255	85.04479669	24387	22743	93.3
URI93H	contig_15 [gcode=11] [topology=linear]	28843	chromosome	chromosome	chromosome	lp21-cp9	chromosome	lp21-cp9	exact_match	OVERRIDE - chromosome paralog bug	100	2.7216308983115485	785	96.38848511186706	70.89761813958326	24387	17941	73.6
GCF_040790715.1_ASM4079071v1_genomic	"NZ_CP161152.1 Borreliella burgdorferi strain GMT-0122 plasmid lp21, complete sequence"	27454	chromosome	chromosome	chromosome	lp21-cp9	chromosome	lp21-cp9	exact_match	OVERRIDE - chromosome paralog bug	100	2.859328331026444	785	96.62599295716976	99.99635754352737	24387	24386	100
URI120H	contig_17 [gcode=11] [topology=linear]	26324	chromosome	chromosome	chromosome	lp21-cp9	chromosome	lp21-cp9	exact_match	OVERRIDE - chromosome paralog bug	100	2.9820695942865827	785	96.57725098773132	99.99620119	24387	23260	95.4
B500P	contig_11 [gcode=11] [topology=linear]	24387	chromosome	chromosome	chromosome	lp21-cp9	chromosome	lp21-cp9	exact_match	OVERRIDE - chromosome paralog bug	100	3.218928117	785	96.72218111764133	99.99589945462746	24387	24386	100
URI89H	contig_19 [gcode=11] [topology=linear]	23058	chromosome	chromosome	chromosome	lp21-cp9	chromosome	lp21-cp9	exact_match	OVERRIDE - chromosome paralog bug	100	3.4044583224911094	785	98.04018990835816	99.99132622083442	24387	23295	95.5
UNY1128P	contig_13 [gcode=11] [topology=linear]	20737	lp56	lp56	lp56	cp32-10	lp56		exact_match	REVIEW - lp56/cp32 conflict	100	3.626368327144717	752	99.97588850846311	99.99517770169264	30314	20736	68.4
UCT35H	contig_10 [gcode=11] [topology=linear]	18631	lp32-3	lp32-3	lp32-3	cp32-3+10	lp32-3		exact_match	REVIEW - pf32/wp family conflict	100	3.8108528796092536	710	80.95	35.26380763244056	48168	9787	20.3
UNY1083P	contig_16 [gcode=11] [topology=linear]	15152	lp56	lp56	lp56	cp32-10	lp56		exact_match	REVIEW - lp56/cp32 conflict	100	4.963041182682154	752	100	99.99340021119323	30314	15151	50
URI56H	contig_25 [gcode=11] [topology=linear]	3150	chromosome	chromosome	chromosome	lp21	chromosome	chromosome	exact_match	OVERRIDE - chromosome paralog bug	100	24.92063492063492	785	96.44781969622734	99.93650793650794	18777	7409	39.5
UCT113H	contig_23 [gcode=11] [topology=linear]	1107	chromosome	chromosome	chromosome	lp21	chromosome	chromosome	exact_match	OVERRIDE - chromosome paralog bug	99.21259842519686	68.74435411020777	761	99.63866305	99.90966576	18777	1106	5.9
UCT35H	contig_2 [gcode=11] [topology=linear]	88152	lp28-3	lp28-3:::lp28-4	lp28-4	lp25	lp28-3		extra_annotation	KEEP	100	0.8496687539704147	749	97.82302868	42.82262455758236	24910	24909	100
URI103H	contig_2 [gcode=11] [topology=linear]	86873	lp28-3	lp28-3:::lp36	lp28-3	lp28-5	lp28-3		extra_annotation	KEEP	100	0.8656314389971567	752	99.14585066820628	42.750912251217294	27673	27672	100
URI86H	contig_2 [gcode=11] [topology=linear]	86452	lp28-3	lp28-4:::lp28-3	lp28-4	lp28-5	lp28-3		extra_annotation	REVIEW - primary differs from 10.2	100	0.8663767177161894	749	98.8072535	43.97353444686068	27673	27672	100
URI47H	contig_2 [gcode=11] [topology=linear]	83849	lp28-3	lp28-3:::lp36	lp28-3	lp28-5	lp28-3		extra_annotation	KEEP	100	0.8968502904029862	752	99.14585066820628	44.29271666925067	27673	27672	100
UCT29H	contig_2 [gcode=11] [topology=linear]	75871	lp38	lp38:::lp36	lp38	lp36	lp38		extra_annotation	KEEP	100	0.9674315614661728	734	97.75562819391372	48.56269193763098	36846	36845	100
UCT50H	contig_2 [gcode=11] [topology=linear]	66334	lp28-2	lp28-4:::lp28-2	lp28-2	lp28-4	lp28-2		extra_annotation	REVIEW - primary differs from 10.2	100	1.1517472186209183	764	97.65462847654628	51.11104411010945	29501	29500	100
URI46H	contig_2 [gcode=11] [topology=linear]	64384	chromosome	chromosome:::lp28-5	chromosome	lp28-5	chromosome		extra_annotation	KEEP	100	1.2192470178926442	785	99.80532911546418	51.14158797	27673	27672	100
GCF_002151485.1_ASM215148v1_genomic	"NZ_CP019921.1 Borreliella burgdorferi strain PAbe plasmid p_cp32-9-4, complete sequence"	62238	cp32-4	cp32-9:::cp32-4	cp32-9	cp32-9-4	cp32-4		extra_annotation	REVIEW - primary differs from 10.2	100	1.1938044281628586	743	97.67474036474322	99.99839326456504	62238	62237	100
GCF_002151505.1_ASM215150v1_genomic	"NZ_CP019756.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-1_1, complete sequence"	61418	cp32-1+5	cp32-1+5:::cp32-1	cp32-1	cp32-5+1	cp32-1+5	cp32-1+5	extra_annotation	KEEP	100	1.1999739490051775	737	98.60510507984048	99.99837181	61418	61417	100
ESI26H	contig_2 [gcode=11] [topology=linear]	61321	cp32-1+5	cp32-1+5:::cp32-12	cp32-1+5	cp32-12	cp32-1+5	cp32-1+5	extra_annotation	KEEP	100	1.255687284943168	770	96.76989108	95.15500399536865	31433	31432	100
URI88H	contig_2 [gcode=11] [topology=linear]	59619	lp25	lp28-4:::lp25	lp28-4	lp25	lp25		extra_annotation	REVIEW - primary differs from 10.2	100	1.2563109075965715	749	98.49770519799338	55.84461329441957	24910	24909	100
UCT30H	contig_2 [gcode=11] [topology=linear]	57651	lp25	lp28-4:::lp25	lp28-4	lp25	lp25		extra_annotation	REVIEW - primary differs from 10.2	100	1.2991968916410817	749	98.88847509095598	53.32604811711852	24910	24909	100
GCF_002151485.1_ASM215148v1_genomic	"NZ_CP019918.1 Borreliella burgdorferi strain PAbe plasmid p_cp32-5-1, complete sequence"	56632	cp32-1+5	cp32-1+5:::cp32-1	cp32-1	cp32-5+1	cp32-1+5		extra_annotation	KEEP	100	1.3013843763243396	737	98.47019534287936	99.99823421387202	61418	61417	100
ESI361H	contig_2 [gcode=11] [topology=linear]	56559	lp36	lp36:::lp28-4	lp36	lp28-4	lp36		extra_annotation	KEEP	100	1.287151470146219	728	97.45266997924398	48.927668452412526	29501	27753	94.1
URI102H	contig_2 [gcode=11] [topology=linear]	56558	lp28-2	lp28-2:::lp28-4	lp28-2	lp28-2	lp28-2		extra_annotation	KEEP	100	1.3508257010502491	764	99.97009171872922	53.20202270235864	29936	29864	99.8
UCT109H	contig_2 [gcode=11] [topology=linear]	56477	lp28-2	lp28-2:::lp28-4	lp28-2	lp28-2	lp28-2		extra_annotation	KEEP	100	1.3527630716929016	764	99.97008973080756	53.27478442551835	29936	29862	99.8
ESI425H	contig_4 [gcode=11] [topology=linear]	56468	lp36	lp36:::lp28-4	lp36	lp36	lp36		extra_annotation	KEEP	100	1.2892257561804916	728	98.60461718293396	45.68959410639654	36936	23784	64.4
UNY1128P	contig_4 [gcode=11] [topology=linear]	56412	lp25	lp28-4:::lp25	lp28-4	lp28-4	lp25		extra_annotation	REVIEW - primary differs from 10.2	100	1.3277316882932708	749	97.50631397	55.87463660214139	30096	30095	100
