assembly_id	contig_id	contig_len	old_call	new_call	resolved_call	override_call	category	action	plasmid_name_pf32	overall_percent_identity_pf32	query_coverage_percent_pf32	query_covered_length_pf32	plasmid_name_wp	overall_percent_identity_wp	query_coverage_percent_wp	ref_length_wp	ref_covered_length_wp	wp_ref_cov_pct
URI101H	contig_6 [gcode=11] [topology=linear]	32342	lp28-1	lp28-1*	lp28-1		annotation_suffix	KEEP	lp28-1	100.0	2.3529775524086327	761.0	lp28-1	95.96348541482747	97.95621792096964	28447.0	27827.0	97.8
URI89H	contig_6 [gcode=11] [topology=linear]	31871	lp28-1	lp28-1*	lp28-1		annotation_suffix	KEEP	lp28-1	100.0	2.387750619685608	761.0	lp28-1	95.5482948744129	92.69869160051456	28447.0	28446.0	100.0
URI39H	contig_6 [gcode=11] [topology=linear]	31809	lp28-1	lp28-1*	lp28-1		annotation_suffix	KEEP	lp28-1	100.0	2.3924046653462856	761.0	lp28-1	95.90977326340824	95.19004055456004	28447.0	27056.0	95.1
GCF_024662175.1_ASM2466217v1_genomic	NZ_CP094594.1 Borreliella burgdorferi strain B379 plasmid p36, complete sequence	31386	lp36	lp36*	lp36		annotation_suffix	KEEP	lp36	100.0	4.63901102402345	1456.0	lp36	99.72877187906842	99.99681386605494	31386.0	31385.0	100.0
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	NZ_CP161913.1 Borreliella burgdorferi strain PFhe_I plasmid lp28-3	30430	lp28-3	lp28-3*	lp28-3		annotation_suffix	KEEP	lp28-3	98.80478087649402	4.942490962865593	1504.0	lp28-3	93.10852840072025	59.93098915543871	28414.0	11494.0	40.5
UNY1032P	contig_11 [gcode=11] [topology=linear]	30086	lp28-1	lp28-1*	lp28-1		annotation_suffix	KEEP	lp28-1	100.0	2.5294156750648145	761.0	lp28-1	95.34158608786028	98.24503091138736	28447.0	28446.0	100.0
GCF_040790805.1_ASM4079080v1_genomic	NZ_CP161196.1 Borreliella burgdorferi strain B31 plasmid lp28-1, complete sequence	30068	lp28-1	lp28-1*	lp28-1		annotation_suffix	KEEP	lp28-1	100.0	2.5309298922442465	761.0	lp28-1	95.66065787028434	98.24065451642944	28447.0	28446.0	100.0
GCF_024662195.1_ASM2466219v1_genomic	NZ_CP094609.1 Borreliella burgdorferi strain B31-5A4 plasmid p28-1, complete sequence	28447	lp28-1	lp28-1*	lp28-1		annotation_suffix	KEEP	lp28-1	100.0	2.675150279467079	761.0	lp28-1	95.65876366785751	99.99648469082857	28447.0	28446.0	100.0
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019923.1 Borreliella burgdorferi strain PAbe plasmid p_lp28-1, complete sequence	28157	lp28-1	lp28-1*	lp28-1		annotation_suffix	KEEP	lp28-1	100.0	2.702702702702702	761.0	lp28-1	95.70085656213703	99.99644848527898	28157.0	28156.0	100.0
URI102H	contig_14 [gcode=11] [topology=linear]	27792	lp28-1	lp28-1*	lp28-1		annotation_suffix	KEEP	lp28-1	100.0	2.738198042602188	761.0	lp28-1	95.75266693006716	97.68278641335635	28447.0	26464.0	93.0
URI107H	contig_16 [gcode=11] [topology=linear]	26680	lp28-1	lp28-1*	lp28-1		annotation_suffix	KEEP	lp28-1	100.0	2.8523238380809595	761.0	lp28-1	95.8512338376606	97.66866566716642	28447.0	25713.0	90.4
URI87H	contig_16 [gcode=11] [topology=linear]	26671	lp28-1	lp28-1*	lp28-1		annotation_suffix	KEEP	lp28-1	100.0	2.8532863409695923	761.0	lp28-1	95.85600930580368	97.66787896966744	28447.0	25713.0	90.4
GCF_024662175.1_ASM2466217v1_genomic	NZ_CP094580.1 Borreliella burgdorferi strain B379 plasmid p26, complete sequence	26515	cp26	cp26*	cp26		annotation_suffix	KEEP	cp26	100.0	2.7531585894776542	730.0	cp26	98.24711561505016	99.99622854987744	26515.0	26514.0	100.0
URI120H	contig_19 [gcode=11] [topology=linear]	24037	lp28-1	lp28-1*	lp28-1		annotation_suffix	KEEP	lp28-1	100.0	3.165952489911387	761.0	lp28-1	96.46746900262536	98.70200108166576	28447.0	28288.0	99.4
URI40H	contig_18 [gcode=11] [topology=linear]	22212	lp17	lp17*	lp17		annotation_suffix	KEEP	lp17	100.0	6.528002881325409	1450.0	lp17	99.9681151498588	98.82495948136145	16928.0	16849.0	99.5
URI42H	contig_16 [gcode=11] [topology=linear]	22110	lp17	lp17*	lp17		annotation_suffix	KEEP	lp17	100.0	6.558118498417007	1450.0	lp17	99.96834011759384	99.9864314789688	16928.0	16927.0	100.0
URI91H	contig_21 [gcode=11] [topology=linear]	22110	lp17	lp17*	lp17		annotation_suffix	KEEP	lp17	100.0	6.558118498417007	1450.0	lp17	99.97738579828132	99.9864314789688	16928.0	16927.0	100.0
URI111H	contig_19 [gcode=11] [topology=linear]	22096	lp17	lp17*	lp17		annotation_suffix	KEEP	lp17	100.0	6.562273714699493	1450.0	lp17	99.96832005792903	99.9864228819696	16928.0	16927.0	100.0
URI89H	contig_20 [gcode=11] [topology=linear]	22075	lp17	lp17*	lp17		annotation_suffix	KEEP	lp17	100.0	6.5685164212910525	1450.0	lp17	99.94563986409966	99.98640996602492	16904.0	16903.0	100.0
UCT109H	contig_17 [gcode=11] [topology=linear]	22043	lp17	lp17*	lp17		annotation_suffix	KEEP	lp17	100.0	6.5780519892936535	1450.0	lp17	99.95409685563462	98.81595064192716	16904.0	16825.0	99.5
UCT31H	contig_20 [gcode=11] [topology=linear]	21959	lp17	lp17*	lp17		annotation_suffix	KEEP	lp17	100.0	6.603215082654038	1450.0	lp17	99.98178423425476	99.98633817569106	16928.0	16927.0	100.0
URI102H	contig_16 [gcode=11] [topology=linear]	21941	lp17	lp17*	lp17		annotation_suffix	KEEP	lp17	100.0	6.608632241009982	1450.0	lp17	99.95442322592407	99.98632696777722	16904.0	16903.0	100.0
URI87H	contig_19 [gcode=11] [topology=linear]	21941	lp17	lp17*	lp17		annotation_suffix	KEEP	lp17	100.0	6.608632241009982	1450.0	lp17	99.95442322592407	99.98632696777722	16904.0	16903.0	100.0
URI107H	contig_19 [gcode=11] [topology=linear]	21938	lp17	lp17*	lp17		annotation_suffix	KEEP	lp17	100.0	6.609535964992251	1450.0	lp17	99.95441699334488	99.98632509800346	16904.0	16903.0	100.0
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019762.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp28-1	21891	lp28-1	lp28-1*	lp28-1		annotation_suffix	KEEP	lp28-1	100.0	3.476314467132612	761.0	lp28-1	95.08661758336945	99.99543191265818	21891.0	21890.0	100.0
URI88H	contig_17 [gcode=11] [topology=linear]	21662	lp17	lp17*	lp17		annotation_suffix	KEEP	lp17	100.0	6.693749422952636	1450.0	lp17	99.97693088493126	99.76918105438094	17849.0	17848.0	100.0
URI47H	contig_16 [gcode=11] [topology=linear]	21620	lp17	lp17*	lp17		annotation_suffix	KEEP	lp17	100.0	6.706753006475486	1450.0	lp17	99.98632759092152	99.99537465309898	17965.0	17952.0	99.9
URI120H	contig_21 [gcode=11] [topology=linear]	21582	lp17	lp17*	lp17		annotation_suffix	KEEP	lp17	100.0	6.718561764433324	1450.0	lp17	99.96756556389585	99.98609952738391	16928.0	16927.0	100.0
UCT32H	contig_18 [gcode=11] [topology=linear]	21572	lp17	lp17*	lp17		annotation_suffix	KEEP	lp17	100.0	6.721676246986835	1450.0	lp17	99.88879621907144	99.93973669571668	17944.0	17942.0	100.0
URI103H	contig_15 [gcode=11] [topology=linear]	21567	lp17	lp17*	lp17		annotation_suffix	KEEP	lp17	100.0	6.723234571335837	1450.0	lp17	99.97247075017206	99.99072657300503	17944.0	17887.0	99.7
URI86H	contig_12 [gcode=11] [topology=linear]	21563	lp17	lp17*	lp17		annotation_suffix	KEEP	lp17	100.0	6.7244817511478	1450.0	lp17	100.0	99.99536242637852	17965.0	17960.0	100.0
URI112H	contig_13 [gcode=11] [topology=linear]	21546	lp17	lp17*	lp17		annotation_suffix	KEEP	lp17	100.0	6.729787431541817	1450.0	lp17	99.9678825418674	99.99071753457716	17944.0	17943.0	100.0
URI44H	contig_15 [gcode=11] [topology=linear]	21544	lp17	lp17*	lp17		annotation_suffix	KEEP	lp17	100.0	6.730412179725214	1450.0	lp17	100.0	99.99535833642776	17965.0	17945.0	99.9
UCT30H	contig_14 [gcode=11] [topology=linear]	21483	lp17	lp17*	lp17		annotation_suffix	KEEP	lp17	100.0	6.749522878555137	1450.0	lp17	99.9862416876863	99.99534515663548	17965.0	17957.0	100.0
UCT110H	contig_14 [gcode=11] [topology=linear]	21482	lp17	lp17*	lp17		annotation_suffix	KEEP	lp17	100.0	6.749837072898241	1450.0	lp17	99.98624105668684	99.99534493994972	17965.0	17945.0	99.9
URI46H	contig_13 [gcode=11] [topology=linear]	21420	lp17	lp17*	lp17		annotation_suffix	KEEP	lp17	100.0	6.76937441643324	1450.0	lp17	99.98614830547604	99.9953314659197	17965.0	17962.0	100.0
URI117H	contig_15 [gcode=11] [topology=linear]	20991	lp17	lp17*	lp17		annotation_suffix	KEEP	lp17	100.0	6.907722357200704	1450.0	lp17	99.9859379394394	99.99523605354676	17965.0	17463.0	97.2
UCT96H	contig_18 [gcode=11] [topology=linear]	20525	lp17	lp17*	lp17		annotation_suffix	KEEP	lp17	100.0	7.064555420219245	1450.0	lp17	99.95842428022034	93.13032886723508	16517.0	15440.0	93.5
UCT124H	contig_20 [gcode=11] [topology=linear]	18735	lp17	lp17*	lp17		annotation_suffix	KEEP	lp17	100.0	7.73952495329597	1450.0	lp17	99.94704231319176	99.98932479316788	16517.0	15081.0	91.3
URI39H	contig_20 [gcode=11] [topology=linear]	17931	lp17	lp17*	lp17		annotation_suffix	KEEP	lp17	100.0	8.086554012603871	1450.0	lp17	99.97769226479282	99.98884613239642	16928.0	14306.0	84.5
URI56H	contig_7 [gcode=11] [topology=linear]	16377	lp17	lp17*	lp17		annotation_suffix	KEEP	lp17	100.0	8.85388044208341	1450.0	lp17	99.85919804101624	99.7313305245161	15386.0	12711.0	82.6
URI36H	contig_20 [gcode=11] [topology=linear]	16368	lp17	lp17*	lp17		annotation_suffix	KEEP	lp17	100.0	8.858748778103617	1450.0	lp17	99.98774960186206	99.73118279569891	15386.0	12711.0	82.6
URI56H	contig_12 [gcode=11] [topology=linear]	8780	chromosome	lp21	chromosome		different	OVERRIDE - chromosome paralog bug					lp21	98.61361181130717	99.97722095671982	18777.0	5541.0	29.5
URI40H	contig_21 [gcode=11] [topology=linear]	6295	cp9-3	lp21-cp9	cp9-3		different	REVIEW					lp21-cp9	97.52763819095478	99.98411437648927	24387.0	9573.0	39.3
GCF_040790765.1_ASM4079076v1_genomic	NZ_CP161125.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp5, complete sequence	4753	chromosome	lp5	chromosome		different	OVERRIDE - chromosome paralog bug					lp5	97.982158028887	98.63244266778877	5252.0	4703.0	89.5
UCT110H	contig_19 [gcode=11] [topology=linear]	4449	chromosome	lp21	chromosome		different	OVERRIDE - chromosome paralog bug					lp21	98.26969826969828	99.39312204989884	18777.0	6775.0	36.1
URI117H	contig_25 [gcode=11] [topology=linear]	4113	chromosome	lp21	chromosome		different	OVERRIDE - chromosome paralog bug					lp21	98.87612997801124	87.77048383175298	18777.0	4088.0	21.8
UCT113H	contig_17 [gcode=11] [topology=linear]	3168	chromosome	lp21-cp9	chromosome		different	OVERRIDE - chromosome paralog bug					lp21-cp9	99.93678887484198	99.81060606060606	24387.0	1581.0	6.5
URI101H	contig_22 [gcode=11] [topology=linear]	1025	lp56	lp36	lp56		different	REVIEW					lp36	98.6328125	99.70731707317071	30210.0	545.0	1.8
URI101H	contig_23 [gcode=11] [topology=linear]	1007	lp28-4	lp17	lp28-4		different	REVIEW					lp17	94.80840543881337	99.90069513406156	17266.0	1611.0	9.3
URI93H	contig_18 [gcode=11] [topology=linear]	1007	lp28-4	lp17	lp28-4		different	REVIEW					lp17	94.80840543881337	99.90069513406156	17266.0	1611.0	9.3
UCT29H	contig_22 [gcode=11] [topology=linear]	1005	lp28-4	lp17	lp28-4		different	REVIEW					lp17	94.8019801980198	99.9004975124378	17266.0	1611.0	9.3
UCT110H	contig_27 [gcode=11] [topology=linear]	1000	lp36	lp28-3	lp36		different	REVIEW					lp28-3	99.0	99.8	28797.0	498.0	1.7
URI46H	contig_27 [gcode=11] [topology=linear]	1000	lp36	lp28-3	lp36		different	REVIEW					lp28-3	99.0	99.8	28797.0	498.0	1.7
URI47H	contig_21 [gcode=11] [topology=linear]	1000	lp36	lp28-3	lp36		different	REVIEW					lp28-3	99.0	99.8	28797.0	498.0	1.7
UNY1085P	contig_1 [gcode=11] [topology=linear]	903386	chromosome	chromosome	chromosome		exact_match	REVIEW - pf32/wp family conflict	lp54	99.72527472527472	0.120767866670504	1091.0	chromosome	99.47449442322852	99.95372963495116	902191.0	902190.0	100.0
UNY172P	contig_1 [gcode=11] [topology=linear]	903384	chromosome	chromosome	chromosome		exact_match	REVIEW - pf32/wp family conflict	lp54	99.72527472527472	0.1207681340382384	1091.0	chromosome	99.47449326920965	99.95372953251332	902191.0	902190.0	100.0
UWI283P	contig_1 [gcode=11] [topology=linear]	903355	chromosome	chromosome	chromosome		exact_match	REVIEW - pf32/wp family conflict	lp54	99.72527472527472	0.1207720110034261	1091.0	chromosome	99.39477874581476	99.9522889672388	907764.0	902983.0	99.5
XYZ459H	contig_1 [gcode=11] [topology=linear]	903233	chromosome	chromosome	chromosome		exact_match	REVIEW - pf32/wp family conflict	lp54	99.72527472527472	0.1207883237215646	1091.0	chromosome	99.4743326759289	99.96080745499776	902191.0	902100.0	100.0
ESI425H	contig_2 [gcode=11] [topology=linear]	342816	chromosome	chromosome	chromosome		exact_match	REVIEW - pf32/wp family conflict	lp56	100.0	0.2823672173994212	968.0	chromosome	99.59335394216718	99.99970829832914	908512.0	342826.0	37.7
ESI425H	contig_3 [gcode=11] [topology=linear]	108461	chromosome	chromosome	chromosome		exact_match	REVIEW - pf32/wp family conflict	lp54	100.0	0.6905708042522196	749.0	chromosome	99.78333625291576	99.99907800960716	908512.0	108460.0	11.9
URI41H	contig_2 [gcode=11] [topology=linear]	60093	lp56	lp56	lp56		exact_match	REVIEW - lp56/cp32 conflict	lp56	100.0	1.2513936731399664	752.0	cp32-3	96.7912831110276	88.08679879520078	30418.0	30223.0	99.4
URI112H	contig_4 [gcode=11] [topology=linear]	44674	lp38	lp38	lp38		exact_match	REVIEW - pf32/wp family conflict	lp38	100.0	1.6430138335497158	734.0	lp28-5	99.02411855869818	58.188207906164656	27342.0	25999.0	95.1
UNY1085P	contig_16 [gcode=11] [topology=linear]	35946	lp36	lp36	lp36		exact_match	REVIEW - pf32/wp family conflict	lp36	100.0	2.075335225059812	746.0	lp17	88.2051282051282	10.245924442218884	18110.0	3636.0	20.1
UWI283P	contig_15 [gcode=11] [topology=linear]	35937	lp36	lp36	lp36		exact_match	REVIEW - pf32/wp family conflict	lp36	100.0	2.075854968416952	746.0	lp17	88.17813765182187	10.24849041377967	18110.0	3636.0	20.1
UNY172P	contig_14 [gcode=11] [topology=linear]	35925	lp36	lp36	lp36		exact_match	REVIEW - pf32/wp family conflict	lp36	100.0	2.0765483646485734	746.0	lp17	88.2051282051282	10.251913709116216	18110.0	3636.0	20.1
UCT30H	contig_6 [gcode=11] [topology=linear]	34559	chromosome	chromosome	chromosome		exact_match	OVERRIDE - chromosome paralog bug	chromosome	100.0	2.271477762666744	785.0	lp21-cp9	97.16457776864598	57.4582597876096	24387.0	23823.0	97.7
XYZ459H	contig_2 [gcode=11] [topology=linear]	32754	lp36	lp36	lp36		exact_match	REVIEW - pf32/wp family conflict	lp36	100.0	2.277584417170422	746.0	lp17	88.2051282051282	11.24442816144593	18110.0	3636.0	20.1
URI33H	contig_6 [gcode=11] [topology=linear]	30965	chromosome	chromosome	chromosome		exact_match	OVERRIDE - chromosome paralog bug	chromosome	100.0	2.53512029710964	785.0	lp21-cp9	96.70028877605486	86.50088809946715	24387.0	24277.0	99.5
URI111H	contig_9 [gcode=11] [topology=linear]	30763	chromosome	chromosome	chromosome		exact_match	OVERRIDE - chromosome paralog bug	chromosome	100.0	2.5517667327633844	785.0	lp21-cp9	96.65006790402896	85.8921431589897	24387.0	23295.0	95.5
UCT31H	contig_12 [gcode=11] [topology=linear]	30338	chromosome	chromosome	chromosome		exact_match	OVERRIDE - chromosome paralog bug	chromosome	100.0	2.587514008833806	785.0	lp21-cp9	96.6538269689076	86.0834596875206	24387.0	23295.0	95.5
URI48H	contig_10 [gcode=11] [topology=linear]	30219	lp56	lp56	lp56		exact_match	REVIEW - lp56/cp32 conflict	lp56	99.601593625498	2.488500612197624	752.0	cp32-1+5	93.6787707301737	91.7270591349813	60739.0	50671.0	83.4
UNY990P	contig_5 [gcode=11] [topology=linear]	30213	lp56	lp56	lp56		exact_match	REVIEW - lp56/cp32 conflict	lp56	99.601593625498	2.488994803561381	752.0	cp32-1+5	93.69595975475556	91.72541621156456	60739.0	50671.0	83.4
URI33H	contig_11 [gcode=11] [topology=linear]	30208	lp56	lp56	lp56		exact_match	REVIEW - lp56/cp32 conflict	lp56	99.601593625498	2.489406779661017	752.0	cp32-1+5	93.82410192886216	91.7240466101695	60739.0	50650.0	83.4
URI41H	contig_11 [gcode=11] [topology=linear]	30141	chromosome	chromosome	chromosome		exact_match	OVERRIDE - chromosome paralog bug	chromosome	100.0	2.6044258651006933	785.0	lp21-cp9	96.63318813639265	85.60100859294649	24387.0	23295.0	95.5
URI88H	contig_14 [gcode=11] [topology=linear]	29970	chromosome	chromosome	chromosome		exact_match	OVERRIDE - chromosome paralog bug	chromosome	100.0	2.6192859526192858	785.0	lp21-cp9	96.53548696187804	85.52552552552552	24387.0	24321.0	99.7
URI39H	contig_14 [gcode=11] [topology=linear]	29953	chromosome	chromosome	chromosome		exact_match	OVERRIDE - chromosome paralog bug	chromosome	100.0	2.620772543651721	785.0	lp21-cp9	96.64678135405106	85.51397188929323	24387.0	23295.0	95.5
UWI263P	contig_3 [gcode=11] [topology=linear]	29792	lp56	lp56	lp56		exact_match	REVIEW - lp56/cp32 conflict	lp56	99.601593625498	2.524167561761547	752.0	cp32-10	94.82637424434137	94.31055316863588	30314.0	28090.0	92.7
UCT29H	contig_15 [gcode=11] [topology=linear]	29761	chromosome	chromosome	chromosome		exact_match	OVERRIDE - chromosome paralog bug	chromosome	100.0	2.6376801854776386	785.0	lp21-cp9	96.37732396123612	85.41715668156313	24387.0	23295.0	95.5
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077731.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_cp30-3, complete sequence	29645	lp56	lp56	lp56		exact_match	REVIEW - lp56/cp32 conflict	lp56	99.601593625498	2.5366840951256537	752.0	cp32-1	93.97116644823068	86.61831674818687	30883.0	26595.0	86.1
ESI425H	contig_8 [gcode=11] [topology=linear]	29638	lp56	lp56	lp56		exact_match	REVIEW - lp56/cp32 conflict	lp56	99.601593625498	2.537283217491059	752.0	cp32-1	94.243271847596	85.84587354072475	30883.0	26353.0	85.3
ESI361H	contig_4 [gcode=11] [topology=linear]	29589	lp56	lp56	lp56		exact_match	REVIEW - lp56/cp32 conflict	lp56	99.601593625498	2.541485011321775	752.0	cp32-11	95.18331276621154	84.56858967859677	30648.0	25053.0	81.7
URI101H	contig_16 [gcode=11] [topology=linear]	29020	chromosome	chromosome	chromosome		exact_match	OVERRIDE - chromosome paralog bug	chromosome	100.0	2.705031013094417	785.0	lp21-cp9	96.49512785024255	85.0447966919366	24387.0	22743.0	93.3
URI93H	contig_15 [gcode=11] [topology=linear]	28843	chromosome	chromosome	chromosome		exact_match	OVERRIDE - chromosome paralog bug	chromosome	100.0	2.7216308983115485	785.0	lp21-cp9	96.38848511186706	70.89761813958326	24387.0	17941.0	73.6
GCF_040790715.1_ASM4079071v1_genomic	NZ_CP161152.1 Borreliella burgdorferi strain GMT-0122 plasmid lp21, complete sequence	27454	chromosome	chromosome	chromosome		exact_match	OVERRIDE - chromosome paralog bug	chromosome	100.0	2.859328331026444	785.0	lp21-cp9	96.62599295716976	99.99635754352737	24387.0	24386.0	100.0
URI120H	contig_17 [gcode=11] [topology=linear]	26324	chromosome	chromosome	chromosome		exact_match	OVERRIDE - chromosome paralog bug	chromosome	100.0	2.9820695942865827	785.0	lp21-cp9	96.57725098773132	99.9962011852302	24387.0	23260.0	95.4
B500P	contig_11 [gcode=11] [topology=linear]	24387	chromosome	chromosome	chromosome		exact_match	OVERRIDE - chromosome paralog bug	chromosome	100.0	3.21892811743962	785.0	lp21-cp9	96.72218111764133	99.99589945462746	24387.0	24386.0	100.0
URI89H	contig_19 [gcode=11] [topology=linear]	23058	chromosome	chromosome	chromosome		exact_match	OVERRIDE - chromosome paralog bug	chromosome	100.0	3.4044583224911094	785.0	lp21-cp9	98.04018990835816	99.99132622083442	24387.0	23295.0	95.5
UNY1128P	contig_13 [gcode=11] [topology=linear]	20737	lp56	lp56	lp56		exact_match	REVIEW - lp56/cp32 conflict	lp56	100.0	3.626368327144717	752.0	cp32-10	99.97588850846311	99.99517770169264	30314.0	20736.0	68.4
UCT35H	contig_10 [gcode=11] [topology=linear]	18631	lp32-3	lp32-3	lp32-3		exact_match	REVIEW - pf32/wp family conflict	lp32-3	100.0	3.8108528796092536	710.0	cp32-3+10	80.95	35.26380763244056	48168.0	9787.0	20.3
UNY1083P	contig_16 [gcode=11] [topology=linear]	15152	lp56	lp56	lp56		exact_match	REVIEW - lp56/cp32 conflict	lp56	100.0	4.963041182682154	752.0	cp32-10	100.0	99.99340021119323	30314.0	15151.0	50.0
URI56H	contig_25 [gcode=11] [topology=linear]	3150	chromosome	chromosome	chromosome		exact_match	OVERRIDE - chromosome paralog bug	chromosome	100.0	24.92063492063492	785.0	lp21	96.44781969622734	99.93650793650794	18777.0	7409.0	39.5
UCT113H	contig_23 [gcode=11] [topology=linear]	1107	chromosome	chromosome	chromosome		exact_match	OVERRIDE - chromosome paralog bug	chromosome	99.21259842519686	68.74435411020777	761.0	lp21	99.6386630532972	99.9096657633243	18777.0	1106.0	5.9
UCT35H	contig_2 [gcode=11] [topology=linear]	88152	lp28-3	lp28-3:::lp28-4	lp28-3		extra_annotation	KEEP	lp28-4	100.0	0.8496687539704147	749.0	lp25	97.823028684518	42.82262455758236	24910.0	24909.0	100.0
URI103H	contig_2 [gcode=11] [topology=linear]	86873	lp28-3	lp28-3:::lp36	lp28-3		extra_annotation	KEEP	lp28-3	100.0	0.8656314389971567	752.0	lp28-5	99.14585066820628	42.750912251217294	27673.0	27672.0	100.0
URI86H	contig_2 [gcode=11] [topology=linear]	86452	lp28-3	lp28-4:::lp28-3	lp28-3		extra_annotation	REVIEW - primary differs from 10.2	lp28-4	100.0	0.8663767177161894	749.0	lp28-5	98.8072535046338	43.97353444686068	27673.0	27672.0	100.0
URI47H	contig_2 [gcode=11] [topology=linear]	83849	lp28-3	lp28-3:::lp36	lp28-3		extra_annotation	KEEP	lp28-3	100.0	0.8968502904029862	752.0	lp28-5	99.14585066820628	44.29271666925067	27673.0	27672.0	100.0
UCT29H	contig_2 [gcode=11] [topology=linear]	75871	lp38	lp38:::lp36	lp38		extra_annotation	KEEP	lp38	100.0	0.9674315614661728	734.0	lp36	97.75562819391372	48.56269193763098	36846.0	36845.0	100.0
UCT50H	contig_2 [gcode=11] [topology=linear]	66334	lp28-2	lp28-4:::lp28-2	lp28-2		extra_annotation	REVIEW - primary differs from 10.2	lp28-2	100.0	1.1517472186209183	764.0	lp28-4	97.65462847654628	51.11104411010945	29501.0	29500.0	100.0
URI46H	contig_2 [gcode=11] [topology=linear]	64384	chromosome	chromosome:::lp28-5	chromosome		extra_annotation	KEEP	chromosome	100.0	1.2192470178926442	785.0	lp28-5	99.80532911546418	51.141587972167	27673.0	27672.0	100.0
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019921.1 Borreliella burgdorferi strain PAbe plasmid p_cp32-9-4, complete sequence	62238	cp32-4	cp32-9:::cp32-4	cp32-4		extra_annotation	REVIEW - primary differs from 10.2	cp32-9	100.0	1.1938044281628586	743.0	cp32-9-4	97.67474036474322	99.99839326456504	62238.0	62237.0	100.0
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019756.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-1_1, complete sequence	61418	cp32-1+5	cp32-1+5:::cp32-1	cp32-1+5		extra_annotation	KEEP	cp32-1	100.0	1.1999739490051775	737.0	cp32-5+1	98.60510507984048	99.9983718128236	61418.0	61417.0	100.0
ESI26H	contig_2 [gcode=11] [topology=linear]	61321	cp32-1+5	cp32-1+5:::cp32-12	cp32-1+5		extra_annotation	KEEP	cp32-1+5	100.0	1.255687284943168	770.0	cp32-12	96.769891075734	95.15500399536865	31433.0	31432.0	100.0
URI88H	contig_2 [gcode=11] [topology=linear]	59619	lp25	lp28-4:::lp25	lp25		extra_annotation	REVIEW - primary differs from 10.2	lp28-4	100.0	1.2563109075965715	749.0	lp25	98.49770519799338	55.84461329441957	24910.0	24909.0	100.0
