assembly_id	contig_id	contig_len	old_call	new_call	category	resolved_call
B500P	contig_16 [gcode=11] [topology=linear]	30208	lp36	lp36	exact_match	lp36
B500P	contig_17 [gcode=11] [topology=linear]	38930	lp38	lp38	exact_match	lp38
B500P	contig_18 [gcode=11] [topology=linear]	53758	lp54	lp54	exact_match	lp54
B500P	contig_19 [gcode=11] [topology=linear]	27715	lp56	lp56	exact_match	lp56
B500P	contig_2 [gcode=11] [topology=linear]	26512	cp26	cp26	exact_match	cp26
B500P	contig_3 [gcode=11] [topology=linear]	30189	cp32-10	cp32-10	exact_match	cp32-10
B500P	contig_4 [gcode=11] [topology=linear]	30176	cp32-11	cp32-11	exact_match	cp32-11
B500P	contig_5 [gcode=11] [topology=linear]	29890	cp32-8	cp32-8	exact_match	cp32-8
B500P	contig_6 [gcode=11] [topology=linear]	30617	cp32-4	cp32-4	exact_match	cp32-4
B500P	contig_7 [gcode=11] [topology=linear]	18340	cp32-5	cp32-5	exact_match	cp32-5
B500P	contig_8 [gcode=11] [topology=linear]	30008	cp32-6	cp32-6	exact_match	cp32-6
B500P	contig_9 [gcode=11] [topology=linear]	30054	cp32-7	cp32-7	exact_match	cp32-7
ESI26H	contig_1 [gcode=11] [topology=linear]	910396	chromosome	chromosome	exact_match	chromosome
ESI26H	contig_10 [gcode=11] [topology=linear]	24163	lp17	lp17	exact_match	lp17
ESI26H	contig_11 [gcode=11] [topology=linear]	18933	cp32-9	cp32-9	exact_match	cp32-9
ESI26H	contig_12 [gcode=11] [topology=linear]	11699	cp32-1	cp32-1	exact_match	cp32-1
ESI26H	contig_13 [gcode=11] [topology=linear]	3042	lp54	lp54	exact_match	lp54
ESI26H	contig_14 [gcode=11] [topology=linear]	2402	cp32-5	cp32-5	exact_match	cp32-5
ESI26H	contig_15 [gcode=11] [topology=linear]	1297	cp32-9-4	cp32-9-4	exact_match	cp32-9-4
ESI26H	contig_16 [gcode=11] [topology=linear]	1254	cp32-9	cp32-9	exact_match	cp32-9
ESI26H	contig_17 [gcode=11] [topology=linear]	1083	cp32-5	cp32-5	exact_match	cp32-5
ESI26H	contig_18 [gcode=11] [topology=linear]	1081	cp32-3	cp32-3	exact_match	cp32-3
ESI26H	contig_19 [gcode=11] [topology=linear]	1044	cp32-9	cp32-9	exact_match	cp32-9
ESI26H	contig_2 [gcode=11] [topology=linear]	61321	cp32-1+5	cp32-1+5	exact_match	cp32-1+5
ESI26H	contig_3 [gcode=11] [topology=linear]	51152	lp28-9	lp28-9	exact_match	lp28-9
ESI26H	contig_4 [gcode=11] [topology=linear]	34728	lp36	lp36	exact_match	lp36
ESI26H	contig_5 [gcode=11] [topology=linear]	30286	cp32-6	cp32-6	exact_match	cp32-6
ESI26H	contig_6 [gcode=11] [topology=linear]	27753	cp32-3+10	cp32-3+10	exact_match	cp32-3+10
ESI26H	contig_7 [gcode=11] [topology=linear]	26979	lp28-3	lp28-3	exact_match	lp28-3
ESI26H	contig_8 [gcode=11] [topology=linear]	26691	lp28-4	lp28-4	exact_match	lp28-4
ESI26H	contig_9 [gcode=11] [topology=linear]	26508	cp26	cp26	exact_match	cp26
ESI361H	contig_1 [gcode=11] [topology=linear]	909934	chromosome	chromosome	exact_match	chromosome
ESI361H	contig_10 [gcode=11] [topology=linear]	3866	cp32-7	cp32-7	exact_match	cp32-7
ESI361H	contig_11 [gcode=11] [topology=linear]	3395	cp32-4	cp32-4	exact_match	cp32-4
ESI361H	contig_2 [gcode=11] [topology=linear]	56559	lp36	lp36	exact_match	lp36
ESI361H	contig_3 [gcode=11] [topology=linear]	52615	lp54	lp54	exact_match	lp54
ESI361H	contig_4 [gcode=11] [topology=linear]	29589	lp56	lp56	exact_match	lp56
ESI361H	contig_5 [gcode=11] [topology=linear]	28638	cp32-1+5	cp32-1+5	exact_match	cp32-1+5
ESI361H	contig_6 [gcode=11] [topology=linear]	28079	cp32-11	cp32-11	exact_match	cp32-11
ESI361H	contig_7 [gcode=11] [topology=linear]	26516	cp26	cp26	exact_match	cp26
ESI361H	contig_8 [gcode=11] [topology=linear]	24840	lp25	lp25	exact_match	lp25
ESI361H	contig_9 [gcode=11] [topology=linear]	18047	lp17	lp17	exact_match	lp17
ESI403H	contig_1 [gcode=11] [topology=linear]	910442	chromosome	chromosome	exact_match	chromosome
ESI403H	contig_10 [gcode=11] [topology=linear]	29808	lp28-2	lp28-2	exact_match	lp28-2
ESI403H	contig_11 [gcode=11] [topology=linear]	26514	cp26	cp26	exact_match	cp26
ESI403H	contig_12 [gcode=11] [topology=linear]	25492	lp28-4	lp28-4	exact_match	lp28-4
ESI403H	contig_13 [gcode=11] [topology=linear]	24417	lp25	lp25	exact_match	lp25
ESI403H	contig_14 [gcode=11] [topology=linear]	23639	cp32-7	cp32-7	exact_match	cp32-7
ESI403H	contig_15 [gcode=11] [topology=linear]	11798	lp28-1	lp28-1	exact_match	lp28-1
ESI403H	contig_16 [gcode=11] [topology=linear]	9095	cp9	cp9	exact_match	cp9
ESI403H	contig_17 [gcode=11] [topology=linear]	3518	lp28-1	lp28-1	exact_match	lp28-1
ESI403H	contig_18 [gcode=11] [topology=linear]	3457	lp28-1	lp28-1	exact_match	lp28-1
ESI403H	contig_19 [gcode=11] [topology=linear]	2179	cp32-11	cp32-11	exact_match	cp32-11
ESI403H	contig_2 [gcode=11] [topology=linear]	53787	lp54	lp54	exact_match	lp54
ESI403H	contig_20 [gcode=11] [topology=linear]	1194	cp32-3	cp32-3	exact_match	cp32-3
ESI403H	contig_3 [gcode=11] [topology=linear]	50015	lp17	lp17	exact_match	lp17
ESI403H	contig_4 [gcode=11] [topology=linear]	33222	lp36	lp36	exact_match	lp36
ESI403H	contig_5 [gcode=11] [topology=linear]	30699	cp32-1+5	cp32-1+5	exact_match	cp32-1+5
ESI403H	contig_6 [gcode=11] [topology=linear]	30474	cp32-9	cp32-9	exact_match	cp32-9
ESI403H	contig_7 [gcode=11] [topology=linear]	30313	cp32-1	cp32-1	exact_match	cp32-1
ESI403H	contig_8 [gcode=11] [topology=linear]	30286	cp32-6	cp32-6	exact_match	cp32-6
ESI403H	contig_9 [gcode=11] [topology=linear]	30271	cp32-12	cp32-12	exact_match	cp32-12
ESI425H	contig_1 [gcode=11] [topology=linear]	434789	chromosome	chromosome	exact_match	chromosome
ESI425H	contig_10 [gcode=11] [topology=linear]	27761	lp28-5	lp28-5	exact_match	lp28-5
ESI425H	contig_11 [gcode=11] [topology=linear]	26516	cp26	cp26	exact_match	cp26
ESI425H	contig_12 [gcode=11] [topology=linear]	26135	lp28-8	lp28-8	exact_match	lp28-8
ESI425H	contig_13 [gcode=11] [topology=linear]	24817	lp25	lp25	exact_match	lp25
ESI425H	contig_14 [gcode=11] [topology=linear]	17472	chromosome	chromosome	exact_match	chromosome
ESI425H	contig_15 [gcode=11] [topology=linear]	14457	lp17	lp17	exact_match	lp17
ESI425H	contig_16 [gcode=11] [topology=linear]	3636	lp17	lp17	exact_match	lp17
ESI425H	contig_17 [gcode=11] [topology=linear]	3119	chromosome	chromosome	exact_match	chromosome
ESI425H	contig_2 [gcode=11] [topology=linear]	342816	chromosome	chromosome	exact_match	chromosome
ESI425H	contig_3 [gcode=11] [topology=linear]	108461	chromosome	chromosome	exact_match	chromosome
ESI425H	contig_4 [gcode=11] [topology=linear]	56468	lp36	lp36	exact_match	lp36
ESI425H	contig_5 [gcode=11] [topology=linear]	52616	lp54	lp54	exact_match	lp54
ESI425H	contig_6 [gcode=11] [topology=linear]	30871	cp32-9	cp32-9	exact_match	cp32-9
ESI425H	contig_7 [gcode=11] [topology=linear]	30428	cp32-7	cp32-7	exact_match	cp32-7
ESI425H	contig_8 [gcode=11] [topology=linear]	29638	lp56	lp56	exact_match	lp56
ESI425H	contig_9 [gcode=11] [topology=linear]	28483	cp32-1+5	cp32-1+5	exact_match	cp32-1+5
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019844.1 Borreliella burgdorferi strain PAli chromosome, complete genome	909921	chromosome	chromosome	exact_match	chromosome
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019845.1 Borreliella burgdorferi isolate yes plasmid cp26, complete sequence	26498	cp26	cp26	exact_match	cp26
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019846.1 Borreliella burgdorferi isolate yes plasmid cp32-1, complete sequence	30726	cp32-1	cp32-1	exact_match	cp32-1
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019847.1 Borreliella burgdorferi isolate yes plasmid cp32-3, complete sequence	30418	cp32-3	cp32-3	exact_match	cp32-3
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019848.1 Borreliella burgdorferi isolate yes plasmid cp32-4, complete sequence	30299	cp32-4	cp32-4	exact_match	cp32-4
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019849.1 Borreliella burgdorferi isolate yes plasmid cp32-5, complete sequence	30674	cp32-1+5	cp32-1+5	exact_match	cp32-1+5
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019850.1 Borreliella burgdorferi isolate yes plasmid cp32-9, complete sequence	30580	cp32-9	cp32-9	exact_match	cp32-9
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019851.1 Borreliella burgdorferi isolate yes plasmid lp17, complete sequence	16820	lp17	lp17	exact_match	lp17
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019852.1 Borreliella burgdorferi isolate yes plasmid lp36, complete sequence	36714	lp36	lp36	exact_match	lp36
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019853.1 Borreliella burgdorferi isolate yes plasmid lp38, complete sequence	38841	lp38	lp38	exact_match	lp38
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019854.1 Borreliella burgdorferi isolate yes plasmid lp54, complete sequence	53650	lp54	lp54	exact_match	lp54
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019855.1 Borreliella burgdorferi isolate yes plasmid lp56, complete sequence	52971	lp56	lp56	exact_match	lp56
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019916.1 Borreliella burgdorferi strain PAbe chromosome, complete genome	910728	chromosome	chromosome	exact_match	chromosome
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019917.1 Borreliella burgdorferi strain PAbe plasmid p_cp26, complete sequence	26498	cp26	cp26	exact_match	cp26
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019918.1 Borreliella burgdorferi strain PAbe plasmid p_cp32-5-1, complete sequence	56632	cp32-1+5	cp32-1+5	exact_match	cp32-1+5
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019919.1 Borreliella burgdorferi strain PAbe plasmid p_cp32-2, complete sequence	31245	cp32-7	cp32-7	exact_match	cp32-7
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019920.1 Borreliella burgdorferi strain PAbe plasmid p_cp32-3, complete sequence	25789	cp32-3	cp32-3	exact_match	cp32-3
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019921.1 Borreliella burgdorferi strain PAbe plasmid p_cp32-9-4, complete sequence	62238	cp32-4	cp32-4	exact_match	cp32-4
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019922.1 Borreliella burgdorferi strain PAbe plasmid p_lp17, complete sequence	16800	lp17	lp17	exact_match	lp17
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019923.1 Borreliella burgdorferi strain PAbe plasmid p_lp28-1, complete sequence	28157	lp28-1	lp28-1	exact_match	lp28-1
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019924.1 Borreliella burgdorferi strain PAbe plasmid p_lp36, complete sequence	36846	lp36	lp36	exact_match	lp36
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019925.1 Borreliella burgdorferi strain PAbe plasmid p_lp54, complete sequence	53650	lp54	lp54	exact_match	lp54
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019926.1 Borreliella burgdorferi strain PAbe plasmid p_lp56, complete sequence	52971	lp56	lp56	exact_match	lp56
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019755.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp26, complete sequence	26498	cp26	cp26	exact_match	cp26
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019756.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-1_1, complete sequence	61418	cp32-1+5	cp32-1+5	exact_match	cp32-1+5
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019757.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-2, complete sequence	31245	cp32-7	cp32-7	exact_match	cp32-7
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019758.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-3, complete sequence	30222	cp32-3	cp32-3	exact_match	cp32-3
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019759.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-4, complete sequence	30300	cp32-4	cp32-4	exact_match	cp32-4
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019760.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-9, complete sequence	30651	cp32-9	cp32-9	exact_match	cp32-9
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019761.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp17, complete sequence	16821	lp17	lp17	exact_match	lp17
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019762.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp28-1	21891	lp28-1	lp28-1	exact_match	lp28-1
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019763.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp36, complete sequence	36780	lp36	lp36	exact_match	lp36
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019764.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp38, complete sequence	38834	lp38	lp38	exact_match	lp38
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019765.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp54, complete sequence	53650	lp54	lp54	exact_match	lp54
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019766.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp56, complete sequence	52951	lp56	lp56	exact_match	lp56
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019767.1 Borreliella burgdorferi strain B31_NRZ isolate B31 chromosome, complete genome	909921	chromosome	chromosome	exact_match	chromosome
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031397.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp54, complete sequence	53798	lp54	lp54	exact_match	lp54
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031398.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp26, complete sequence	26507	cp26	cp26	exact_match	cp26
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031399.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp9, complete sequence	11401	cp9	cp9	exact_match	cp9
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031400.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp17, complete sequence	14437	lp17	lp17	exact_match	lp17
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031401.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp25, complete sequence	24154	lp25	lp25	exact_match	lp25
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031402.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp28-3, complete sequence	26768	lp28-3	lp28-3	exact_match	lp28-3
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031403.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp28-4, complete sequence	27467	lp28-4	lp28-4	exact_match	lp28-4
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031404.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp36, complete sequence	27951	lp36	lp36	exact_match	lp36
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031405.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-6, complete sequence	19997	cp32-6	cp32-6	exact_match	cp32-6
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031406.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-9, complete sequence	30606	cp32-9	cp32-9	exact_match	cp32-9
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031407.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-7, complete sequence	14018	cp32-7	cp32-7	exact_match	cp32-7
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031408.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-1, complete sequence	30883	cp32-1	cp32-1	exact_match	cp32-1
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031409.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp28-8, complete sequence	28515	lp28-8	lp28-8	exact_match	lp28-8
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031410.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-4, complete sequence	13328	cp32-4	cp32-4	exact_match	cp32-4
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031411.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-5, complete sequence	21898	cp32-1+5	cp32-1+5	exact_match	cp32-1+5
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031412.1 Borreliella burgdorferi strain MM1 chromosome main, complete sequence	908512	chromosome	chromosome	exact_match	chromosome
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077727.1 Borreliella burgdorferi strain B-17/2013 chromosome, complete genome	909995	chromosome	chromosome	exact_match	chromosome
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077728.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_cp26, complete sequence	26516	cp26	cp26	exact_match	cp26
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077729.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_cp30-1, complete sequence	31004	cp32-7	cp32-7	exact_match	cp32-7
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077730.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_cp30-2, complete sequence	30868	cp32-9	cp32-9	exact_match	cp32-9
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077731.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_cp30-3, complete sequence	29645	lp56	lp56	exact_match	lp56
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077732.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_cp30-4, complete sequence	28639	cp32-1+5	cp32-1+5	exact_match	cp32-1+5
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077733.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_lp18, complete sequence	18205	lp17	lp17	exact_match	lp17
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077734.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_lp28, complete sequence	28329	lp28-4	lp28-4	exact_match	lp28-4
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077735.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_lp30, complete sequence	30892	lp28-8	lp28-8	exact_match	lp28-8
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077736.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_lp31, complete sequence	31390	lp36	lp36	exact_match	lp36
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077737.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_lp52, complete sequence	51773	lp54	lp54	exact_match	lp54
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094561.1 Borreliella burgdorferi strain B408 chromosome 1	903249	chromosome	chromosome	exact_match	chromosome
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094562.1 Borreliella burgdorferi strain B408 plasmid p26, complete sequence	26507	cp26	cp26	exact_match	cp26
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094563.1 Borreliella burgdorferi strain B408 plasmid p32-1, complete sequence	30177	cp32-11	cp32-11	exact_match	cp32-11
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094564.1 Borreliella burgdorferi strain B408 plasmid p32-3, complete sequence	30193	cp32-10	cp32-10	exact_match	cp32-10
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094565.1 Borreliella burgdorferi strain B408 plasmid p32-5, complete sequence	18341	cp32-5	cp32-5	exact_match	cp32-5
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094566.1 Borreliella burgdorferi strain B408 plasmid p32-6, complete sequence	30019	cp32-6	cp32-6	exact_match	cp32-6
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094567.1 Borreliella burgdorferi strain B408 plasmid p32-7, complete sequence	30055	cp32-7	cp32-7	exact_match	cp32-7
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094568.1 Borreliella burgdorferi strain B408 plasmid p32-8, complete sequence	29893	cp32-8	cp32-8	exact_match	cp32-8
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094569.1 Borreliella burgdorferi strain B408 plasmid p17, complete sequence	15444	lp17	lp17	exact_match	lp17
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094570.1 Borreliella burgdorferi strain B408 plasmid p25, complete sequence	21301	lp25	lp25	exact_match	lp25
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094571.1 Borreliella burgdorferi strain B408 plasmid p28-1, complete sequence	22481	lp28-1	lp28-1	exact_match	lp28-1
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094572.1 Borreliella burgdorferi strain B408 plasmid p28-3, complete sequence	27525	lp28-3	lp28-3	exact_match	lp28-3
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094573.1 Borreliella burgdorferi strain B408 plasmid p28-4, complete sequence	27922	lp28-4	lp28-4	exact_match	lp28-4
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094574.1 Borreliella burgdorferi strain B408 plasmid p28-6, complete sequence	29294	lp28-6	lp28-6	exact_match	lp28-6
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094575.1 Borreliella burgdorferi strain B408 plasmid p36, complete sequence	30028	lp36	lp36	exact_match	lp36
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094576.1 Borreliella burgdorferi strain B408 plasmid p38, complete sequence	38839	lp38	lp38	exact_match	lp38
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094577.1 Borreliella burgdorferi strain B408 plasmid p54, complete sequence	53561	lp54	lp54	exact_match	lp54
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094578.1 Borreliella burgdorferi strain B408 plasmid p56, complete sequence	27231	lp56	lp56	exact_match	lp56
GCF_024662175.1_ASM2466217v1_genomic	NZ_CP094579.1 Borreliella burgdorferi strain B379 chromosome 1	920773	chromosome	chromosome	exact_match	chromosome
GCF_024662175.1_ASM2466217v1_genomic	NZ_CP094580.1 Borreliella burgdorferi strain B379 plasmid p26, complete sequence	26515	cp26	cp26	exact_match	cp26
GCF_024662175.1_ASM2466217v1_genomic	NZ_CP094581.1 Borreliella burgdorferi strain B379 plasmid p32-11, complete sequence	30287	cp32-11	cp32-11	exact_match	cp32-11
GCF_024662175.1_ASM2466217v1_genomic	NZ_CP094582.1 Borreliella burgdorferi strain B379 plasmid p32-12, complete sequence	30796	cp32-12	cp32-12	exact_match	cp32-12
GCF_024662175.1_ASM2466217v1_genomic	NZ_CP094583.1 Borreliella burgdorferi strain B379 plasmid p32-2, complete sequence	30302	cp32-2	cp32-2	exact_match	cp32-2
