assembly_id	contig_id	contig_len	old_call	new_call	category	resolved_call
B500P	contig_19	27715	lp56	lp56	exact_match	lp56
B500P	contig_2	26512	cp26	cp26	exact_match	cp26
B500P	contig_3	30189	cp32-10	cp32-10	exact_match	cp32-10
B500P	contig_4	30176	cp32-11	cp32-11	exact_match	cp32-11
B500P	contig_5	29890	cp32-8	cp32-8	exact_match	cp32-8
B500P	contig_6	30617	cp32-4	cp32-4	exact_match	cp32-4
B500P	contig_7	18340	cp32-5	cp32-5	exact_match	cp32-5
B500P	contig_8	30008	cp32-6	cp32-6	exact_match	cp32-6
B500P	contig_9	30054	cp32-7	cp32-7	exact_match	cp32-7
ESI26H	contig_1	910396	chromosome	chromosome	exact_match	chromosome
ESI26H	contig_10	24163	lp17	lp17	exact_match	lp17
ESI26H	contig_11	18933	cp32-9	cp32-9	exact_match	cp32-9
ESI26H	contig_12	11699	cp32-1	cp32-1	exact_match	cp32-1
ESI26H	contig_13	3042	lp54	lp54	exact_match	lp54
ESI26H	contig_14	2402	cp32-5	cp32-5	exact_match	cp32-5
ESI26H	contig_15	1297	cp32-9-4	cp32-9-4	exact_match	cp32-9-4
ESI26H	contig_16	1254	cp32-9	cp32-9	exact_match	cp32-9
ESI26H	contig_17	1083	cp32-5	cp32-5	exact_match	cp32-5
ESI26H	contig_18	1081	cp32-3	cp32-3	exact_match	cp32-3
ESI26H	contig_19	1044	cp32-9	cp32-9	exact_match	cp32-9
ESI26H	contig_2	61321	cp32-1+5	cp32-1+5	exact_match	cp32-1+5
ESI26H	contig_20	850		cp32-9	new_only	cp32-9
ESI26H	contig_21	800		cp32-1	new_only	cp32-1
ESI26H	contig_22	644		cp32-5	new_only	cp32-5
ESI26H	contig_23	627		cp32-12	new_only	cp32-12
ESI26H	contig_24	613		cp32-5	new_only	cp32-5
ESI26H	contig_25	573		cp32-9	new_only	cp32-9
ESI26H	contig_26	508		cp32-5	new_only	cp32-5
ESI26H	contig_27	495		cp32-3	new_only	cp32-3
ESI26H	contig_28	455		cp32-9	new_only	cp32-9
ESI26H	contig_29	455		cp32-5	new_only	cp32-5
ESI26H	contig_3	51152	lp28-9	lp28-9	exact_match	lp28-9
ESI26H	contig_30	445		cp32-8	new_only	cp32-8
ESI26H	contig_31	444		cp32-4	new_only	cp32-4
ESI26H	contig_32	424		cp32-9	new_only	cp32-9
ESI26H	contig_33	399		cp32-9	new_only	cp32-9
ESI26H	contig_34	393			new_only	
ESI26H	contig_35	376		cp32-4	new_only	cp32-4
ESI26H	contig_36	376			new_only	
ESI26H	contig_37	340		lp56	new_only	lp56
ESI26H	contig_38	308		cp32-3	new_only	cp32-3
ESI26H	contig_39	300		cp32-11	new_only	cp32-11
ESI26H	contig_4	34728	lp36	lp36	exact_match	lp36
ESI26H	contig_40	297		cp32-9	new_only	cp32-9
ESI26H	contig_41	297		cp32-9	new_only	cp32-9
ESI26H	contig_42	296		cp32-12	new_only	cp32-12
ESI26H	contig_43	262		cp32-5	new_only	cp32-5
ESI26H	contig_44	260		cp32-9	new_only	cp32-9
ESI26H	contig_45	258		cp32-9	new_only	cp32-9
ESI26H	contig_46	253		cp32-3+10	new_only	cp32-3+10
ESI26H	contig_5	30286	cp32-6	cp32-6	exact_match	cp32-6
ESI26H	contig_6	27753	cp32-3+10	cp32-3+10	exact_match	cp32-3+10
ESI26H	contig_7	26979	lp28-3	lp28-3	exact_match	lp28-3
ESI26H	contig_8	26691	lp28-4	lp28-4	exact_match	lp28-4
ESI26H	contig_9	26508	cp26	cp26	exact_match	cp26
ESI361H	contig_1	909934	chromosome	chromosome	exact_match	chromosome
ESI361H	contig_10	3866	cp32-7	cp32-7	exact_match	cp32-7
ESI361H	contig_11	3395	cp32-4	cp32-4	exact_match	cp32-4
ESI361H	contig_2	56559	lp36	lp36	exact_match	lp36
ESI361H	contig_3	52615	lp54	lp54	exact_match	lp54
ESI361H	contig_4	29589	lp56	lp56	exact_match	lp56
ESI361H	contig_5	28638	cp32-1+5	cp32-1+5	exact_match	cp32-1+5
ESI361H	contig_6	28079	cp32-11	cp32-11	exact_match	cp32-11
ESI361H	contig_7	26516	cp26	cp26	exact_match	cp26
ESI361H	contig_8	24840	lp25	lp25	exact_match	lp25
ESI361H	contig_9	18047	lp17	lp17	exact_match	lp17
ESI403H	contig_1	910442	chromosome	chromosome	exact_match	chromosome
ESI403H	contig_10	29808	lp28-2	lp28-2	exact_match	lp28-2
ESI403H	contig_11	26514	cp26	cp26	exact_match	cp26
ESI403H	contig_12	25492	lp28-4	lp28-4	exact_match	lp28-4
ESI403H	contig_13	24417	lp25	lp25	exact_match	lp25
ESI403H	contig_14	23639	cp32-7	cp32-7	exact_match	cp32-7
ESI403H	contig_15	11798	lp28-1	lp28-1	exact_match	lp28-1
ESI403H	contig_16	9095	cp9	cp9	exact_match	cp9
ESI403H	contig_17	3518	lp28-1	lp28-1	exact_match	lp28-1
ESI403H	contig_18	3457	lp28-1	lp28-1	exact_match	lp28-1
ESI403H	contig_19	2179	cp32-11	cp32-8	same_family_tiebreak	cp32-11
ESI403H	contig_2	53787	lp54	lp54	exact_match	lp54
ESI403H	contig_20	1194	cp32-3	cp32-3	exact_match	cp32-3
ESI403H	contig_21	690		cp32-6	new_only	cp32-6
ESI403H	contig_22	613		cp32-8	new_only	cp32-8
ESI403H	contig_23	538		cp32-12	new_only	cp32-12
ESI403H	contig_24	465		cp32-12	new_only	cp32-12
ESI403H	contig_25	455		cp32-4	new_only	cp32-4
ESI403H	contig_26	293		cp32-5	new_only	cp32-5
ESI403H	contig_3	50015	lp17	lp17	exact_match	lp17
ESI403H	contig_4	33222	lp36	lp36	exact_match	lp36
ESI403H	contig_5	30699	cp32-1+5	cp32-1+5	exact_match	cp32-1+5
ESI403H	contig_6	30474	cp32-9	cp32-9	exact_match	cp32-9
ESI403H	contig_7	30313	cp32-1	cp32-1	exact_match	cp32-1
ESI403H	contig_8	30286	cp32-6	cp32-6	exact_match	cp32-6
ESI403H	contig_9	30271	cp32-12	cp32-12	exact_match	cp32-12
ESI425H	contig_1	434789	chromosome	chromosome	exact_match	chromosome
ESI425H	contig_10	27761	lp28-5	lp28-5	exact_match	lp28-5
ESI425H	contig_11	26516	cp26	cp26	exact_match	cp26
ESI425H	contig_12	26135	lp28-8	lp28-8	exact_match	lp28-8
ESI425H	contig_13	24817	lp25	lp25	exact_match	lp25
ESI425H	contig_14	17472	chromosome	chromosome	exact_match	chromosome
ESI425H	contig_15	14457	lp17	lp17	exact_match	lp17
ESI425H	contig_16	3636	lp17	lp17	exact_match	lp17
ESI425H	contig_17	3119	chromosome	chromosome	exact_match	chromosome
ESI425H	contig_18	828		lp28-8	new_only	lp28-8
ESI425H	contig_19	422		lp28-8	new_only	lp28-8
ESI425H	contig_2	342816	chromosome	chromosome	exact_match	chromosome
ESI425H	contig_20	354		lp28-8	new_only	lp28-8
ESI425H	contig_3	108461	chromosome	chromosome	exact_match	chromosome
ESI425H	contig_4	56468	lp36	lp36	exact_match	lp36
ESI425H	contig_5	52616	lp54	lp54	exact_match	lp54
ESI425H	contig_6	30871	cp32-9	cp32-9	exact_match	cp32-9
ESI425H	contig_7	30428	cp32-7	cp32-7	exact_match	cp32-7
ESI425H	contig_8	29638	lp56	lp56	exact_match	lp56
ESI425H	contig_9	28483	cp32-1+5	cp32-1+5	exact_match	cp32-1+5
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019844.1	909921		chromosome	new_only	chromosome
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019844.1 Borreliella burgdorferi strain PAli chromosome, complete genome	0	chromosome		old_only	chromosome
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019845.1	26498		cp26	new_only	cp26
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019845.1 Borreliella burgdorferi isolate yes plasmid cp26, complete sequence	0	cp26		old_only	cp26
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019846.1	30726		cp32-1	new_only	cp32-1
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019846.1 Borreliella burgdorferi isolate yes plasmid cp32-1, complete sequence	0	cp32-1		old_only	cp32-1
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019847.1	30418		cp32-3	new_only	cp32-3
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019847.1 Borreliella burgdorferi isolate yes plasmid cp32-3, complete sequence	0	cp32-3		old_only	cp32-3
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019848.1	30299		cp32-4	new_only	cp32-4
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019848.1 Borreliella burgdorferi isolate yes plasmid cp32-4, complete sequence	0	cp32-4		old_only	cp32-4
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019849.1	30674		cp32-1+5	new_only	cp32-1+5
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019849.1 Borreliella burgdorferi isolate yes plasmid cp32-5, complete sequence	0	cp32-1+5		old_only	cp32-1+5
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019850.1	30580		cp32-9	new_only	cp32-9
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019850.1 Borreliella burgdorferi isolate yes plasmid cp32-9, complete sequence	0	cp32-9		old_only	cp32-9
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019851.1	16820		lp17	new_only	lp17
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019851.1 Borreliella burgdorferi isolate yes plasmid lp17, complete sequence	0	lp17		old_only	lp17
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019852.1	36714		lp36	new_only	lp36
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019852.1 Borreliella burgdorferi isolate yes plasmid lp36, complete sequence	0	lp36		old_only	lp36
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019853.1	38841		lp38	new_only	lp38
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019853.1 Borreliella burgdorferi isolate yes plasmid lp38, complete sequence	0	lp38		old_only	lp38
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019854.1	53650		lp54	new_only	lp54
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019854.1 Borreliella burgdorferi isolate yes plasmid lp54, complete sequence	0	lp54		old_only	lp54
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019855.1	52971		lp56	new_only	lp56
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019855.1 Borreliella burgdorferi isolate yes plasmid lp56, complete sequence	0	lp56		old_only	lp56
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019916.1	910728		chromosome	new_only	chromosome
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019916.1 Borreliella burgdorferi strain PAbe chromosome, complete genome	0	chromosome		old_only	chromosome
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019917.1	26498		cp26	new_only	cp26
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019917.1 Borreliella burgdorferi strain PAbe plasmid p_cp26, complete sequence	0	cp26		old_only	cp26
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019918.1	56632		cp32-1+5	new_only	cp32-1+5
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019918.1 Borreliella burgdorferi strain PAbe plasmid p_cp32-5-1, complete sequence	0	cp32-1+5		old_only	cp32-1+5
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019919.1	31245		cp32-7	new_only	cp32-7
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019919.1 Borreliella burgdorferi strain PAbe plasmid p_cp32-2, complete sequence	0	cp32-7		old_only	cp32-7
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019920.1	25789		cp32-3	new_only	cp32-3
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019920.1 Borreliella burgdorferi strain PAbe plasmid p_cp32-3, complete sequence	0	cp32-3		old_only	cp32-3
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019921.1	62238		cp32-4	new_only	cp32-4
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019921.1 Borreliella burgdorferi strain PAbe plasmid p_cp32-9-4, complete sequence	0	cp32-4		old_only	cp32-4
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019922.1	16800		lp17	new_only	lp17
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019922.1 Borreliella burgdorferi strain PAbe plasmid p_lp17, complete sequence	0	lp17		old_only	lp17
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019923.1	28157		lp28-1	new_only	lp28-1
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019923.1 Borreliella burgdorferi strain PAbe plasmid p_lp28-1, complete sequence	0	lp28-1		old_only	lp28-1
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019924.1	36846		lp36	new_only	lp36
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019924.1 Borreliella burgdorferi strain PAbe plasmid p_lp36, complete sequence	0	lp36		old_only	lp36
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019925.1	53650		lp54	new_only	lp54
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019925.1 Borreliella burgdorferi strain PAbe plasmid p_lp54, complete sequence	0	lp54		old_only	lp54
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019926.1	52971		lp56	new_only	lp56
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019926.1 Borreliella burgdorferi strain PAbe plasmid p_lp56, complete sequence	0	lp56		old_only	lp56
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019755.1	26498		cp26	new_only	cp26
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019755.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp26, complete sequence	0	cp26		old_only	cp26
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019756.1	61418		cp32-1+5	new_only	cp32-1+5
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019756.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-1_1, complete sequence	0	cp32-1+5		old_only	cp32-1+5
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019757.1	31245		cp32-7	new_only	cp32-7
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019757.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-2, complete sequence	0	cp32-7		old_only	cp32-7
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019758.1	30222		cp32-3	new_only	cp32-3
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019758.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-3, complete sequence	0	cp32-3		old_only	cp32-3
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019759.1	30300		cp32-4	new_only	cp32-4
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019759.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-4, complete sequence	0	cp32-4		old_only	cp32-4
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019760.1	30651		cp32-9	new_only	cp32-9
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019760.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-9, complete sequence	0	cp32-9		old_only	cp32-9
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019761.1	16821		lp17	new_only	lp17
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019761.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp17, complete sequence	0	lp17		old_only	lp17
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019762.1	21891		lp28-1	new_only	lp28-1
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019762.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp28-1	0	lp28-1		old_only	lp28-1
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019763.1	36780		lp36	new_only	lp36
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019763.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp36, complete sequence	0	lp36		old_only	lp36
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019764.1	38834		lp38	new_only	lp38
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019764.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp38, complete sequence	0	lp38		old_only	lp38
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019765.1	53650		lp54	new_only	lp54
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019765.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp54, complete sequence	0	lp54		old_only	lp54
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019766.1	52951		lp56	new_only	lp56
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019766.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp56, complete sequence	0	lp56		old_only	lp56
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019767.1	909921		chromosome	new_only	chromosome
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019767.1 Borreliella burgdorferi strain B31_NRZ isolate B31 chromosome, complete genome	0	chromosome		old_only	chromosome
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031397.1	53798		lp54	new_only	lp54
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031397.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp54, complete sequence	0	lp54		old_only	lp54
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031398.1	26507		cp26	new_only	cp26
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031398.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp26, complete sequence	0	cp26		old_only	cp26
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031399.1	11401		cp9	new_only	cp9
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031399.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp9, complete sequence	0	cp9		old_only	cp9
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031400.1	14437		lp17	new_only	lp17
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031400.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp17, complete sequence	0	lp17		old_only	lp17
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031401.1	24154		lp25	new_only	lp25
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031401.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp25, complete sequence	0	lp25		old_only	lp25
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031402.1	26768		lp28-3	new_only	lp28-3
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031402.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp28-3, complete sequence	0	lp28-3		old_only	lp28-3
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031403.1	27467		lp28-4	new_only	lp28-4
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031403.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp28-4, complete sequence	0	lp28-4		old_only	lp28-4
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031404.1	27951		lp36	new_only	lp36
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031404.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp36, complete sequence	0	lp36		old_only	lp36
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031405.1	19997		cp32-6	new_only	cp32-6
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031405.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-6, complete sequence	0	cp32-6		old_only	cp32-6
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031406.1	30606		cp32-9	new_only	cp32-9
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031406.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-9, complete sequence	0	cp32-9		old_only	cp32-9
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031407.1	14018		cp32-7	new_only	cp32-7
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031407.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-7, complete sequence	0	cp32-7		old_only	cp32-7
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031408.1	30883		cp32-1	new_only	cp32-1
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031408.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-1, complete sequence	0	cp32-1		old_only	cp32-1
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031409.1	28515		lp28-8	new_only	lp28-8
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031409.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp28-8, complete sequence	0	lp28-8		old_only	lp28-8
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031410.1	13328		cp32-4	new_only	cp32-4
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031410.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-4, complete sequence	0	cp32-4		old_only	cp32-4
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031411.1	21898		cp32-1+5	new_only	cp32-1+5
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031411.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-5, complete sequence	0	cp32-1+5		old_only	cp32-1+5
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031412.1	908512		chromosome	new_only	chromosome
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031412.1 Borreliella burgdorferi strain MM1 chromosome main, complete sequence	0	chromosome		old_only	chromosome
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077727.1	909995		chromosome	new_only	chromosome
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077727.1 Borreliella burgdorferi strain B-17/2013 chromosome, complete genome	0	chromosome		old_only	chromosome
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077728.1	26516		cp26	new_only	cp26
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077728.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_cp26, complete sequence	0	cp26		old_only	cp26
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077729.1	31004		cp32-7	new_only	cp32-7
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077729.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_cp30-1, complete sequence	0	cp32-7		old_only	cp32-7
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077730.1	30868		cp32-9	new_only	cp32-9
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077730.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_cp30-2, complete sequence	0	cp32-9		old_only	cp32-9
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077731.1	29645		lp56	new_only	lp56
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077731.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_cp30-3, complete sequence	0	lp56		old_only	lp56
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077732.1	28639		cp32-1+5	new_only	cp32-1+5
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077732.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_cp30-4, complete sequence	0	cp32-1+5		old_only	cp32-1+5
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077733.1	18205		lp17	new_only	lp17
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077733.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_lp18, complete sequence	0	lp17		old_only	lp17
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077734.1	28329		lp28-4	new_only	lp28-4
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077734.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_lp28, complete sequence	0	lp28-4		old_only	lp28-4
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077735.1	30892		lp28-8	new_only	lp28-8
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077735.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_lp30, complete sequence	0	lp28-8		old_only	lp28-8
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077736.1	31390		lp36	new_only	lp36
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077736.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_lp31, complete sequence	0	lp36		old_only	lp36
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077737.1	51773		lp54	new_only	lp54
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077737.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_lp52, complete sequence	0	lp54		old_only	lp54
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094561.1	903249		chromosome	new_only	chromosome
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094561.1 Borreliella burgdorferi strain B408 chromosome 1	0	chromosome		old_only	chromosome
