assembly_id	contig_id	resolved_call
ESI26H	contig_20 [gcode=11] [topology=linear]	cp32-9
ESI26H	contig_21 [gcode=11] [topology=linear]	cp32-1
ESI26H	contig_22 [gcode=11] [topology=linear]	cp32-5
ESI26H	contig_23 [gcode=11] [topology=linear]	cp32-1
ESI26H	contig_24 [gcode=11] [topology=linear]	cp32-12
ESI26H	contig_25 [gcode=11] [topology=linear]	cp32-9
ESI26H	contig_26 [gcode=11] [topology=linear]	cp32-1
ESI26H	contig_27 [gcode=11] [topology=linear]	cp32-3
ESI26H	contig_28 [gcode=11] [topology=linear]	cp32-9
ESI26H	contig_29 [gcode=11] [topology=linear]	cp32-5
ESI26H	contig_3 [gcode=11] [topology=linear]	lp28-9
ESI26H	contig_30 [gcode=11] [topology=linear]	cp32-1
ESI26H	contig_31 [gcode=11] [topology=linear]	cp32-4
ESI26H	contig_32 [gcode=11] [topology=linear]	cp32-9
ESI26H	contig_33 [gcode=11] [topology=linear]	cp32-9
ESI26H	contig_34 [gcode=11] [topology=linear]	unclassified
ESI26H	contig_35 [gcode=11] [topology=linear]	cp32-4
ESI26H	contig_36 [gcode=11] [topology=linear]	unclassified
ESI26H	contig_37 [gcode=11] [topology=linear]	lp56
ESI26H	contig_38 [gcode=11] [topology=linear]	cp32-5
ESI26H	contig_39 [gcode=11] [topology=linear]	cp32-11
ESI26H	contig_4 [gcode=11] [topology=linear]	lp36
ESI26H	contig_40 [gcode=11] [topology=linear]	cp32-9
ESI26H	contig_41 [gcode=11] [topology=linear]	cp32-9
ESI26H	contig_42 [gcode=11] [topology=linear]	cp32-12
ESI26H	contig_43 [gcode=11] [topology=linear]	cp32-5
ESI26H	contig_44 [gcode=11] [topology=linear]	cp32-9
ESI26H	contig_45 [gcode=11] [topology=linear]	cp32-9
ESI26H	contig_46 [gcode=11] [topology=linear]	cp32-3+10
ESI26H	contig_47 [gcode=11] [topology=linear]	cp32-8
ESI26H	contig_48 [gcode=11] [topology=linear]	cp32-9
ESI26H	contig_49 [gcode=11] [topology=linear]	cp32-5
ESI26H	contig_5 [gcode=11] [topology=linear]	cp32-6
ESI26H	contig_50 [gcode=11] [topology=linear]	cp32-4
ESI26H	contig_51 [gcode=11] [topology=linear]	cp32-4
ESI26H	contig_52 [gcode=11] [topology=linear]	unclassified
ESI26H	contig_53 [gcode=11] [topology=linear]	unclassified
ESI26H	contig_54 [gcode=11] [topology=linear]	unclassified
ESI26H	contig_55 [gcode=11] [topology=linear]	unclassified
ESI26H	contig_56 [gcode=11] [topology=linear]	unclassified
ESI26H	contig_57 [gcode=11] [topology=linear]	unclassified
ESI26H	contig_58 [gcode=11] [topology=linear]	unclassified
ESI26H	contig_59 [gcode=11] [topology=linear]	unclassified
ESI26H	contig_6 [gcode=11] [topology=linear]	cp32-3+10
ESI26H	contig_60 [gcode=11] [topology=linear]	unclassified
ESI26H	contig_61 [gcode=11] [topology=linear]	unclassified
ESI26H	contig_62 [gcode=11] [topology=linear]	unclassified
ESI26H	contig_63 [gcode=11] [topology=linear]	unclassified
ESI26H	contig_64 [gcode=11] [topology=linear]	unclassified
ESI26H	contig_7 [gcode=11] [topology=linear]	lp28-3
ESI26H	contig_8 [gcode=11] [topology=linear]	lp28-4
ESI26H	contig_9 [gcode=11] [topology=linear]	cp26
ESI361H	contig_1 [gcode=11] [topology=linear]	chromosome
ESI361H	contig_10 [gcode=11] [topology=linear]	cp32-7
ESI361H	contig_11 [gcode=11] [topology=linear]	cp32-4
ESI361H	contig_2 [gcode=11] [topology=linear]	lp36
ESI361H	contig_3 [gcode=11] [topology=linear]	lp54
ESI361H	contig_4 [gcode=11] [topology=linear]	lp56
ESI361H	contig_5 [gcode=11] [topology=linear]	cp32-1+5
ESI361H	contig_6 [gcode=11] [topology=linear]	cp32-11
ESI361H	contig_7 [gcode=11] [topology=linear]	cp26
ESI361H	contig_8 [gcode=11] [topology=linear]	lp25
ESI361H	contig_9 [gcode=11] [topology=linear]	lp17
ESI403H	contig_1 [gcode=11] [topology=linear]	chromosome
ESI403H	contig_10 [gcode=11] [topology=linear]	lp28-2
ESI403H	contig_11 [gcode=11] [topology=linear]	cp26
ESI403H	contig_12 [gcode=11] [topology=linear]	lp28-4
ESI403H	contig_13 [gcode=11] [topology=linear]	lp25
ESI403H	contig_14 [gcode=11] [topology=linear]	cp32-7
ESI403H	contig_15 [gcode=11] [topology=linear]	lp28-1
ESI403H	contig_16 [gcode=11] [topology=linear]	cp9
ESI403H	contig_17 [gcode=11] [topology=linear]	lp28-1
ESI403H	contig_18 [gcode=11] [topology=linear]	lp28-1
ESI403H	contig_19 [gcode=11] [topology=linear]	cp32-11
ESI403H	contig_2 [gcode=11] [topology=linear]	lp54
ESI403H	contig_20 [gcode=11] [topology=linear]	cp32-3
ESI403H	contig_21 [gcode=11] [topology=linear]	cp32-6
ESI403H	contig_22 [gcode=11] [topology=linear]	cp32-8
ESI403H	contig_23 [gcode=11] [topology=linear]	cp32-12
ESI403H	contig_24 [gcode=11] [topology=linear]	cp32-12
ESI403H	contig_25 [gcode=11] [topology=linear]	cp32-4
ESI403H	contig_26 [gcode=11] [topology=linear]	cp32-5
ESI403H	contig_27 [gcode=11] [topology=linear]	cp32-1
ESI403H	contig_28 [gcode=11] [topology=linear]	unclassified
ESI403H	contig_29 [gcode=11] [topology=linear]	unclassified
ESI403H	contig_3 [gcode=11] [topology=linear]	lp17
ESI403H	contig_30 [gcode=11] [topology=linear]	unclassified
ESI403H	contig_31 [gcode=11] [topology=linear]	unclassified
ESI403H	contig_32 [gcode=11] [topology=linear]	unclassified
ESI403H	contig_33 [gcode=11] [topology=linear]	unclassified
ESI403H	contig_34 [gcode=11] [topology=linear]	unclassified
ESI403H	contig_4 [gcode=11] [topology=linear]	lp36
ESI403H	contig_5 [gcode=11] [topology=linear]	cp32-1+5
ESI403H	contig_6 [gcode=11] [topology=linear]	cp32-9
ESI403H	contig_7 [gcode=11] [topology=linear]	cp32-1
ESI403H	contig_8 [gcode=11] [topology=linear]	cp32-6
ESI403H	contig_9 [gcode=11] [topology=linear]	cp32-12
ESI425H	contig_1 [gcode=11] [topology=linear]	chromosome
ESI425H	contig_10 [gcode=11] [topology=linear]	lp28-5
ESI425H	contig_11 [gcode=11] [topology=linear]	cp26
ESI425H	contig_12 [gcode=11] [topology=linear]	lp28-8
ESI425H	contig_13 [gcode=11] [topology=linear]	lp25
ESI425H	contig_14 [gcode=11] [topology=linear]	chromosome
ESI425H	contig_15 [gcode=11] [topology=linear]	lp17
ESI425H	contig_16 [gcode=11] [topology=linear]	lp17
ESI425H	contig_17 [gcode=11] [topology=linear]	chromosome
ESI425H	contig_18 [gcode=11] [topology=linear]	lp28-8
ESI425H	contig_19 [gcode=11] [topology=linear]	lp28-8
ESI425H	contig_2 [gcode=11] [topology=linear]	chromosome
ESI425H	contig_20 [gcode=11] [topology=linear]	lp28-8
ESI425H	contig_21 [gcode=11] [topology=linear]	unclassified
ESI425H	contig_3 [gcode=11] [topology=linear]	chromosome
ESI425H	contig_4 [gcode=11] [topology=linear]	lp36
ESI425H	contig_5 [gcode=11] [topology=linear]	lp54
ESI425H	contig_6 [gcode=11] [topology=linear]	cp32-9
ESI425H	contig_7 [gcode=11] [topology=linear]	cp32-7
ESI425H	contig_8 [gcode=11] [topology=linear]	lp56
ESI425H	contig_9 [gcode=11] [topology=linear]	cp32-1+5
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019844.1 Borreliella burgdorferi strain PAli chromosome, complete genome	chromosome
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019845.1 Borreliella burgdorferi isolate yes plasmid cp26, complete sequence	cp26
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019846.1 Borreliella burgdorferi isolate yes plasmid cp32-1, complete sequence	cp32-1
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019847.1 Borreliella burgdorferi isolate yes plasmid cp32-3, complete sequence	cp32-3
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019848.1 Borreliella burgdorferi isolate yes plasmid cp32-4, complete sequence	cp32-4
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019849.1 Borreliella burgdorferi isolate yes plasmid cp32-5, complete sequence	cp32-1+5
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019850.1 Borreliella burgdorferi isolate yes plasmid cp32-9, complete sequence	cp32-9
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019851.1 Borreliella burgdorferi isolate yes plasmid lp17, complete sequence	lp17
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019852.1 Borreliella burgdorferi isolate yes plasmid lp36, complete sequence	lp36
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019853.1 Borreliella burgdorferi isolate yes plasmid lp38, complete sequence	lp38
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019854.1 Borreliella burgdorferi isolate yes plasmid lp54, complete sequence	lp54
GCF_002151465.1_ASM215146v1_genomic	NZ_CP019855.1 Borreliella burgdorferi isolate yes plasmid lp56, complete sequence	lp56
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019916.1 Borreliella burgdorferi strain PAbe chromosome, complete genome	chromosome
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019917.1 Borreliella burgdorferi strain PAbe plasmid p_cp26, complete sequence	cp26
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019918.1 Borreliella burgdorferi strain PAbe plasmid p_cp32-5-1, complete sequence	cp32-1+5
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019919.1 Borreliella burgdorferi strain PAbe plasmid p_cp32-2, complete sequence	cp32-7
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019920.1 Borreliella burgdorferi strain PAbe plasmid p_cp32-3, complete sequence	cp32-3
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019921.1 Borreliella burgdorferi strain PAbe plasmid p_cp32-9-4, complete sequence	cp32-4
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019922.1 Borreliella burgdorferi strain PAbe plasmid p_lp17, complete sequence	lp17
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019923.1 Borreliella burgdorferi strain PAbe plasmid p_lp28-1, complete sequence	lp28-1
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019924.1 Borreliella burgdorferi strain PAbe plasmid p_lp36, complete sequence	lp36
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019925.1 Borreliella burgdorferi strain PAbe plasmid p_lp54, complete sequence	lp54
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019926.1 Borreliella burgdorferi strain PAbe plasmid p_lp56, complete sequence	lp56
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019755.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp26, complete sequence	cp26
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019756.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-1_1, complete sequence	cp32-1+5
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019757.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-2, complete sequence	cp32-7
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019758.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-3, complete sequence	cp32-3
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019759.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-4, complete sequence	cp32-4
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019760.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-9, complete sequence	cp32-9
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019761.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp17, complete sequence	lp17
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019762.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp28-1	lp28-1
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019763.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp36, complete sequence	lp36
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019764.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp38, complete sequence	lp38
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019765.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp54, complete sequence	lp54
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019766.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp56, complete sequence	lp56
GCF_002151505.1_ASM215150v1_genomic	NZ_CP019767.1 Borreliella burgdorferi strain B31_NRZ isolate B31 chromosome, complete genome	chromosome
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031397.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp54, complete sequence	lp54
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031398.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp26, complete sequence	cp26
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031399.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp9, complete sequence	cp9
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031400.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp17, complete sequence	lp17
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031401.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp25, complete sequence	lp25
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031402.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp28-3, complete sequence	lp28-3
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031403.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp28-4, complete sequence	lp28-4
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031404.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp36, complete sequence	lp36
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031405.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-6, complete sequence	cp32-6
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031406.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-9, complete sequence	cp32-9
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031407.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-7, complete sequence	cp32-7
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031408.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-1, complete sequence	cp32-1
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031409.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp28-8, complete sequence	lp28-8
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031410.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-4, complete sequence	cp32-4
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031411.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-5, complete sequence	cp32-1+5
GCF_003367295.1_ASM336729v1_genomic	NZ_CP031412.1 Borreliella burgdorferi strain MM1 chromosome main, complete sequence	chromosome
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077727.1 Borreliella burgdorferi strain B-17/2013 chromosome, complete genome	chromosome
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077728.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_cp26, complete sequence	cp26
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077729.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_cp30-1, complete sequence	cp32-7
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077730.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_cp30-2, complete sequence	cp32-9
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077731.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_cp30-3, complete sequence	lp56
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077732.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_cp30-4, complete sequence	cp32-1+5
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077733.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_lp18, complete sequence	lp17
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077734.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_lp28, complete sequence	lp28-4
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077735.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_lp30, complete sequence	lp28-8
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077736.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_lp31, complete sequence	lp36
GCF_019134655.1_ASM1913465v1_genomic	NZ_CP077737.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_lp52, complete sequence	lp54
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094561.1 Borreliella burgdorferi strain B408 chromosome 1	chromosome
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094562.1 Borreliella burgdorferi strain B408 plasmid p26, complete sequence	cp26
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094563.1 Borreliella burgdorferi strain B408 plasmid p32-1, complete sequence	cp32-11
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094564.1 Borreliella burgdorferi strain B408 plasmid p32-3, complete sequence	cp32-10
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094565.1 Borreliella burgdorferi strain B408 plasmid p32-5, complete sequence	cp32-5
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094566.1 Borreliella burgdorferi strain B408 plasmid p32-6, complete sequence	cp32-6
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094567.1 Borreliella burgdorferi strain B408 plasmid p32-7, complete sequence	cp32-7
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094568.1 Borreliella burgdorferi strain B408 plasmid p32-8, complete sequence	cp32-8
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094569.1 Borreliella burgdorferi strain B408 plasmid p17, complete sequence	lp17
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094570.1 Borreliella burgdorferi strain B408 plasmid p25, complete sequence	lp25
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094571.1 Borreliella burgdorferi strain B408 plasmid p28-1, complete sequence	lp28-1
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094572.1 Borreliella burgdorferi strain B408 plasmid p28-3, complete sequence	lp28-3
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094573.1 Borreliella burgdorferi strain B408 plasmid p28-4, complete sequence	lp28-4
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094574.1 Borreliella burgdorferi strain B408 plasmid p28-6, complete sequence	lp28-6
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094575.1 Borreliella burgdorferi strain B408 plasmid p36, complete sequence	lp36
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094576.1 Borreliella burgdorferi strain B408 plasmid p38, complete sequence	lp38
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094577.1 Borreliella burgdorferi strain B408 plasmid p54, complete sequence	lp54
GCF_024662155.1_ASM2466215v1_genomic	NZ_CP094578.1 Borreliella burgdorferi strain B408 plasmid p56, complete sequence	lp56
GCF_024662175.1_ASM2466217v1_genomic	NZ_CP094579.1 Borreliella burgdorferi strain B379 chromosome 1	chromosome
GCF_024662175.1_ASM2466217v1_genomic	NZ_CP094580.1 Borreliella burgdorferi strain B379 plasmid p26, complete sequence	cp26
GCF_024662175.1_ASM2466217v1_genomic	NZ_CP094581.1 Borreliella burgdorferi strain B379 plasmid p32-11, complete sequence	cp32-11
GCF_024662175.1_ASM2466217v1_genomic	NZ_CP094582.1 Borreliella burgdorferi strain B379 plasmid p32-12, complete sequence	cp32-12
GCF_024662175.1_ASM2466217v1_genomic	NZ_CP094583.1 Borreliella burgdorferi strain B379 plasmid p32-2, complete sequence	cp32-2
GCF_024662175.1_ASM2466217v1_genomic	NZ_CP094584.1 Borreliella burgdorferi strain B379 plasmid p32-3, complete sequence	cp32-3
GCF_024662175.1_ASM2466217v1_genomic	NZ_CP094585.1 Borreliella burgdorferi strain B379 plasmid p32-5, complete sequence	cp32-1+5
GCF_024662175.1_ASM2466217v1_genomic	NZ_CP094586.1 Borreliella burgdorferi strain B379 plasmid p32-6, complete sequence	cp32-6
GCF_024662175.1_ASM2466217v1_genomic	NZ_CP094587.1 Borreliella burgdorferi strain B379 plasmid p32-7, complete sequence	cp32-7
GCF_024662175.1_ASM2466217v1_genomic	NZ_CP094588.1 Borreliella burgdorferi strain B379 plasmid p32-9, complete sequence	cp32-9
GCF_024662175.1_ASM2466217v1_genomic	NZ_CP094589.1 Borreliella burgdorferi strain B379 plasmid p17, complete sequence	lp17
GCF_024662175.1_ASM2466217v1_genomic	NZ_CP094590.1 Borreliella burgdorferi strain B379 plasmid p28-3, complete sequence	lp28-3
GCF_024662175.1_ASM2466217v1_genomic	NZ_CP094591.1 Borreliella burgdorferi strain B379 plasmid p28-4, complete sequence	lp28-4
GCF_024662175.1_ASM2466217v1_genomic	NZ_CP094592.1 Borreliella burgdorferi strain B379 plasmid p28-5, complete sequence	lp28-5
GCF_024662175.1_ASM2466217v1_genomic	NZ_CP094593.1 Borreliella burgdorferi strain B379 plasmid p28-6, complete sequence	lp28-6
GCF_024662175.1_ASM2466217v1_genomic	NZ_CP094594.1 Borreliella burgdorferi strain B379 plasmid p36, complete sequence	lp36
GCF_024662175.1_ASM2466217v1_genomic	NZ_CP094595.1 Borreliella burgdorferi strain B379 plasmid p38, complete sequence	lp38
GCF_024662175.1_ASM2466217v1_genomic	NZ_CP094596.1 Borreliella burgdorferi strain B379 plasmid p54, complete sequence	lp54
GCF_024662195.1_ASM2466219v1_genomic	NZ_CP094597.1 Borreliella burgdorferi strain B31-5A4 chromosome 1	chromosome
GCF_024662195.1_ASM2466219v1_genomic	NZ_CP094598.1 Borreliella burgdorferi strain B31-5A4 plasmid p26, complete sequence	cp26
GCF_024662195.1_ASM2466219v1_genomic	NZ_CP094599.1 Borreliella burgdorferi strain B31-5A4 plasmid p32-1, complete sequence	cp32-1
GCF_024662195.1_ASM2466219v1_genomic	NZ_CP094600.1 Borreliella burgdorferi strain B31-5A4 plasmid p32-3, complete sequence	cp32-3
GCF_024662195.1_ASM2466219v1_genomic	NZ_CP094601.1 Borreliella burgdorferi strain B31-5A4 plasmid p32-4, complete sequence	cp32-4
GCF_024662195.1_ASM2466219v1_genomic	NZ_CP094602.1 Borreliella burgdorferi strain B31-5A4 plasmid p32-6, complete sequence	cp32-6
GCF_024662195.1_ASM2466219v1_genomic	NZ_CP094603.1 Borreliella burgdorferi strain B31-5A4 plasmid p32-7, complete sequence	cp32-7
GCF_024662195.1_ASM2466219v1_genomic	NZ_CP094604.1 Borreliella burgdorferi strain B31-5A4 plasmid p32-8, complete sequence	cp32-8
GCF_024662195.1_ASM2466219v1_genomic	NZ_CP094605.1 Borreliella burgdorferi strain B31-5A4 plasmid p32-9, complete sequence	cp32-9
GCF_024662195.1_ASM2466219v1_genomic	NZ_CP094606.1 Borreliella burgdorferi strain B31-5A4 plasmid p9, complete sequence	cp9
GCF_024662195.1_ASM2466219v1_genomic	NZ_CP094607.1 Borreliella burgdorferi strain B31-5A4 plasmid p17, complete sequence	lp17
GCF_024662195.1_ASM2466219v1_genomic	NZ_CP094608.1 Borreliella burgdorferi strain B31-5A4 plasmid p21, complete sequence	lp21
GCF_024662195.1_ASM2466219v1_genomic	NZ_CP094609.1 Borreliella burgdorferi strain B31-5A4 plasmid p28-1, complete sequence	lp28-1
GCF_024662195.1_ASM2466219v1_genomic	NZ_CP094610.1 Borreliella burgdorferi strain B31-5A4 plasmid p28-2, complete sequence	lp28-2
