contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	concat_call	multiple_loci
contig_46 [gcode=11] [topology=linear]	UCT32H	246				246										False
contig_47 [gcode=11] [topology=linear]	UCT32H	241				241										False
contig_48 [gcode=11] [topology=linear]	UCT32H	236				236										False
contig_49 [gcode=11] [topology=linear]	UCT32H	215				215										False
contig_5 [gcode=11] [topology=linear]	UCT32H	30858	RS01500_JD1_JD1_cp32-8_ParA_X	cp32-8	RS01500	30858	246	100.0	2.388359582604187	737	245	[(1, 246)]	[(21504, 22241)]	[(1, 246)]		False
contig_50 [gcode=11] [topology=linear]	UCT32H	204				204										False
contig_51 [gcode=11] [topology=linear]	UCT32H	199				199										False
contig_52 [gcode=11] [topology=linear]	UCT32H	177				177										False
contig_53 [gcode=11] [topology=linear]	UCT32H	150				150										False
contig_54 [gcode=11] [topology=linear]	UCT32H	134				134										False
contig_55 [gcode=11] [topology=linear]	UCT32H	124				124										False
contig_56 [gcode=11] [topology=linear]	UCT32H	123				123										False
contig_57 [gcode=11] [topology=linear]	UCT32H	114				114										False
contig_6 [gcode=11] [topology=linear]	UCT32H	30795	297_cp32-12_ParA_X	cp32-12	297	30795	260	100.0	2.5296314336742975	779	259	[(1, 260)]	[(19609, 20388)]	[(1, 260)]		False
contig_7 [gcode=11] [topology=linear]	UCT32H	30636	RS01295_JD1_JD1_cp32-1+5_ParA_X	cp32-1+5	RS01295	30636	257	100.0	2.5133829481655567	770	256	[(1, 257)]	[(20777, 21547)]	[(1, 257)]		False
contig_8 [gcode=11] [topology=linear]	UCT32H	30472	RS01520_MM1_plsm_cp32-6_ParA_X	cp32-6	RS01520	30472	249	100.0	2.4481491205040693	746	248	[(1, 249)]	[(20849, 21595)]	[(1, 249)]		False
contig_9 [gcode=11] [topology=linear]	UCT32H	30301	B379_cp32-2_ParA_1	cp32-2	B379	30301	251	100.0	2.481766278340649	752	250	[(1, 251)]	[(3040, 3792)]	[(1, 251)]		False
