ID	group	gene	old_locus_tag	percent_ident	alignment_length	E-score
CBONDI_01226	group_1172	BB_RS04455	BB_E20	70.93	430	9.79e-49
CBONDI_01227	group_1173	BB_RS06020	BB_P36	89.076	357	1.5300000000000002e-132
CBONDI_01228	group_1174	BB_RS06035	BB_P39	80.992	121	8.1e-26
CBONDI_01229	Bdr protein	BB_RS06010	BB_P34	83.832	167	5.9499999999999994e-46
CBONDI_01230	group_1176	BB_RS04445	BB_E18	67.538	459	8.34e-37
CBONDI_01232	group_1177	BB_RS04455	BB_E20	69.935	306	3.5499999999999998e-34
CBONDI_01233	group_1178	BB_RS04520	BB_G06	80.443	542	1.22e-142
CBONDI_01234	group_1179	BB_RS04290	BB_G06	78.114	297	2.85e-60
CBONDI_01235	group_1180	BB_RS05450	BB_C05	77.465	213	1.42e-41
CBONDI_01236	group_1181	BB_RS05965	BB_P25	88.372	172	7.61e-59
CBONDI_01237	group_1182	BB_RS05955	BB_P23	79.082	196	3.6299999999999995e-42
CBONDI_01238	group_1183	BB_RS04730	BB_J23	67.062	422	1.09e-24
CBONDI_01313	group_1187	BB_RS05820	BB_F32	69.307	303	9.33e-29
CBONDI_01315	group_1188	BB_RS04820		86.538	52	4.39e-11
CEMKAM_00988	group_1374	BB_RS05925	BB_P17	75.336	223	1.12e-36
CEMKAM_00989	group_1375	BB_RS06760	BB_O15	86.905	168	6.71e-51
CEMKAM_01005	group_1372	BB_RS06030	BB_P38	87.5	64	4.38e-16
CEMKAM_01015	group_1371	BB_RS05980	BB_P28	81.148	366	1.26e-96
CEMKAM_01024	group_1377	BB_RS05945	BB_P21	90.459	283	3.21e-108
CEMKAM_01191	group_1373	BB_RS04820	BB_F32	75.152	165	1.2800000000000001e-22
CEMKAM_01193	group_602	BB_RS04820	BB_F32	74.691	162	4.41e-22
CEMKAM_01195	group_1378	BB_RS04820	BB_F32	74.545	165	9.87e-21
CFHKPG_00001	Uncharacterized protein BB_0001	BB_RS00005	BB_0001	100.0	564	0.0
CFHKPG_00002	Glycoside hydrolase family 3 N-terminal domain-containing protein	BB_RS00010	BB_0002	100.0	1029	0.0
CFHKPG_00003	group_490	BB_RS00015	BB_0003	99.932	1467	0.0
CFHKPG_00004	group_2077	BB_RS00020	BB_0004	100.0	1794	0.0
CFHKPG_00005	trpS	BB_RS00025	BB_0005	100.0	1056	0.0
CFHKPG_00006	perM	BB_RS00030	BB_0006	100.0	1089	0.0
CFHKPG_00007	Uncharacterized protein BB_0007	BB_RS00035	BB_0007	100.0	858	0.0
CFHKPG_00008	cdaA	BB_RS00040	BB_0008	100.0	771	0.0
CFHKPG_00009	YbbR-like domain-containing protein BB-0009	BB_RS00045	BB_0009	100.0	1005	0.0
CFHKPG_00010	acpS	BB_RS00050	BB_0010	100.0	375	0.0
CFHKPG_00011	Uncharacterized protein BB_0011	BB_RS00055	BB_0011	100.0	840	0.0
CFHKPG_00012	truA	BB_RS00060	BB_0012	100.0	741	0.0
CFHKPG_00013	Uncharacterized protein BB_0013	BB_RS00065	BB_0013	100.0	600	0.0
CFHKPG_00014	priA	BB_RS00070	BB_0014	100.0	1983	0.0
CFHKPG_00015	udk	BB_RS00075	BB_0015	100.0	621	0.0
CFHKPG_00016	pspE	BB_RS00080	BB_0016	100.0	372	0.0
CFHKPG_00017	yitT	BB_RS00085	BB_0017	100.0	810	0.0
CFHKPG_00018	rluD	BB_RS00090	BB_0018	100.0	981	0.0
CFHKPG_00019	Uncharacterized protein BB_0019	BB_RS00095	BB_0019	100.0	513	0.0
CFHKPG_00020	pfp	BB_RS00100	BB_0020	99.94	1668	0.0
CFHKPG_00021	queA	BB_RS00105	BB_0021	100.0	432	0.0
CFHKPG_00023	ruvB	BB_RS00110	BB_0022	100.0	1044	0.0
CFHKPG_00024	ruvA	BB_RS00115	BB_0023	100.0	594	0.0
CFHKPG_00025	yliI	BB_RS00120	BB_0024	100.0	1140	0.0
CFHKPG_00026	tACO1	BB_RS00125	BB_0025	100.0	732	0.0
CFHKPG_00027	folD	BB_RS00130	BB_0026	100.0	906	0.0
CFHKPG_00028	Uncharacterized protein BB_0027	BB_RS00135	BB_0027	100.0	639	0.0
CFHKPG_00029	bamB	BB_RS00140	BB_0028	100.0	1050	0.0
CFHKPG_00030	yaiI	BB_RS00145	BB_0029	100.0	432	0.0
CFHKPG_00031	group_1979	BB_RS00150	BB_0030	100.0	636	0.0
CFHKPG_00032	group_1474	BB_RS00155	BB_0031	100.0	981	0.0
CFHKPG_00033	yfmG	BB_RS00160	BB_0032	99.932	1473	0.0
CFHKPG_00034	smpB	BB_RS00165	BB_0033	100.0	453	0.0
CFHKPG_00035	group_1878	BB_RS00170	BB_0034	100.0	540	0.0
CFHKPG_00036	parC	BB_RS00175	BB_0035	100.0	1881	0.0
CFHKPG_00037	parE	BB_RS00180	BB_0036	100.0	1800	0.0
CFHKPG_00038	plsC	BB_RS00185	BB_0037	100.0	753	0.0
CFHKPG_00039	Uncharacterized protein BB_0038	BB_RS00190	BB_0038	100.0	1518	0.0
CFHKPG_00040	Uncharacterized protein BB_0039	BB_RS00195	BB_0039	100.0	1503	0.0
CFHKPG_00041	group_1570	BB_RS00200	BB_0040	100.0	852	0.0
CFHKPG_00042	phoU	BB_RS00205	BB_0042	100.0	672	0.0
CFHKPG_00043	Uncharacterized protein BB_0043	BB_RS00210	BB_0043	100.0	1041	0.0
CFHKPG_00044	Uncharacterized protein BB_0044	BB_RS00215	BB_0044	100.0	402	0.0
CFHKPG_00045	smc	BB_RS00220	BB_0045	100.0	2448	0.0
CFHKPG_00046	rnhB	BB_RS00225	BB_0046	100.0	546	0.0
CFHKPG_00047	bpuR	BB_RS00230	BB_0047	100.0	369	0.0
CFHKPG_00050	group_1906	BB_RS00245	BB_0050	100.0	675	0.0
CFHKPG_00051	yhhQ	BB_RS00250	BB_0051	100.0	690	0.0
CFHKPG_00052	trmH	BB_RS00255	BB_0052	100.0	657	0.0
CFHKPG_00053	ung	BB_RS00260	BB_0053	100.0	672	0.0
CFHKPG_00054	secG	BB_RS00265	BB_0054	100.0	363	0.0
CFHKPG_00055	tpiA	BB_RS00270	BB_0055	100.0	762	0.0
CFHKPG_00056	pgk	BB_RS00275	BB_0056	100.0	1182	0.0
CFHKPG_00057	gap	BB_RS00280	BB_0057	100.0	1008	0.0
CFHKPG_00058	bepA	BB_RS00285	BB_0058	100.0	1971	0.0
CFHKPG_00059	group_341	BB_RS00290	BB_0059	99.872	780	0.0
CFHKPG_00060	ybeY	BB_RS00295	BB_0060	100.0	468	0.0
CFHKPG_00061	trxA	BB_RS00300	BB_0061	100.0	354	0.0
CFHKPG_00062	rsmE1	BB_RS00305	BB_0062	100.0	717	0.0
CFHKPG_00063	pASTA	BB_RS00310	BB_0063	100.0	1008	0.0
CFHKPG_00064	fmt	BB_RS00315	BB_0064	100.0	939	0.0
CFHKPG_00065	def	BB_RS00320	BB_0065	100.0	498	0.0
CFHKPG_00066	Uncharacterized protein BB_0066	BB_RS00325	BB_0066	100.0	690	0.0
CFHKPG_00067	pepP	BB_RS00330	BB_0067	99.944	1779	0.0
CFHKPG_00068	cof	BB_RS00335	BB_0068	100.0	882	0.0
CFHKPG_00069	ampS	BB_RS00340	BB_0069	100.0	1239	0.0
CFHKPG_00070	yuiD	BB_RS00345	BB_0070	100.0	462	0.0
CFHKPG_00071	group_199	BB_RS00350	BB_0071	100.0	1473	0.0
CFHKPG_00072	rnfC	BB_RS00355	BB_0072	100.0	2322	0.0
CFHKPG_00073	Uncharacterized protein BB_0073	BB_RS00360	BB_0073	100.0	561	0.0
CFHKPG_00074	prfB	BB_RS00365	BB_0074	99.904	1047	0.0
CFHKPG_00075	PEGA domain-containing protein	BB_RS00370	BB_0075	100.0	1410	0.0
CFHKPG_00076	ftsY	BB_RS00375	BB_0076	100.0	846	0.0
CFHKPG_00077	Sugar-binding protein	BB_RS00380	BB_0077	100.0	1029	0.0
CFHKPG_00078	Permease family protein	BB_RS00385	BB_0078	99.92	1255	0.0
CFHKPG_00079	lolD	BB_RS00390	BB_0080	100.0	681	0.0
CFHKPG_00080	lolC	BB_RS00395	BB_0081	100.0	1251	0.0
CFHKPG_00081	DUF4179 domain-containing protein	BB_RS00400	BB_0082	100.0	1299	0.0
CFHKPG_00082	DUF1828 domain-containing protein	BB_RS00405	BB_0083	100.0	321	9.47e-167
CFHKPG_00083	csd	BB_RS00410	BB_0084	100.0	1269	0.0
CFHKPG_00084	iscU	BB_RS00415	BB_0085	100.0	426	0.0
CFHKPG_00085	yifB	BB_RS00420	BB_0086	100.0	1536	0.0
CFHKPG_00086	ldh	BB_RS00425	BB_0087	99.895	951	0.0
CFHKPG_00087	lepA	BB_RS00430	BB_0088	100.0	1680	0.0
CFHKPG_00088	Uncharacterized protein BB_0089	BB_RS00435	BB_0089	100.0	975	0.0
CFHKPG_00089	V-type ATP synthase subunit K	BB_RS00440	BB_0090	100.0	435	0.0
CFHKPG_00090	atpI	BB_RS00445	BB_0091	99.945	1827	0.0
CFHKPG_00091	atpD	BB_RS00450	BB_0092	100.0	609	0.0
CFHKPG_00092	atpB	BB_RS00455	BB_0093	100.0	1305	0.0
CFHKPG_00093	atpA	BB_RS00460	BB_0094	100.0	1728	0.0
CFHKPG_00094	Uncharacterized protein BB_0095	BB_RS00465	BB_0095	100.0	546	0.0
CFHKPG_00095	atpE	BB_RS00470	BB_0096	100.0	600	0.0
CFHKPG_00096	Uncharacterized protein BB_0097	BB_RS00475	BB_0097	100.0	387	0.0
CFHKPG_00097	mutS2	BB_RS00480	BB_0098	100.0	2343	0.0
CFHKPG_00098	rsgA	BB_RS00485	BB_0099	100.0	924	0.0
CFHKPG_00099	murI	BB_RS00490	BB_0100	100.0	786	0.0
CFHKPG_00100	asnS	BB_RS00495	BB_0101	100.0	1389	0.0
CFHKPG_00101	SPOR domain-containing protein	BB_RS00500	BB_0102	100.0	522	0.0
CFHKPG_00102	hpt1	BB_RS00505	BB_0103	100.0	594	0.0
CFHKPG_00103	degQ	BB_RS00510	BB_0104	100.0	1425	0.0
CFHKPG_00104	map	BB_RS00515	BB_0105	100.0	756	0.0
CFHKPG_00105	group_1692	BB_RS00520	BB_0106	100.0	1668	0.0
CFHKPG_00106	nusB	BB_RS00525	BB_0107	100.0	429	0.0
CFHKPG_00107	surA	BB_RS00530	BB_0108	100.0	1011	0.0
CFHKPG_00108	paaJ	BB_RS00535	BB_0109	100.0	1197	0.0
CFHKPG_00109	group_128	BB_RS00540	BB_0110	100.0	1365	0.0
CFHKPG_00110	dnaB	BB_RS00545	BB_0111	100.0	1368	0.0
CFHKPG_00111	rplI	BB_RS00550	BB_0112	100.0	522	0.0
CFHKPG_00112	rpsR	BB_RS00555	BB_0113	100.0	291	1.4999999999999998e-150
CFHKPG_00113	ssb	BB_RS00560	BB_0114	100.0	450	0.0
CFHKPG_00114	rpsF	BB_RS00565	BB_0115	100.0	420	0.0
CFHKPG_00115	ptsG2	BB_RS00570	BB_0116	100.0	1695	0.0
CFHKPG_00116	yqfA	BB_RS00575	BB_0117	100.0	702	0.0
CFHKPG_00117	rseP	BB_RS00580	BB_0118	100.0	1302	0.0
CFHKPG_00118	Phosphatidate cytidylyltransferase	BB_RS00585	BB_0119	100.0	852	0.0
CFHKPG_00119	uppS	BB_RS00590	BB_0120	100.0	693	0.0
CFHKPG_00120	frr	BB_RS00595	BB_0121	100.0	555	0.0
CFHKPG_00121	tsf	BB_RS00600	BB_0122	100.0	840	0.0
CFHKPG_00122	rpsB	BB_RS00605	BB_0123	100.0	783	0.0
CFHKPG_00123	group_351	BB_RS00610	BB_0124	100.0	279	4.7e-144
CFHKPG_00124	group_352	BB_RS00615	BB_0125	100.0	723	0.0
CFHKPG_00125	group_204	BB_RS00620	BB_0126	100.0	612	0.0
CFHKPG_00126	rpsA	BB_RS00625	BB_0127	100.0	1656	0.0
CFHKPG_00127	cmk	BB_RS00630	BB_0128	100.0	666	0.0
CFHKPG_00128	rsuA	BB_RS00635	BB_0129	100.0	750	0.0
CFHKPG_00129	Segregation and condensation protein A	BB_RS00640	BB_0130	100.0	768	0.0
CFHKPG_00130	recA	BB_RS00645	BB_0131	100.0	1098	0.0
CFHKPG_00131	greA	BB_RS00650	BB_0132	100.0	2706	0.0
CFHKPG_00132	group_1415	BB_RS00655	BB_0133	100.0	945	0.0
CFHKPG_00133	group_2046	BB_RS00660	BB_0134	100.0	1128	0.0
CFHKPG_00134	hisS	BB_RS00665	BB_0135	100.0	1371	0.0
CFHKPG_00135	ftsI	BB_RS00670	BB_0136	100.0	1890	0.0
CFHKPG_00136	group_1470	BB_RS00675	BB_0137	100.0	1893	0.0
CFHKPG_00137	Nitrogen regulatory protein P-II	BB_RS00685	BB_0139	100.0	312	6.42e-162
CFHKPG_00138	Acriflavine resistance protein	BB_RS00690	BB_0140	99.907	3216	0.0
CFHKPG_00139	acrA	BB_RS00695	BB_0141	100.0	954	0.0
CFHKPG_00140	tolC	BB_RS00700	BB_0142	100.0	1287	0.0
CFHKPG_00141	group_516	BB_RS00705	BB_0143	100.0	189	2.21e-95
CFHKPG_00142	proX	BB_RS00710	BB_0144	100.0	873	0.0
CFHKPG_00143	proW	BB_RS00715	BB_0145	100.0	900	0.0
CFHKPG_00144	proV	BB_RS00720	BB_0146	100.0	1119	0.0
CFHKPG_00145	flaB	BB_RS00725	BB_0147	100.0	1011	0.0
CFHKPG_00146	fliD	BB_RS00730	BB_0149	100.0	1998	0.0
CFHKPG_00147	nagA	BB_RS00735	BB_0151	100.0	1206	0.0
CFHKPG_00148	nagB	BB_RS00740	BB_0152	100.0	807	0.0
CFHKPG_00149	sod	BB_RS00745	BB_0153	100.0	612	0.0
CFHKPG_00150	secA	BB_RS00750	BB_0154	100.0	2700	0.0
CFHKPG_00151	group_358	BB_RS00755	BB_0155	100.0	1137	0.0
CFHKPG_00152	group_205	BB_RS00760	BB_0156	100.0	435	0.0
CFHKPG_00153	Integral membrane protein	BB_RS00765	BB_0157	100.0	417	0.0
CFHKPG_00154	group_147	BB_RS00770	BB_0158	100.0	717	0.0
CFHKPG_00155	S2/P23 family protein	BB_RS00775	BB_0159	100.0	675	0.0
CFHKPG_00156	alr	BB_RS00780	BB_0160	100.0	1119	0.0
CFHKPG_00157	YD repeat protein	BB_RS00785	BB_0161	100.0	1602	0.0
CFHKPG_00158	50S ribosomal protein L33	BB_RS07735	BB_0162	100.0	168	4.85e-84
CFHKPG_00159	group_1679	BB_RS00790	BB_0163	100.0	1749	0.0
CFHKPG_00160	K+-dependent Na+/Ca+ exchanger-like protein	BB_RS00795	BB_0164	100.0	987	0.0
CFHKPG_00161	putative glycosyl hydrolase, alpha amylase family	BB_RS00800	BB_0165	100.0	1845	0.0
CFHKPG_00162	4-alpha-glucanotransferase	BB_RS00805	BB_0166	100.0	1521	0.0
CFHKPG_00163	ompA	BB_RS00810	BB_0167	100.0	1170	0.0
CFHKPG_00164	dksA	BB_RS00815	BB_0168	100.0	378	0.0
CFHKPG_00165	infA	BB_RS00820	BB_0169	100.0	222	3.3999999999999997e-113
CFHKPG_00166	SH3b domain-containing protein	BB_RS00825	BB_0170	100.0	2004	0.0
CFHKPG_00167	tPR	BB_RS00830	BB_0171	100.0	588	0.0
CFHKPG_00168	terY	BB_RS00835	BB_0172	100.0	987	0.0
CFHKPG_00169	chlD	BB_RS00840	BB_0173	99.9	1002	0.0
CFHKPG_00170	batD	BB_RS00845	BB_0174	100.0	906	0.0
CFHKPG_00171	yeaD2	BB_RS00850	BB_0175	100.0	876	0.0
CFHKPG_00172	moxR	BB_RS00855	BB_0176	100.0	993	0.0
CFHKPG_00173	rsmG	BB_RS00860	BB_0177	100.0	627	0.0
CFHKPG_00174	mnmG	BB_RS00865	BB_0178	100.0	1866	0.0
CFHKPG_00175	mnmE	BB_RS00870	BB_0179	100.0	1395	0.0
CFHKPG_00176	flbF	BB_RS00875	BB_0180	100.0	495	0.0
CFHKPG_00177	flgK	BB_RS00880	BB_0181	100.0	1884	0.0
CFHKPG_00178	flgL	BB_RS00885	BB_0182	100.0	1275	0.0
CFHKPG_00179	fliW	BB_RS00890	BB_0183	100.0	393	0.0
CFHKPG_00180	csrA	BB_RS00895	BB_0184	100.0	246	3.3599999999999995e-126
CFHKPG_00181	tsaB	BB_RS00900	BB_0185	100.0	654	0.0
CFHKPG_00182	tsaE	BB_RS00905	BB_0186	100.0	414	0.0
CFHKPG_00183	group_1834	BB_RS00910	BB_0187	100.0	261	2.5799999999999996e-134
CFHKPG_00184	rplT	BB_RS00915	BB_0188	99.713	348	2.52e-180
CFHKPG_00185	rpmI	BB_RS00920	BB_0189	100.0	201	7.23e-102
CFHKPG_00186	infC	BB_RS00925	BB_0190	100.0	561	0.0
CFHKPG_00187	Yip1 domain-containing protein	BB_RS00930	BB_0192	100.0	654	0.0
CFHKPG_00188	group_1958	BB_RS00935	BB_0193	100.0	741	0.0
CFHKPG_00189	tatD	BB_RS00940	BB_0194	100.0	810	0.0
CFHKPG_00190	lapB	BB_RS00945	BB_0195	100.0	1140	0.0
CFHKPG_00191	prfA	BB_RS00365	BB_0074	77.596	183	2.05e-35
CFHKPG_00192	prmC	BB_RS00955	BB_0197	99.884	861	0.0
CFHKPG_00193	spoT	BB_RS00955	BB_0197	100.0	44	1.35e-15
CFHKPG_00194	Putative membrane protein	BB_RS00965	BB_0199	99.956	2265	0.0
CFHKPG_00195	ddl	BB_RS00970	BB_0200	100.0	1086	0.0
CFHKPG_00196	murE	BB_RS00975	BB_0201	100.0	1527	0.0
CFHKPG_00198	tlyC	BB_RS00985	BB_0202	100.0	1239	0.0
CFHKPG_00199	hflK	BB_RS00990	BB_0203	100.0	936	0.0
CFHKPG_00200	hflC	BB_RS00995	BB_0204	100.0	972	0.0
CFHKPG_00203	hDGYP	BB_RS01010	BB_0205	100.0	1578	0.0
CFHKPG_00204	rsmD	BB_RS01015	BB_0206	100.0	537	0.0
CFHKPG_00205	UTP--glucose-1-phosphate uridylyltransferase	BB_RS01020	BB_0207	100.0	837	0.0
CFHKPG_00206	BB_0208 family protein	BB_RS01025	BB_0208	99.943	1746	0.0
CFHKPG_00207	group_1720	BB_RS01030	BB_0209	100.0	768	0.0
CFHKPG_00208	lmp1	BB_RS01035	BB_0210	100.0	3360	0.0
CFHKPG_00209	mutL	BB_RS01040	BB_0211	100.0	1833	0.0
CFHKPG_00210	group_2002	BB_RS01045	BB_0212	100.0	1032	0.0
CFHKPG_00212	group_1953	BB_RS01055	BB_0213	100.0	654	0.0
CFHKPG_00213	efp	BB_RS01060	BB_0214	100.0	579	0.0
CFHKPG_00214	pstS	BB_RS01065	BB_0215	100.0	840	0.0
CFHKPG_00215	pstC	BB_RS01070	BB_0216	100.0	909	0.0
CFHKPG_00216	pstA	BB_RS01075	BB_0217	100.0	1437	0.0
CFHKPG_00217	pstB	BB_RS01080	BB_0218	100.0	783	0.0
CFHKPG_00218	zupT	BB_RS01085	BB_0219	100.0	822	0.0
CFHKPG_00219	alaS	BB_RS01090	BB_0220	100.0	1785	0.0
CFHKPG_00220	fliG	BB_RS01095	BB_0221	100.0	1218	0.0
CFHKPG_00221	pgl	BB_RS01100	BB_0222	100.0	708	0.0
CFHKPG_00222	Putative lipoprotein	BB_RS01105	BB_0223	100.0	354	0.0
CFHKPG_00223	group_103	BB_RS01110	BB_0224	100.0	285	2.66e-147
CFHKPG_00224	group_363	BB_RS01115	BB_0225	100.0	1008	0.0
CFHKPG_00225	serS	BB_RS01120	BB_0226	100.0	1278	0.0
CFHKPG_00226	DUF3298 domain-containing protein	BB_RS01125	BB_0227	100.0	702	0.0
CFHKPG_00227	cym1	BB_RS01130	BB_0228	100.0	2916	0.0
CFHKPG_00228	rpmE2	BB_RS01135	BB_0229	100.0	246	3.3599999999999995e-126
CFHKPG_00229	rho	BB_RS01140	BB_0230	100.0	1548	0.0
CFHKPG_00230	group_1630	BB_RS01145	BB_0231	100.0	408	0.0
CFHKPG_00231	hbb	BB_RS01150	BB_0232	100.0	327	4.85e-170
CFHKPG_00232	rpsT	BB_RS01155	BB_0233	100.0	258	1.0800000000000001e-132
CFHKPG_00233	Membrane associated protein	BB_RS01160	BB_0234	100.0	828	0.0
CFHKPG_00234	ychF	BB_RS01165	BB_0235	100.0	1107	0.0
CFHKPG_00235	yncE	BB_RS01170	BB_0236	100.0	2007	0.0
CFHKPG_00236	lnt	BB_RS01175	BB_0237	100.0	1566	0.0
CFHKPG_00237	group_1817	BB_RS01175	BB_0237	100.0	61	3.0099999999999997e-25
CFHKPG_00238	dck	BB_RS01185	BB_0239	100.0	603	0.0
CFHKPG_00239	glpF	BB_RS01190	BB_0240	100.0	765	0.0
CFHKPG_00240	glpK	BB_RS01195	BB_0241	100.0	1506	0.0
CFHKPG_00241	glpA	BB_RS01200	BB_0243	100.0	1563	0.0
CFHKPG_00242	yaaR	BB_RS01205	BB_0244	100.0	495	0.0
CFHKPG_00243	ccmA	BB_RS01210	BB_0245	100.0	555	0.0
CFHKPG_00244	group_1676	BB_RS01215	BB_0246	100.0	1026	0.0
CFHKPG_00245	rdgB	BB_RS01220	BB_0247	100.0	606	0.0
CFHKPG_00246	pepF	BB_RS01225	BB_0248	100.0	1773	0.0
CFHKPG_00247	pcs	BB_RS01230	BB_0249	100.0	705	0.0
CFHKPG_00248	dedA	BB_RS01235	BB_0250	100.0	615	0.0
CFHKPG_00250	leuS	BB_RS01245	BB_0251	100.0	2523	0.0
CFHKPG_00251	mMPL	BB_RS01250	BB_0252	99.957	2304	0.0
CFHKPG_00252	lon	BB_RS01255	BB_0253	100.0	2421	0.0
CFHKPG_00253	recJ	BB_RS01260	BB_0254	100.0	2127	0.0
CFHKPG_00254	nlpD	BB_RS01265	BB_0255	100.0	945	0.0
CFHKPG_00255	rpsU	BB_RS01270	BB_0256	100.0	210	9.87e-107
CFHKPG_00256	ftsK	BB_RS01275	BB_0257	99.958	2364	0.0
CFHKPG_00257	uppP	BB_RS01280	BB_0258	100.0	801	0.0
CFHKPG_00258	mltE	BB_RS01285	BB_0259	100.0	2154	0.0
CFHKPG_00259	group_148	BB_RS01290	BB_0260	100.0	1014	0.0
CFHKPG_00260	group_1658	BB_RS01295	BB_0261	100.0	1383	0.0
CFHKPG_00261	group_365	BB_RS01300	BB_0262	100.0	1254	0.0
CFHKPG_00262	lepB	BB_RS01305	BB_0263	100.0	507	0.0
CFHKPG_00263	dnaK	BB_RS01310	BB_0264	100.0	1470	0.0
CFHKPG_00264	Uncharacterized protein BB_0265	BB_RS01315	BB_0265	100.0	522	0.0
CFHKPG_00265	Uncharacterized protein BB_0266	BB_RS01320	BB_0266	100.0	303	4.78e-157
CFHKPG_00266	fapA	BB_RS01325	BB_0267	100.0	1905	0.0
CFHKPG_00267	hfq	BB_RS01330	BB_0268	100.0	480	0.0
CFHKPG_00268	group_1516	BB_RS01335	BB_0269	100.0	888	0.0
CFHKPG_00269	flhF	BB_RS01340	BB_0270	100.0	1167	0.0
CFHKPG_00270	flhA	BB_RS01345	BB_0271	100.0	2091	0.0
CFHKPG_00271	flhB	BB_RS01350	BB_0272	100.0	1119	0.0
CFHKPG_00272	fliR	BB_RS01355	BB_0273	100.0	789	0.0
CFHKPG_00273	fliQ	BB_RS01360	BB_0274	100.0	264	6.15e-136
CFHKPG_00274	fliP	BB_RS01365	BB_0275	100.0	765	0.0
CFHKPG_00275	fliZ	BB_RS01370	BB_0276	100.0	627	0.0
CFHKPG_00276	fliN	BB_RS01375	BB_0277	100.0	342	3.66e-178
CFHKPG_00277	fliM	BB_RS01380	BB_0278	100.0	1059	0.0
