assembly_id,contig_id,contig_len,plasmid_id,plasmid_name,strain,query_length,ref_length,overall_percent_identity,query_covered_length,ref_covered_length,covered_intervals,query_intervals,subject_hit_coords,query_coverage_percent,call_method
ESI284_scaffold,NODE_16_length_5944_cov_80.846878,5944,gb|AE001580.1|,cp32-8,B31,5944,30885,95.94108580236342,5831,5834,"[(9612, 10073), (10197, 15570)]","[(5483, 5944), (1, 5371)]","[(15570, 10197), (10073, 9612)]",98.09892328398384,wp
ESI284_scaffold,NODE_18_length_4016_cov_65.561399,4016,gb|CP001206.1|,cp32-1,ZS7,4016,30330,99.87549800796812,4015,4015,"[(14363, 18378)]","[(1, 4016)]","[(18378, 14363)]",99.97509960159364,wp
ESI284_scaffold,NODE_22_length_1611_cov_76.603175,1611,gb|CP019757.1|,cp32-2,B31_NRZ,1611,31245,92.35372340425532,1492,1495,"[(16237, 17469), (18272, 18535)]","[(1, 1230), (1348, 1611)]","[(16237, 17469), (18272, 18535)]",92.6132836747362,wp
ESI284_scaffold,NODE_24_length_1326_cov_152.642217,1326,gb|AE000783.1|,chromosome,B31,1326,910724,100.0,1325,2650,"[(436972, 438297), (440217, 441542)]","[(1, 1326)]","[(436972, 438297), (440217, 441542)]",99.92458521870287,wp
ESI284_scaffold,NODE_27_length_1128_cov_116.987366,1128,gb|CP001565.1|,cp32-12,Bol26,1128,31433,100.0,1127,1127,"[(3917, 5044)]","[(1, 1128)]","[(5044, 3917)]",99.91134751773048,wp
ESI284_scaffold,NODE_28_length_1005_cov_127.122517,1005,gb|CP001205.1|,chromosome,ZS7,1005,906707,99.9004975124378,1004,1004,"[(435406, 436410)]","[(1, 1005)]","[(435406, 436410)]",99.9004975124378,wp
ESI284_scaffold,contig_107_RagTag,1283,gb|CP001565.1|,cp32-12,Bol26,1283,31433,100.0,1282,1282,"[(374, 1656)]","[(1, 1283)]","[(1656, 374)]",99.9220576773188,wp
ESI284_scaffold,contig_110_RagTag,1477,gb|CP017208.1|,cp32-6,B331,1477,30017,98.1719702098849,1476,1476,"[(11868, 13344)]","[(1, 1477)]","[(13344, 11868)]",99.93229519295868,wp
ESI284_scaffold,contig_1_RagTag,910576,NE_5261_chromosome_ParA_2,chromosome,NE_5261,910576,380,100.0,1097,365,"[(1, 366)]","[(540547, 541644)]","[(1, 366)]",0.1204731949886665,pf32
ESI284_scaffold,contig_21_RagTag,28424,RS05395_Bol26_Bol26_lp28-9_ParA_X,lp28-9,RS05395,28424,254,100.0,761,253,"[(1, 254)]","[(20118, 20879)]","[(1, 254)]",2.6773149451168026,pf32
ESI284_scaffold,contig_23_RagTag,27851,RS01095_ZS7_ZS7_cp32-3+10_ParA_X,cp32-3+10,RS01095,27851,251,100.0,752,250,"[(1, 251)]","[(6190, 6942)]","[(1, 251)]",2.700082582313023,pf32
ESI284_scaffold,contig_24_RagTag,5180,RS01295_JD1_JD1_cp32-1+5_ParA_X,cp32-1+5,RS01295,5180,257,100.0,770,256,"[(1, 257)]","[(2261, 3031)]","[(1, 257)]",14.864864864864863,pf32
ESI284_scaffold,contig_2_RagTag,53815,A20_B31_lp54_ParA_X,lp54,A20,53815,250,100.0,749,249,"[(1, 250)]","[(39421, 40170)]","[(1, 250)]",1.391805258756852,pf32
ESI284_scaffold,contig_32_RagTag,3411,gb|CP001206.1|,cp32-1,ZS7,3411,30330,99.85341542069774,3410,3409,"[(25116, 28525)]","[(1, 3411)]","[(25116, 28525)]",99.97068308413957,wp
ESI284_scaffold,contig_37_RagTag,11061,gb|CP001211.1|,cp32-9,ZS7,11061,30467,99.62936177906346,11059,11060,"[(29624, 30467), (1, 10218)]","[(10218, 11061), (1, 10217)]","[(10218, 1), (30467, 29624)]",99.9819184522195,wp
ESI284_scaffold,contig_3_RagTag,26464,NE_5261_cp26_ParA_1,cp26,NE_5261,26464,253,100.0,758,252,"[(1, 253)]","[(6755, 7513)]","[(1, 253)]",2.864268440145102,pf32
ESI284_scaffold,contig_41_RagTag,1625,gb|AE001580.1|,cp32-8,B31,1625,30885,99.89868287740627,983,983,"[(5190, 5510), (5440, 5654), (5047, 5274), (6093, 6315)]","[(750, 964), (1403, 1625), (329, 649), (1, 228)]","[(5190, 5510), (5047, 5274), (6093, 6315), (5440, 5654)]",60.49230769230769,wp
ESI284_scaffold,contig_46_RagTag,1196,gb|CP001570.1|,cp32-9,Bol26,1196,30597,100.0,993,993,"[(11761, 12079), (11209, 11557), (11473, 11800)]","[(420, 747), (1, 319), (848, 1196)]","[(11557, 11209), (11800, 11473), (12079, 11761)]",83.0267558528428,wp
ESI284_scaffold,contig_4_RagTag,25338,RS06760_Bol26_Bol26_lp28-3_ParA_X,lp28-3,RS06760,25338,251,98.79032258064515,743,247,"[(1, 248)]","[(14221, 14964)]","[(1, 248)]",2.932354566264109,pf32
ESI284_scaffold,contig_53_RagTag,1301,gb|CP001565.1|,cp32-12,Bol26,1301,31433,99.7694081475788,1300,1300,"[(1558, 2858)]","[(1, 1301)]","[(2858, 1558)]",99.92313604919292,wp
ESI284_scaffold,contig_58_RagTag,2635,gb|CP001450.1|,cp32-6,WI91-23,2635,30017,98.74762808349146,2634,2634,"[(6565, 9199)]","[(1, 2635)]","[(9199, 6565)]",99.96204933586338,wp
ESI284_scaffold,contig_5_RagTag,26888,RS05930_ZS7_ZS7_lp28-4_ParA_X,lp28-4,RS05930,26888,250,100.0,749,249,"[(1, 250)]","[(12615, 13364)]","[(1, 250)]",2.7856292770008926,pf32
ESI284_scaffold,contig_6_RagTag,36839,K21_B31_lp36_ParA_X,lp36,K21,36839,249,100.0,728,242,"[(1, 243)]","[(13498, 14226)]","[(1, 243)]",1.976166562610277,pf32
ESI284_scaffold,contig_7_RagTag,34502,RS00875_MM1_plsm_lp17_ParA_X,lp17,RS00875,34502,246,100.0,1450,241,"[(1, 242)]","[(30915, 31640), (2863, 3588)]","[(1, 242), (1, 242)]",4.202654918555447,pf32
ESI284_scaffold,contig_8_RagTag,17456,N32_B31_cp32-9_ParA_X,cp32-9,N32,17456,251,100.0,743,247,"[(1, 248)]","[(8785, 9528)]","[(1, 248)]",4.256416131989001,pf32
ESI285_scaffold,NODE_11_length_20059_cov_184.896743,20059,K21_B31_lp36_ParA_X,lp36,K21,20059,249,100.0,728,242,"[(1, 243)]","[(11609, 12337)]","[(1, 243)]",3.629293583927414,pf32
ESI285_scaffold,NODE_15_length_13639_cov_17.821062,13639,F24_B31_lp28-1_ParA_X,lp28-1,F24,13639,254,100.0,761,253,"[(1, 254)]","[(5361, 6122)]","[(1, 254)]",5.579587946330376,pf32
ESI285_scaffold,NODE_16_length_13359_cov_100.713952,13359,RS00580_ZS7_ZS7_cp32-12_ParA_X,cp32-12,RS00580,13359,260,100.0,779,259,"[(1, 260)]","[(5621, 6400)]","[(1, 260)]",5.831274796017666,pf32
ESI285_scaffold,NODE_17_length_12974_cov_106.627573,12974,gb|CP001211.1|,cp32-9,ZS7,12974,30467,99.56836750423923,12973,12973,"[(612, 13585)]","[(1, 12974)]","[(612, 13585)]",99.99229227686142,wp
ESI285_scaffold,NODE_21_length_4555_cov_88.486535,4555,O32_B31_cp32-7_ParA_X,cp32-7,O32,4555,249,100.0,746,248,"[(1, 249)]","[(2201, 2947)]","[(1, 249)]",16.37760702524698,pf32
ESI285_scaffold,NODE_22_length_4052_cov_53.076398,4052,gb|CP001206.1|,cp32-1,ZS7,4052,30330,99.8025666337611,4051,4051,"[(25116, 29167)]","[(1, 4052)]","[(29167, 25116)]",99.97532082922014,wp
ESI285_scaffold,NODE_25_length_3381_cov_85.812005,3381,gb|CP001208.1|,cp32-4,ZS7,3381,30964,99.5267672286306,3380,3371,"[(14633, 18004)]","[(1, 3381)]","[(18004, 14633)]",99.9704229517894,wp
ESI285_scaffold,NODE_28_length_3021_cov_65.853525,3021,gb|CP001208.1|,cp32-4,ZS7,3021,30964,100.0,3020,3020,"[(8536, 11556)]","[(1, 3021)]","[(8536, 11556)]",99.96689837802052,wp
ESI285_scaffold,NODE_29_length_2962_cov_55.839679,2962,P32_B31_cp32-1_ParA_X,cp32-1,P32,2962,246,100.0,737,245,"[(1, 246)]","[(1532, 2269)]","[(1, 246)]",24.88183659689399,pf32
ESI285_scaffold,NODE_35_length_1476_cov_17.026667,1476,gb|AE000794.2|,lp28-1,B31,1476,28155,92.47708757637476,3404,7786,"[(19351, 20084), (25431, 26162), (21079, 21815), (20506, 21221), (23721, 24434), (26581, 27931), (24291, 25004), (22740, 23392), (24861, 25580), (18776, 19500)]","[(768, 1476), (2, 1344), (829, 1476), (768, 1475)]","[(26581, 27931), (24434, 23721), (25580, 24861), (20084, 19351), (25004, 24291), (19500, 18776), (21221, 20506), (26162, 25431), (21815, 21079), (23392, 22740)]",230.6233062330623,wp
ESI285_scaffold,NODE_37_length_1408_cov_65.487395,1408,gb|CP001208.1|,cp32-4,ZS7,1408,30964,100.0,1407,1407,"[(612, 2019)]","[(1, 1408)]","[(2019, 612)]",99.92897727272728,wp
ESI285_scaffold,NODE_41_length_1217_cov_66.432916,1217,gb|CP001206.1|,cp32-1,ZS7,1217,30330,99.83566146261298,1216,1216,"[(16929, 18145)]","[(1, 1217)]","[(18145, 16929)]",99.9178307313065,wp
ESI285_scaffold,NODE_42_length_1167_cov_171.442884,1167,gb|AE000783.1|,chromosome,B31,1167,910724,100.0,1166,2332,"[(435533, 436699), (438778, 439944)]","[(1, 1167)]","[(436699, 435533), (439944, 438778)]",99.91431019708654,wp
ESI285_scaffold,NODE_43_length_1073_cov_97.939425,1073,gb|CP002240.1|,cp32-10,N40,1073,30154,99.81360671015842,1072,1072,"[(6164, 7236)]","[(1, 1073)]","[(7236, 6164)]",99.90680335507922,wp
ESI285_scaffold,NODE_44_length_1071_cov_213.379630,1071,gb|CP001201.1|,lp36,ZS7,1071,36852,99.90662931839402,1070,1069,"[(21949, 23018)]","[(1, 1071)]","[(21949, 23018)]",99.90662931839402,wp
ESI285_scaffold,NODE_45_length_1013_cov_161.044858,1013,gb|AE000783.1|,chromosome,B31,1013,910724,100.0,1012,2024,"[(437285, 438297), (440530, 441542)]","[(1, 1013)]","[(437285, 438297), (440530, 441542)]",99.90128331688057,wp
ESI285_scaffold,contig_110_RagTag,1604,gb|CP001206.1|,cp32-1,ZS7,1604,30330,99.93765586034912,1603,1603,"[(11860, 13463)]","[(1, 1604)]","[(13463, 11860)]",99.93765586034912,wp
ESI285_scaffold,contig_13_RagTag,7299,RS01520_MM1_plsm_cp32-6_ParA_X,cp32-6,RS01520,7299,249,100.0,746,248,"[(1, 249)]","[(2321, 3067)]","[(1, 249)]",10.220578161391972,pf32
ESI285_scaffold,contig_15_RagTag,30001,RS06245_ZS7_ZS7_lp28-2_ParA_X,lp28-2,RS06245,30001,255,100.0,764,254,"[(1, 255)]","[(23160, 23924)]","[(1, 255)]",2.546581780607313,pf32
ESI285_scaffold,contig_1_RagTag,910499,NE_5261_chromosome_ParA_2,chromosome,NE_5261,910499,380,100.0,1097,365,"[(1, 366)]","[(540625, 541722)]","[(1, 366)]",0.1204833832876258,pf32
ESI285_scaffold,contig_22_RagTag,1253,gb|CP001567.1|,lp36,Bol26,1253,36936,99.84038308060654,1252,1252,"[(166, 1418)]","[(1, 1253)]","[(1418, 166)]",99.92019154030328,wp
ESI285_scaffold,contig_23_RagTag,27935,RS01095_ZS7_ZS7_cp32-3+10_ParA_X,cp32-3+10,RS01095,27935,251,100.0,752,250,"[(1, 251)]","[(6295, 7047)]","[(1, 251)]",2.6919634866654736,pf32
ESI285_scaffold,contig_28_RagTag,4531,gb|CP001492.1|,cp32-7,94a,4531,30433,98.53306251410515,4429,4429,"[(11441, 12780), (8449, 11539)]","[(3192, 4531), (1, 3091)]","[(8449, 11539), (11441, 12780)]",97.74884131538292,wp
ESI285_scaffold,contig_2_RagTag,53068,A20_B31_lp54_ParA_X,lp54,A20,53068,250,100.0,749,249,"[(1, 250)]","[(38418, 39167)]","[(1, 250)]",1.4113966985754127,pf32
ESI285_scaffold,contig_32_RagTag,3666,gb|AE001578.1|,cp32-6,B31,3666,29838,96.53085921742638,2475,2475,"[(27783, 28195), (24991, 27054)]","[(1, 2064), (3253, 3665)]","[(24991, 27054), (27783, 28195)]",67.51227495908347,wp
ESI285_scaffold,contig_35_RagTag,14037,gb|CP001201.1|,lp36,ZS7,14037,36852,95.6546838100236,18943,18943,"[(28701, 31210), (31062, 33564), (22920, 36852)]","[(1, 13933), (5782, 8291), (8143, 10645)]","[(22920, 36852), (31062, 33564), (28701, 31210)]",134.95048799601054,wp
ESI285_scaffold,contig_37_RagTag,2557,gb|CP001572.1|,cp32-5,Bol26,2557,30186,99.87271955876112,2354,2354,"[(3509, 4977), (2819, 3149), (3051, 3607)]","[(1570, 2126), (1, 1469), (2227, 2557)]","[(4977, 3509), (3607, 3051), (3149, 2819)]",92.06100899491592,wp
ESI285_scaffold,contig_38_RagTag,1489,gb|AE001578.1|,cp32-6,B31,1489,29838,99.93284083277368,1488,1488,"[(16318, 17806)]","[(1, 1489)]","[(16318, 17806)]",99.93284083277368,wp
ESI285_scaffold,contig_39_RagTag,2002,gb|CP001208.1|,cp32-4,ZS7,2002,30964,99.95004995004994,2001,2001,"[(26441, 28442)]","[(1, 2002)]","[(26441, 28442)]",99.95004995004994,wp
ESI285_scaffold,contig_3_RagTag,26613,NE_5261_cp26_ParA_1,cp26,NE_5261,26613,253,100.0,758,252,"[(1, 253)]","[(10295, 11053)]","[(1, 253)]",2.848232067034908,pf32
ESI285_scaffold,contig_41_RagTag,2254,gb|AE001579.1|,cp32-7,B31,2254,30800,99.71830985915491,2128,2128,"[(4878, 5273), (5398, 7131)]","[(521, 2254), (1, 396)]","[(5398, 7131), (4878, 5273)]",94.40993788819875,wp
ESI285_scaffold,contig_45_RagTag,3348,gb|CP019757.1|,cp32-2,B31_NRZ,3348,31245,99.1636798088411,3347,3347,"[(7311, 10658)]","[(1, 3348)]","[(10658, 7311)]",99.97013142174433,wp
ESI285_scaffold,contig_47_RagTag,3532,gb|CP124086.1|,lp17,Am315,3532,16517,99.94337485843717,3530,1765,"[(1, 1766)]","[(1, 1766), (1767, 3532)]","[(1, 1766), (1766, 1)]",99.94337485843717,wp
ESI285_scaffold,contig_4_RagTag,94577,RS00040_ZS7_ZS7_lp25_ParA_X,lp25,RS00040,94577,252,100.0,1510,251,"[(1, 252)]","[(11504, 12259), (36590, 37345)]","[(1, 252), (1, 252)]",1.5965826786639457,pf32
ESI285_scaffold,contig_53_RagTag,1256,gb|CP001200.1|,cp32-12,ZS7,1256,29806,100.0,1255,1255,"[(782, 2037)]","[(1, 1256)]","[(2037, 782)]",99.92038216560508,wp
ESI285_scaffold,contig_5_RagTag,26863,RS05930_ZS7_ZS7_lp28-4_ParA_X,lp28-4,RS05930,26863,250,100.0,749,249,"[(1, 250)]","[(12661, 13410)]","[(1, 250)]",2.7882217176041397,pf32
ESI285_scaffold,contig_6_RagTag,2675,gb|CP001210.1|,lp28-1,ZS7,2675,23422,100.0,2674,2674,"[(19372, 22046)]","[(1, 2675)]","[(19372, 22046)]",99.96261682242992,wp
ESI285_scaffold,contig_7_RagTag,18831,RS00875_MM1_plsm_lp17_ParA_X,lp17,RS00875,18831,246,100.0,1450,241,"[(1, 242)]","[(11574, 12299), (17974, 18699)]","[(1, 242), (1, 242)]",7.700069035101693,pf32
ESI285_scaffold,contig_8_RagTag,15377,N32_B31_cp32-9_ParA_X,cp32-9,N32,15377,251,100.0,743,247,"[(1, 248)]","[(6410, 7153)]","[(1, 248)]",4.831891786434285,pf32
ESI285_scaffold,contig_92_RagTag,1041,gb|CP001572.1|,cp32-5,Bol26,1041,30186,99.89373007438896,939,939,"[(13356, 13830), (13754, 14219)]","[(567, 1041), (1, 466)]","[(13830, 13356), (14219, 13754)]",90.20172910662824,wp
ESI286_scaffold,NODE_11_length_19994_cov_258.222066,19994,K21_B31_lp36_ParA_X,lp36,K21,19994,249,100.0,728,242,"[(1, 243)]","[(7723, 8451)]","[(1, 243)]",3.641092327698309,pf32
ESI286_scaffold,NODE_12_length_15644_cov_25.562757,15644,F24_B31_lp28-1_ParA_X,lp28-1,F24,15644,254,100.0,761,253,"[(1, 254)]","[(7518, 8279)]","[(1, 254)]",4.864484786499617,pf32
ESI286_scaffold,NODE_18_length_7367_cov_580.947166,7367,RS00875_MM1_plsm_lp17_ParA_X,lp17,RS00875,7367,246,100.0,1450,241,"[(1, 242)]","[(6531, 7256), (133, 858)]","[(1, 242), (1, 242)]",19.68236731369621,pf32
ESI286_scaffold,NODE_22_length_5133_cov_108.591577,5133,gb|CP001208.1|,cp32-4,ZS7,5133,30964,99.98051821546854,5132,5132,"[(14633, 19765)]","[(1, 5133)]","[(19765, 14633)]",99.98051821546854,wp
ESI286_scaffold,NODE_29_length_2592_cov_101.235860,2592,gb|CP001206.1|,cp32-1,ZS7,2592,30330,99.96141975308642,2591,2591,"[(16929, 19520)]","[(1, 2592)]","[(16929, 19520)]",99.96141975308642,wp
ESI286_scaffold,NODE_38_length_1489_cov_4.056835,1489,gb|AE001578.1|,cp32-6,B31,1489,29838,99.12693082605776,1488,1488,"[(16318, 17806)]","[(1, 1489)]","[(16318, 17806)]",99.93284083277368,wp
ESI286_scaffold,NODE_39_length_1408_cov_70.961803,1408,gb|CP001208.1|,cp32-4,ZS7,1408,30964,100.0,1407,1407,"[(612, 2019)]","[(1, 1408)]","[(2019, 612)]",99.92897727272728,wp
ESI286_scaffold,NODE_43_length_1229_cov_334.284071,1229,gb|CP001200.1|,cp32-12,ZS7,1229,29806,100.0,1228,1228,"[(1924, 3152)]","[(1, 1229)]","[(3152, 1924)]",99.9186330349878,wp
ESI286_scaffold,NODE_44_length_1194_cov_4.487671,1194,gb|CP001492.1|,cp32-7,94a,1194,30433,98.40871021775544,1193,1193,"[(9256, 10449)]","[(1, 1194)]","[(10449, 9256)]",99.91624790619764,wp
ESI286_scaffold,NODE_45_length_1191_cov_280.423993,1191,gb|CP001201.1|,lp36,ZS7,1191,36852,100.0,1190,1190,"[(21949, 23139)]","[(1, 1191)]","[(23139, 21949)]",99.91603694374476,wp
ESI286_scaffold,NODE_46_length_1167_cov_239.429775,1167,gb|AE000783.1|,chromosome,B31,1167,910724,100.0,1166,2332,"[(435533, 436699), (438778, 439944)]","[(1, 1167)]","[(436699, 435533), (439944, 438778)]",99.91431019708654,wp
ESI286_scaffold,NODE_48_length_1104_cov_219.493532,1104,gb|AE001579.1|,cp32-7,B31,1104,30800,99.45652173913044,1103,1103,"[(3050, 4153)]","[(1, 1104)]","[(4153, 3050)]",99.90942028985508,wp
ESI286_scaffold,NODE_51_length_1013_cov_253.276805,1013,gb|AE000783.1|,chromosome,B31,1013,910724,100.0,1012,2024,"[(437285, 438297), (440530, 441542)]","[(1, 1013)]","[(438297, 437285), (441542, 440530)]",99.90128331688057,wp
ESI286_scaffold,contig_114_RagTag,1380,gb|CP001211.1|,cp32-9,ZS7,1380,30467,99.78260869565216,1379,1379,"[(11981, 13360)]","[(1, 1380)]","[(13360, 11981)]",99.92753623188406,wp
ESI286_scaffold,contig_13_RagTag,6511,O32_B31_cp32-7_ParA_X,cp32-7,O32,6511,249,85.34798534798534,818,232,"[(17, 249)]","[(1407, 2225)]","[(17, 249)]",12.56335432345262,pf32
ESI286_scaffold,contig_15_RagTag,29943,RS06245_ZS7_ZS7_lp28-2_ParA_X,lp28-2,RS06245,29943,255,100.0,764,254,"[(1, 255)]","[(23103, 23867)]","[(1, 255)]",2.5515145443008382,pf32
ESI286_scaffold,contig_1_RagTag,910365,NE_5261_chromosome_ParA_2,chromosome,NE_5261,910365,380,100.0,1097,365,"[(1, 366)]","[(540713, 541810)]","[(1, 366)]",0.1205011176835664,pf32
