ID	group	gene	old_locus_tag	percent_ident	alignment_length	E-score
group_757	group_757	BB_RS07735	BB_0162	100.000	168	4.85e-84
group_975	group_975	BB_RS00790	BB_0163	99.943	1749	0.0
yrbG	yrbG	BB_RS00795	BB_0164	100.000	987	0.0
group_1263	group_1263	BB_RS00800	BB_0165	100.000	1845	0.0
malQ	malQ	BB_RS00805	BB_0166	99.474	1521	0.0
pal	pal	BB_RS00810	BB_0167	99.402	1170	0.0
dksA	dksA	BB_RS00815	BB_0168	99.735	378	0.0
group_990	group_990	BB_RS00825	BB_0170	99.351	2004	0.0
group_467	group_467	BB_RS00830	BB_0171	98.299	588	0.0
group_1205	group_1205	BB_RS00840	BB_0173	99.701	1002	0.0
group_809	group_809	BB_RS00845	BB_0174	99.890	906	0.0
group_597	group_597	BB_RS00850	BB_0175	99.772	876	0.0
group_834	group_834	BB_RS00855	BB_0176	100.000	993	0.0
rsmG	rsmG	BB_RS00860	BB_0177	99.522	627	0.0
mnmG	mnmG	BB_RS00865	BB_0178	99.893	1866	0.0
mnmE	mnmE	BB_RS00870	BB_0179	99.642	1395	0.0
group_750	group_750	BB_RS00875	BB_0180	99.798	495	0.0
flgK	flgK	BB_RS00880	BB_0181	99.788	1884	0.0
group_935	group_935	BB_RS00885	BB_0182	100.000	1275	0.0
fliW	fliW	BB_RS00890	BB_0183	100.000	393	0.0
group_933	group_933	BB_RS00900	BB_0185	99.847	654	0.0
tsaE	tsaE	BB_RS00905	BB_0186	99.758	414	0.0
rplT	rplT	BB_RS00915	BB_0188	99.425	348	3.06e-179
rpmI	rpmI	BB_RS00920	BB_0189	100.000	201	7.23e-102
infC	infC	BB_RS00925	BB_0190	99.643	561	0.0
group_899	group_899	BB_RS00930	BB_0192	99.694	654	0.0
group_849	group_849	BB_RS00935	BB_0193	99.459	739	0.0
dtd3	dtd3	BB_RS00940	BB_0194	99.753	810	0.0
lapB~~~bepA	lapB~~~bepA	BB_RS00945	BB_0195	99.912	1140	0.0
prfA	prfA	BB_RS00950	BB_0196	99.721	1074	0.0
spoT	spoT	BB_RS00960	BB_0198	99.850	2004	0.0
group_1339	group_1339	BB_RS00965	BB_0199	99.823	2265	0.0
ddl	ddl	BB_RS00970	BB_0200	99.724	1086	0.0
group_1276	group_1276	BB_RS00985	BB_0202	99.839	1239	0.0
hflK	hflK	BB_RS00990	BB_0203	99.466	936	0.0
hflC	hflC	BB_RS00995	BB_0204	99.691	972	0.0
group_1265	group_1265	BB_RS01025	BB_0208	99.828	1746	0.0
group_1364	group_1364	BB_RS01030	BB_0209	100.000	768	0.0
mutL	mutL	BB_RS01040	BB_0211	99.564	1833	0.0
group_1298	group_1298	BB_RS01045	BB_0212	99.903	1032	0.0
group_793	group_793	BB_RS01055	BB_0213	99.847	654	0.0
efp	efp	BB_RS01060	BB_0214	100.000	579	0.0
pstS	pstS	BB_RS01065	BB_0215	99.643	840	0.0
pstC~~~pstC_1	pstC~~~pstC_1	BB_RS01070	BB_0216	100.000	909	0.0
pstA	pstA	BB_RS01075	BB_0217	99.722	1437	0.0
pstB3	pstB3	BB_RS01080	BB_0218	96.552	783	0.0
zupT	zupT	BB_RS01085	BB_0219	100.000	822	0.0
alaS	alaS	BB_RS01090	BB_0220	99.944	1785	0.0
fliG_1	fliG_1	BB_RS01095	BB_0221	100.000	1218	0.0
pgl~~~nagB_1	pgl~~~nagB_1	BB_RS01100	BB_0222	99.859	708	0.0
group_1170	group_1170	BB_RS01105	BB_0223	100.000	354	0.0
dusA	dusA	BB_RS01115	BB_0225	100.000	1008	0.0
serS	serS	BB_RS01120	BB_0226	99.922	1278	0.0
group_786	group_786	BB_RS01125	BB_0227	99.715	702	0.0
group_1258	group_1258	BB_RS01130	BB_0228	99.794	2916	0.0
rpmE2	rpmE2	BB_RS01135	BB_0229	98.780	246	7.41e-122
rho	rho	BB_RS01140	BB_0230	99.612	1548	0.0
group_1165	group_1165	BB_RS01145	BB_0231	99.755	408	0.0
hup	hup	BB_RS01150	BB_0232	99.388	327	2.51e-167
group_1180	group_1180	BB_RS01160	BB_0234	99.517	828	0.0
ychF	ychF	BB_RS01165	BB_0235	99.729	1107	0.0
group_1181	group_1181	BB_RS01170	BB_0236	99.302	2007	0.0
lnt	lnt	BB_RS01175	BB_0237	98.978	1566	0.0
group_1144	group_1144	BB_RS01180	BB_0238	99.481	771	0.0
group_859	group_859	BB_RS01185	BB_0239	99.502	603	0.0
glpF	glpF	BB_RS01190	BB_0240	99.869	765	0.0
glpK	glpK	BB_RS01195	BB_0241	99.668	1506	0.0
group_905	group_905	BB_RS01205	BB_0244	100.000	495	0.0
group_953	group_953	BB_RS01210	BB_0245	99.820	555	0.0
group_1124	group_1124	BB_RS01215	BB_0246	99.708	1026	0.0
group_756	group_756	BB_RS01220	BB_0247	99.670	606	0.0
pepF1	pepF1	BB_RS01225	BB_0248	99.492	1773	0.0
pcs	pcs	BB_RS01230	BB_0249	100.000	705	0.0
group_1497	group_1497	BB_RS01235	BB_0250	100.000	615	0.0
group_1424	group_1424	BB_RS01250	BB_0252	99.870	2304	0.0
lon~~~lon1~~~lon1_1	lon~~~lon1~~~lon1_1	BB_RS01255	BB_0253	99.793	2421	0.0
recJ	recJ	BB_RS01260	BB_0254	99.671	2127	0.0
group_621	group_621	BB_RS01270	BB_0256	100.000	210	9.87e-107
spoIIIE~~~ftsK	spoIIIE~~~ftsK	BB_RS01275	BB_0257	99.492	2364	0.0
uppP	uppP	BB_RS01280	BB_0258	99.875	801	0.0
slt~~~mltC	slt~~~mltC	BB_RS01285	BB_0259	99.768	2154	0.0
lapB_2	lapB_2	BB_RS01295	BB_0261	99.928	1383	0.0
group_1498	group_1498	BB_RS01300	BB_0262	99.761	1254	0.0
group_767	group_767	BB_RS01305	BB_0263	100.000	507	0.0
dnaK_1	dnaK_1	BB_RS01310	BB_0264	99.864	1470	0.0
group_768	group_768	BB_RS01315	BB_0265	100.000	522	0.0
group_1277	group_1277	BB_RS01325	BB_0267	99.895	1905	0.0
group_832	group_832	BB_RS01330	BB_0268	100.000	480	0.0
ylxH	ylxH	BB_RS01335	BB_0269	100.000	888	0.0
ftsY_2~~~flhF	ftsY_2~~~flhF	BB_RS01340	BB_0270	99.914	1167	0.0
flhB	flhB	BB_RS01350	BB_0272	99.821	1119	0.0
group_468	group_468	BB_RS01360	BB_0274	100.000	264	6.15e-136
fliP~~~fliP_1	fliP~~~fliP_1	BB_RS01365	BB_0275	100.000	765	0.0
fliN	fliN	BB_RS01375	BB_0277	100.000	342	3.66e-178
fliM	fliM	BB_RS01380	BB_0278	100.000	1059	0.0
group_984	group_984	BB_RS01385	BB_0279	100.000	537	0.0
motB	motB	BB_RS01390	BB_0280	100.000	783	0.0
pomA	pomA	BB_RS01395	BB_0281	100.000	783	0.0
group_502	group_502	BB_RS01400	BB_0282	100.000	225	7.67e-115
flgE	flgE	BB_RS01405	BB_0283	99.699	1329	0.0
group_780	group_780	BB_RS01410	BB_0284	100.000	444	0.0
group_1257	group_1257	BB_RS01415	BB_0285	99.321	1179	0.0
group_783	group_783	BB_RS01420	BB_0286	99.191	618	0.0
yscN~~~fliI	yscN~~~fliI	BB_RS01430	BB_0288	99.542	1311	0.0
group_517	group_517	BB_RS01435	BB_0289	99.457	921	0.0
fliG_2	fliG_2	BB_RS01440	BB_0290	100.000	1035	0.0
flgC	flgC	BB_RS01455	BB_0293	100.000	459	0.0
flgB	flgB	BB_RS01460	BB_0294	99.510	408	0.0
clpY	clpY	BB_RS01465	BB_0295	98.070	1347	0.0
hslV	hslV	BB_RS01470	BB_0296	99.454	549	0.0
group_1135	group_1135	BB_RS01480	BB_0298	99.567	693	0.0
ftsZ	ftsZ	BB_RS01485	BB_0299	99.167	1200	0.0
ftsA	ftsA	BB_RS01490	BB_0300	100.000	1242	0.0
divIB	divIB	BB_RS01495	BB_0301	99.866	744	0.0
ftsW	ftsW	BB_RS01500	BB_0302	99.906	1059	0.0
mraY	mraY	BB_RS01505	BB_0303	99.905	1056	0.0
murF	murF	BB_RS01510	BB_0304	99.569	1392	0.0
group_1359	group_1359	BB_RS01515	BB_0305	100.000	282	1.12e-145
rsmH	rsmH	BB_RS01520	BB_0306	99.551	891	0.0
group_49	group_49	BB_RS01525	BB_0307	99.642	837	0.0
group_1142	group_1142	BB_RS01530	BB_0308	99.443	1077	0.0
nadK	nadK	BB_RS01540	BB_0311	99.881	840	0.0
cheW_1	cheW_1	BB_RS01545	BB_0312	100.000	531	0.0
rlmE	rlmE	BB_RS01550	BB_0313	99.655	579	0.0
sdsA	sdsA	BB_RS01555	BB_0314	99.713	1044	0.0
group_1149	group_1149	BB_RS01560	BB_0315	100.000	687	0.0
group_820	group_820	BB_RS01565	BB_0316	99.752	807	0.0
group_1191	group_1191	BB_RS01570	BB_0317	99.250	933	0.0
btuD_2~~~mglA_1	btuD_2~~~mglA_1	BB_RS01575	BB_0318	99.452	1461	0.0
rfuA	rfuA	BB_RS01580	BB_0319	99.905	1053	0.0
group_461	group_461	BB_RS01605	BB_0325	99.730	1110	0.0
group_535	group_535	BB_RS01615	BB_0327	99.889	897	0.0
oppA_1	oppA_1	BB_RS01620	BB_0328	94.466	1572	0.0
oppA_3	oppA_3	BB_RS01630	BB_0330	99.200	1626	0.0
oppB	oppB	BB_RS01635	BB_0332	99.891	921	0.0
oppC	oppC	BB_RS01640	BB_0333	99.810	1050	0.0
oppD	oppD	BB_RS01645	BB_0334	99.885	873	0.0
oppF	oppF	BB_RS01650	BB_0335	100.000	972	0.0
group_784	group_784	BB_RS01655	BB_0336	99.863	732	0.0
eno	eno	BB_RS01660	BB_0337	99.616	1302	0.0
rpsI	rpsI	BB_RS01665	BB_0338	99.757	411	0.0
rplM	rplM	BB_RS01670	BB_0339	100.000	441	0.0
uvrD~~~rep~~~pcrA_1~~~rep_1~~~pcrA_2	uvrD~~~rep~~~pcrA_1~~~rep_1~~~pcrA_2	BB_RS01695	BB_0344	99.809	2097	0.0
group_1201	group_1201	BB_RS01705	BB_0346	100.000	651	0.0
rqcH	rqcH	BB_RS01710	BB_0347	99.930	1419	0.0
group_771	group_771	BB_RS01720	BB_0349	99.865	741	0.0
group_1251	group_1251	BB_RS01730	BB_0351	99.872	1566	0.0
group_1338	group_1338	BB_RS01735	BB_0352	99.465	1122	0.0
group_1252	group_1252	BB_RS01740	BB_0353	99.889	1800	0.0
group_921	group_921	BB_RS01745	BB_0354	99.895	951	0.0
carD	carD	BB_RS01750	BB_0355	100.000	489	0.0
ctpB	ctpB	BB_RS01765	BB_0359	99.720	1428	0.0
lgt	lgt	BB_RS01780	BB_0362	99.899	987	0.0
pdeA	pdeA	BB_RS01785	BB_0363	99.950	2013	0.0
mgsA	mgsA	BB_RS01790	BB_0364	99.475	381	0.0
apeA_1~~~apeA	apeA_1~~~apeA	BB_RS01800	BB_0366	99.927	1377	0.0
group_331	group_331	BB_RS01805	BB_0367	100.000	279	4.70e-144
clpA~~~clpB	clpA~~~clpB	BB_RS01815	BB_0369	99.913	2292	0.0
tyrS	tyrS	BB_RS01820	BB_0370	99.918	1218	0.0
glyQS	glyQS	BB_RS01825	BB_0371	99.851	1338	0.0
gltX	gltX	BB_RS01830	BB_0372	99.661	1473	0.0
group_766	group_766	BB_RS01835	BB_0373	99.870	768	0.0
PdeB	PdeB	BB_RS01840	BB_0374	100.000	1140	0.0
mtnN_1	mtnN_1	BB_RS01845	BB_0375	99.860	714	0.0
metK	metK	BB_RS01850	BB_0376	99.321	1179	0.0
group_1262	group_1262	BB_RS01860	BB_0378	99.397	663	0.0
hit	hit	BB_RS01865	BB_0379	100.000	420	0.0
group_772	group_772	BB_RS01870	BB_0380	99.341	1365	0.0
group_1323	group_1323	BB_RS01875	BB_0381	99.579	1425	0.0
tmpC_1	tmpC_1	BB_RS01880	BB_0382	99.610	1026	0.0
tmpC_2	tmpC_2	BB_RS01885	BB_0383	99.608	1020	0.0
tmpC_3~~~tmpC_2	tmpC_3~~~tmpC_2	BB_RS01890	BB_0384	99.906	1062	0.0
rpsG	rpsG	BB_RS01900	BB_0386	100.000	474	0.0
rpsL	rpsL	BB_RS01905	BB_0387	99.733	375	0.0
rpoC	rpoC	BB_RS01910	BB_0388	99.806	4134	0.0
rpoB	rpoB	BB_RS01915	BB_0389	99.308	3468	0.0
rplL	rplL	BB_RS01920	BB_0390	99.200	375	0.0
rplJ	rplJ	BB_RS01925	BB_0391	99.796	489	0.0
rplA	rplA	BB_RS01930	BB_0392	99.413	681	0.0
rplK	rplK	BB_RS01935	BB_0393	100.000	432	0.0
nusG	nusG	BB_RS01940	BB_0394	99.459	555	0.0
group_1141	group_1141	BB_RS01965	BB_0397	99.647	849	0.0
group_1253	group_1253	BB_RS01980	BB_0400	99.612	1545	0.0
proS_2~~~proS_1~~~proS	proS_2~~~proS_1~~~proS	BB_RS01990	BB_0402	99.727	1467	0.0
group_1125	group_1125	BB_RS01995	BB_0403	100.000	678	0.0
group_892	group_892	BB_RS02000	BB_0404	100.000	417	0.0
group_850	group_850	BB_RS02005	BB_0405	100.000	612	0.0
group_893	group_893	BB_RS02010	BB_0406	100.000	612	0.0
manA	manA	BB_RS02015	BB_0407	99.821	1119	0.0
nucA	nucA	BB_RS02030	BB_0411	99.433	882	0.0
group_1336	group_1336	BB_RS02035	BB_0412	99.872	780	0.0
group_1278	group_1278	BB_RS02040	BB_0413	99.678	621	0.0
cheR_2~~~cheR1	cheR_2~~~cheR1	BB_RS02045	BB_0414	100.000	858	0.0
cheB_1~~~cheB_2	cheB_1~~~cheB_2	BB_RS02050	BB_0415	99.911	1128	0.0
group_1264	group_1264	BB_RS02055	BB_0416	99.588	1215	0.0
group_1243	group_1243	BB_RS02065	BB_0418	99.611	1029	0.0
rcsC~~~barA	rcsC~~~barA	BB_RS02075	BB_0420	99.911	4485	0.0
group_873	group_873	BB_RS02135	BB_0426	99.271	549	0.0
group_1583	group_1583	BB_RS02145	BB_0428	100.000	318	3.62e-165
group_1321	group_1321	BB_RS02150	BB_0429	100.000	390	0.0
yigZ	yigZ	BB_RS02155	BB_0430	99.670	606	0.0
parA~~~soj_3~~~soj_1	parA~~~soj_3~~~soj_1	BB_RS02160	BB_0431	100.000	753	0.0
spo0J	spo0J	BB_RS02170	BB_0434	99.745	783	0.0
gyrA~~~gyrA_2	gyrA~~~gyrA_2	BB_RS02175	BB_0435	100.000	2433	0.0
gyrB_2	gyrB_2	BB_RS02180	BB_0436	99.843	1905	0.0
dnaN~~~dnaN_1	dnaN~~~dnaN_1	BB_RS02190	BB_0438	99.827	1158	0.0
rpmH	rpmH	BB_RS02200	BB_0440	100.000	156	1.46e-77
rnpA	rnpA	BB_RS02205	BB_0441	99.444	360	0.0
yidC	yidC	BB_RS02210	BB_0442	99.450	1635	0.0
group_1202	group_1202	BB_RS02215	BB_0443	99.588	729	0.0
wbgU	wbgU	BB_RS02220	BB_0444	99.813	1068	0.0
fba	fba	BB_RS02225	BB_0445	99.907	1080	0.0
aspS	aspS	BB_RS02235	BB_0446	100.000	1761	0.0
kefB	kefB	BB_RS02240	BB_0447	99.810	2106	0.0
rpoN	rpoN	BB_RS02255	BB_0450	99.683	1260	0.0
group_787	group_787	BB_RS02260	BB_0451	99.438	534	0.0
group_1188	group_1188	BB_RS02265	BB_0452	100.000	588	0.0
mscS	mscS	BB_RS02270	BB_0453	99.763	843	0.0
mgs	mgs	BB_RS02275	BB_0454	99.826	1152	0.0
group_1248	group_1248	BB_RS02280	BB_0455	100.000	990	0.0
group_1361	group_1361	BB_RS02285	BB_0456	99.835	606	0.0
uvrC_1~~~uvrC	uvrC_1~~~uvrC	BB_RS02290	BB_0457	99.890	1812	0.0
group_1250	group_1250	BB_RS02300	BB_0459	99.847	1311	0.0
group_760	group_760	BB_RS02315	BB_0460	100.000	714	0.0
ruvB_2	ruvB_2	BB_RS02335	BB_0461	99.822	1683	0.0
ebfC	ebfC	BB_RS02340	BB_0462	100.000	300	2.01e-155
group_1283	group_1283	BB_RS02350	BB_0464	99.621	528	0.0
lptD	lptD	BB_RS02355	BB_0465	100.000	696	0.0
lptB_1	lptB_1	BB_RS02360	BB_0466	99.874	792	0.0
group_751	group_751	BB_RS02365	BB_0467	99.855	690	0.0
ybgI	ybgI	BB_RS02370	BB_0468	99.598	747	0.0
lspA	lspA	BB_RS02375	BB_0469	99.805	513	0.0
ymdB_1	ymdB_1	BB_RS02385	BB_0471	99.513	822	0.0
murA	murA	BB_RS02390	BB_0472	99.766	1284	0.0
mepA~~~mdtK	mepA~~~mdtK	BB_RS02395	BB_0473	100.000	1365	0.0
rpsJ	rpsJ	BB_RS02410	BB_0477	100.000	312	6.42e-162
rplC	rplC	BB_RS02415	BB_0478	100.000	621	0.0
rplD	rplD	BB_RS02420	BB_0479	99.683	630	0.0
rplW	rplW	BB_RS02425	BB_0480	99.663	297	3.60e-152
rplB	rplB	BB_RS02430	BB_0481	99.880	834	0.0
rpsS	rpsS	BB_RS02435	BB_0482	99.642	279	2.00e-142
rplV	rplV	BB_RS02440	BB_0483	99.725	363	0.0
rplP	rplP	BB_RS02450	BB_0485	100.000	417	0.0
rpsQ	rpsQ	BB_RS02460	BB_0487	100.000	255	4.55e-131
rplN	rplN	BB_RS02465	BB_0488	99.457	368	0.0
rplX	rplX	BB_RS02470	BB_0489	99.673	306	4.83e-157
rplE_1~~~rplE	rplE_1~~~rplE	BB_RS02475	BB_0490	100.000	549	0.0
rplF	rplF	BB_RS02490	BB_0493	100.000	543	0.0
rplR	rplR	BB_RS02495	BB_0494	100.000	360	0.0
rpsE	rpsE	BB_RS02500	BB_0495	100.000	498	0.0
rplO	rplO	BB_RS02510	BB_0497	100.000	438	0.0
secY_1~~~secY	secY_1~~~secY	BB_RS02515	BB_0498	99.693	1305	0.0
rpmJ	rpmJ	BB_RS02520	BB_0499	100.000	114	6.41e-55
rpsM	rpsM	BB_RS02525	BB_0500	100.000	378	0.0
rpoA	rpoA	BB_RS02535	BB_0502	99.034	1035	0.0
rplQ	rplQ	BB_RS02540	BB_0503	99.731	372	0.0
rny	rny	BB_RS02545	BB_0504	99.739	1533	0.0
group_44	group_44	BB_RS02560	BB_0507	100.000	747	0.0
der	der	BB_RS02565	BB_0508	99.923	1302	0.0
group_1360	group_1360	BB_RS02570	BB_0509	100.000	1260	0.0
group_1306	group_1306	BB_RS02580	BB_0512	99.369	6501	0.0
pheS	pheS	BB_RS02585	BB_0513	99.427	1572	0.0
pheT	pheT	BB_RS02590	BB_0514	99.824	1701	0.0
trxB	trxB	BB_RS02595	BB_0515	99.592	981	0.0
dnaJ	dnaJ	BB_RS02605	BB_0517	100.000	1095	0.0
dnaK_2	dnaK_2	BB_RS02610	BB_0518	100.000	1908	0.0
grpE	grpE	BB_RS02615	BB_0519	100.000	564	0.0
nadE	nadE	BB_RS02620	BB_0522	99.740	1539	0.0
cysQ	cysQ	BB_RS02625	BB_0524	99.766	855	0.0
group_1137	group_1137	BB_RS02630	BB_0525	100.000	423	0.0
group_1136	group_1136	BB_RS02635	BB_0526	99.945	1824	0.0
coaX	coaX	BB_RS02640	BB_0527	100.000	789	0.0
iolS~~~yhdN	iolS~~~yhdN	BB_RS02645	BB_0528	99.684	948	0.0
group_877	group_877	BB_RS02650	BB_0530	99.012	810	0.0
group_792	group_792	BB_RS02655	BB_0531	99.187	615	0.0
group_1145	group_1145	BB_RS02660	BB_0532	99.614	1294	0.0
rbn	rbn	BB_RS02665	BB_0533	99.738	762	0.0
exoA	exoA	BB_RS02670	BB_0534	100.000	768	0.0
group_748	group_748	BB_RS02675	BB_0535	99.483	774	0.0
group_1246	group_1246	BB_RS02680	BB_0536	99.679	2802	0.0
